,artist_name,release_date,track_name,track_id,popularity
66,A$AP Ferg,2017-08-18,Plain Jane,4dVpf9jZjcORqGTLUaeYj9,80
67,Lil Skies,2017-12-12,Nowadays (feat. Landon Cube),2u7mxWSeoqTXndK5e08jMp,78
68,Daniel Caesar,2017-08-25,Best Part (feat. H.E.R.),1RMJOxR6GRPsBHL8qeC2ux,81
69,SZA,2017-06-09,The Weekend,6gU9OKjOE7ghfEd55oRO57,77
70,Tee Grizzley,2017-04-07,First Day Out,3muBQDekYAg7jm6hDu6R0Z,75
71,Playboi Carti,2017-04-14,Magnolia,1e1JKLEDKP7hEQzJfNAgPl,78
72,Billie Eilish,2017-02-24,bellyache,51NFxnQvaosfDDutk0tams,81
73,Playboi Carti,2017-04-14,wokeuplikethis*,59J5nzL1KniFHnU120dQzt,76
74,Dustin Lynch,2017-09-08,Small Town Boy,2YMhrXQYKkm4kXLcXKKd5z,75
75,Portugal. The Man,2017-06-16,Feel It Still,6QgjcU0zLnzq5OrUoSZ3OK,81
76,H.E.R.,2017-10-20,Best Part (feat. Daniel Caesar),4OBZT9EnhYIV17t4pGw7ig,79
77,Shawn Mendes,2017-04-20,Treat You Better,3QGsuHI8jO1Rx4JWLUh9jd,85
78,Big Sean,2017-02-03,Bounce Back,0SGkqnVQo9KPytSri1H6cF,78
79,Lil Peep,2017-08-15,Save That Shit,0S0vWvyZ6Rc79TXkWxT9QA,81
80,Imagine Dragons,2017-06-23,Whatever It Takes,6Qn5zhYkTa37e91HC1D7lb,83
81,Cuco,2017-05-25,Lo Que Siento,3oyf4dalm17kzTE8LJDbgR,77
82,Ed Sheeran,2017-03-03,Happier,2RttW7RAu5nOAfq6YFvApB,84
83,Clairo,2017-08-04,Pretty Girl,0KyAGiNGUytG5JLxJu4F6l,77
84,Future,2017-06-30,Mask Off,0VgkVdmE4gld66l8iyGjgx,81
85,Lil Baby,2017-12-01,Freestyle,5BbdKBZO0TH0GhfxUfyhL9,75
86,Billie Eilish,2017-12-22,COPYCAT,5w7wuzMzsDer96KqxafeRK,80
87,Trippie Redd,2017-05-14,Love Scars,0AICBlLzFCTpUqmAbtzB2z,76
88,Clairo,2017-06-14,Flaming Hot Cheetos,1F6IbA7di42uPc3cff8PXV,77
89,PnB Rock,2017-01-13,Selfish,2xbI8Vmyv3TkpTdywpPyNw,75
90,Billie Eilish,2017-12-22,my boy,1RGasjWLZ4qMN7wbtkLa3u,80
91,Shawn Mendes,2017-04-20,There's Nothing Holdin' Me Back,7JJmb5XwzOO8jgpou264Ml,84
92,G-Eazy,2017-12-15,No Limit,2DQ1ITjI0YoLFzuADN1ZBW,78
93,Old Dominion,2017-08-25,Written in the Sand,2A69wys3S9uiPSmn6UZWJn,75
94,The Chainsmokers,2017-04-07,Something Just Like This,6RUKPb4LETWmmr3iAEQktW,84
95,2 Chainz,2017-06-16,It's A Vibe,6H0AwSQ20mo62jGlPGB8S6,76
96,Jhené Aiko,2017-09-22,Sativa,2pg2TiYo9Rb8KeB5JjP7jS,75
97,Ella Mai,2017-02-22,Boo'd Up,0At2qAoaVjIwWNAqrscXli,76
98,Russell Dickerson,2017-10-13,Blue Tacoma,2oPCR02nduYVpj7CTfsA0d,74
99,Bryce Vine,2017-12-01,Drew Barrymore,0OgGn1ofaj55l2PcihQQGV,74
100,Charlie Heat,2017-06-30,Sunshine,5aJU3H46Gn1EvaF3iMWWXN,76
101,Gucci Mane,2017-10-13,I Get The Bag (feat. Migos),1XRgIKC5TPwo7nWGyKqgG0,76
102,Migos,2017-01-27,Bad and Boujee (feat. Lil Uzi Vert),4Km5HrUvYTaSUfiSGPJeQR,77
103,Hailee Steinfeld,2017-04-28,Most Girls,10GJQkjRJcZhGTLagFOC62,78
104,BROCKHAMPTON,2017-12-15,BLEACH,0dWOFwdXrbBUYqD9DLsoyK,76
105,Tee Grizzley,2017-03-17,From The D To The A (feat. Lil Yachty),2NyrXRn4tancYPW6JwtTl2,74
106,Dua Lipa,2017-06-02,IDGAF,76cy1WJvNGJTj78UqeA5zr,83
107,Absofacto,2017-11-03,Dissolve,7pBrj5rt4SSxXwFKOyZfHR,77
108,SZA,2017-12-15,The Weekend - Funk Wav Remix,0P6AWOA4LG1XOctzaVu5tt,78
109,Tyler Childers,2017-08-04,Feathered Indians,2tgQaL85WoRfgEa4hFQgrE,72
110,Tay-K,2017-12-14,The Race,3wGXyJGsCf1myH5MooQIqE,75
111,blackbear,2017-04-21,i miss the old u,1nMYtxDrONcoGnKRvxTwPv,76
112,Liam Payne,2017-05-18,Strip That Down,4Ro98RCK90oHqqSZUnTFq5,80
113,Kodak Black,2017-03-31,Tunnel Vision,4Q3N4Ct4zCuIHuZ65E3BD4,75
114,Khalid,2017-04-27,Saved,248OFOZef6ShXv6DGgbnxU,77
115,Billie Eilish,2017-12-22,hostage,1WsEgieHsWWndAzLkmV105,78
116,Kesha,2017-08-11,Praying,0jdny0dhgjUwoIp5GkqEaA,77
117,Migos,2017-01-27,Slippery (feat. Gucci Mane),6p8NuHm8uCGnn2Dtbtf7zE,76
118,Chord Overstreet,2017-02-03,Hold On,5vjLSffimiIP26QG5WcN2K,79
119,Dua Lipa,2017-06-02,New Rules,2ekn2ttSfGqwhhate0LSR0,83
120,Shawn Mendes,2017-04-20,Mercy,0AS63m1wHv9n4VVRizK6Hc,82
121,Brett Young,2017-02-09,In Case You Didn't Know,1DA7FEKgQeyRPtU44L5DOf,74
122,XXXTENTACION,2017-02-20,Look At Me!,7floNISpH8VF4z4459Qo18,79
123,Zedd,2017-02-23,Stay,6uBhi9gBXWjanegOb2Phh0,80
124,XXXTENTACION,2017-08-25,Carry On,2yZax79pOrYuyIFVW2cZY2,77
125,PnB Rock,2017-03-30,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",5de7ci7TFqbQ1PFgKAD7MR,72
126,NAV,2017-02-24,Myself,05nbZ1xxVNwUTcGwLbp7CN,74
127,Foster The People,2017-07-21,Sit Next to Me,4BdGO1CaObRD4La9l5Zanz,75
128,XXXTENTACION,2017-05-16,I Don't Wanna Do This Anymore,5de9Ho64dovuQI8Uhn5gPD,76
129,Julia Michaels,2017-07-28,Issues,7vu0JkJh0ldukEYbTVcqd0,73
130,SZA,2017-06-09,Broken Clocks,2fXwCWkh6YG5zU1IyvQrbs,74
131,Billie Eilish,2017-12-22,watch,7eB1V5LvAdxCc7brfGhRRo,78
132,DJ Khaled,2017-06-22,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",1jYiIOC5d6soxkJP81fxq2,71
133,G-Eazy,2017-12-15,Him & I (with Halsey),5k38wzpLb15YgncyWdTZE4,79
134,"Tyler, The Creator",2017-07-21,Boredom,5WNYg3usc6H8N3MBEp4zVk,75
135,Maggie Lindemann,2017-03-02,Pretty Girl - Cheat Codes X CADE Remix,1NDxZ7cFAo481dtYWdrUnR,78
136,Thomas Rhett,2017-09-08,Marry Me,0OWZFobGSIW9GrSlQ9C5pc,73
137,Lil Uzi Vert,2017-08-25,Dark Queen,2ZdCrBA52bb4pIG3tOOZiQ,73
138,Drake,2017-03-18,Fake Love,343YBumqHu19cGoGARUTsd,77
139,Russell Dickerson,2017-10-13,Yours,6RSNKGdv3nDTHqgw4bdzyF,73
140,Brett Young,2017-02-10,In Case You Didn't Know,10M2Ex445zw585Ducldzkw,73
141,Kehlani,2017-10-06,Honey,5QTdOvIF2ehBMZpSIIGzIo,75
142,Jeremy Zucker,2017-10-27,talk is overrated,7cflqPPi3zWfLFRRBTWeh6,76
143,Pinkfong,2017-07-27,Baby Shark,5ygDXis42ncn6kYG14lEVG,78
144,Niall Horan,2017-10-20,Slow Hands,2cOUlop2ZakjOKe4WinesN,79
145,Kygo,2017-02-17,It Ain’t Me (with Selena Gomez),12GEpg2XOPyqk03JZEZnJs,71
146,Gryffin,2017-03-03,Feel Good (feat. Daya),0Ev562zA4pmUsBqjxsxxdx,75
147,Miguel,2017-12-01,Come Through and Chill (feat. J. Cole & Salaam Remi),1m8WpLYXEiNVZchsWEcCSy,74
148,Famous Dex,2017-10-20,PICK IT UP (feat. A$AP Rocky),3ncgNpxLoBQ65ABk4djDyd,74
149,Kodak Black,2017-11-24,Codeine Dreaming (feat. Lil Wayne),4DTpngLjoHj5gFxEZFeD3J,73
150,Jaden,2017-11-17,Icon,22nyEAEM29tcBRhukR089b,77
151,XXXTENTACION,2017-08-25,Revenge,5TXDeTFVRVY7Cvt0Dw4vWW,77
152,Drake,2017-03-18,Teenage Fever,6n3HGiq4v35D6eFOSwqYuo,74
153,Drake,2017-03-18,Portland,2bjwRfXMk4uRgOD9IBYl9h,76
154,Taylor Swift,2017-11-10,Delicate,6NFyWDv5CjfwuzoCkw47Xf,76
155,Bruno Mars,2017-12-20,Finesse - Remix; feat. Cardi B,3Vo4wInECJQuz9BIBMOu8i,78
156,Dbangz,2017-08-12,Thick Niggas and Anime Tiddies,33kB5gz4gzOEZVkuWKHylS,73
157,Bruno Major,2017-08-31,Easily,2k9N4caeCIJLOWwWwssrEM,75
158,Jhené Aiko,2017-09-22,While We're Young,4mL59LVbKgOpEACxraGYdr,73
159,"Tyler, The Creator",2017-07-21,911 / Mr. Lonely,4bEcoz1OcfMgUbp2ft8ieQ,74
160,Quinn XCII,2017-09-15,Flare Guns,7cM9Kqto11iJpY2RwgVJSq,73
161,Weather Factory,2017-01-09,Deep Thunderstorm,4xyiM6KWF90l9wQh07GJvN,74
162,Chris Stapleton,2017-05-05,Broken Halos,06gD2ZtK3Dzc1BYqWExQJJ,72
163,Lil Peep,2017-06-08,Beamer Boy,7hf89cT5FEmLV5E9fjrjG7,76
164,Theory of a Deadman,2017-10-27,Rx (Medicate),2UZtI2HUyLRzqBjodvcUmY,72
165,Zac Efron,2017-12-08,Rewrite The Stars,65fpYBrI8o2cfrwf2US4gq,79
166,Brett Young,2017-02-10,Mercy,2VIPU72L6tIR4w8J8ap6Kp,72
167,Harry Styles,2017-05-12,Sign of the Times,5Ohxk2dO5COHF1krpoPigN,79
168,YoungBoy Never Broke Again,2017-08-04,No Smoke,57IRaiAB4hBZu3gnNVZC0v,71
169,Ed Sheeran,2017-03-03,Supermarket Flowers,4VuS959DSpr82t3qBqCrWG,80
170,BANNERS,2017-11-03,Someone To You,14BH4qO7pgCmIe6mgLKOK3,76
171,Young Thug,2017-06-16,Relationship (feat. Future),25oOaleife6E2MIKmFkPvg,73
172,Kendrick Lamar,2017-04-14,LOYALTY. FEAT. RIHANNA.,6SwRhMLwNqEi6alNPVG00n,75
173,Calvin Harris,2017-02-24,Slide (feat. Frank Ocean & Migos),6gpcs5eMhJwax4mIfKDYQk,75
174,Aminé,2017-07-28,Heebiejeebies - Bonus,32xx0fAv3CIeGmNaWTHvEF,72
175,ZAYN,2017-09-07,Dusk Till Dawn - Radio Edit,1j4kHkkpqZRBwE0A4CN4Yv,83
176,XXXTENTACION,2017-05-16,YuNg BrAtZ,2ooF4088y5L72c4YTEJQoB,74
177,Kodak Black,2017-08-18,Transportin',1WIZiOuNO3woKfdlSK2gNn,72
178,Trippie Redd,2017-05-14,It Takes Time,7022xokeCJFSeZxw2npVkn,71
179,Lil Uzi Vert,2017-08-25,Sauce It Up,1uL78kFWxhz3umTMWJu8n5,72
180,Luis Fonsi,2017-04-17,Despacito - Remix,6rPO02ozF3bM7NnOV4h6s2,76
181,Josh Turner,2017-03-10,Hometown Girl,5C6uh95eAL0RBTSGXKQwvk,71
182,Rockwell,2017-09-27,Somebody's Watching Me - Single Version,6A4Jc8npNo79BOgsrPptLA,74
183,hooligan chase,2017-11-29,Asshole,0EKbMWOt2ZwdEcqgRpLHaC,74
184,Keala Settle,2017-12-08,This Is Me,45aBsnKRWUzhwbcqOJLwfe,79
185,Tate McRae,2017-12-24,One Day,27r2uANqwK7XbsiAZnzf9e,76
186,Halsey,2017-06-02,Walls Could Talk,5ln5yQdUywVbf8HhFsOcd6,75
187,21 Savage,2017-10-30,Ghostface Killers,5u6vkDnOyaf8LsteDAj2ub,74
188,Still Woozy,2017-11-05,Goodie Bag,4vHNeBWDQpVCmGbaccrRzi,73
189,Macklemore,2017-09-22,Glorious (feat. Skylar Grey),0CokSRCu5hZgPxcZBaEzVE,78
190,Eminem,2017-12-15,River (feat. Ed Sheeran),1cS0TgbR263ey9jn0MwD2s,80
191,Machine Gun Kelly,2017-05-12,Bad Things (with Camila Cabello),1PSBzsahR2AKwLJgx8ehBj,75
192,Billie Eilish,2017-12-22,party favor,3WxmlTZ85sCYFnuIXmUAEe,76
193,Ed Sheeran,2017-03-03,Galway Girl,0afhq8XCExXpqazXczTSve,81
194,Harry Styles,2017-05-12,Sweet Creature,5kRPPEWFJIMox5qIkQkiz5,76
195,Ziv Zaifman,2017-12-08,A Million Dreams,0RoA7ObU6phWpqhlC9zH4Z,78
196,Halsey,2017-06-02,Sorry,44n97yHySt0Z9rqPaXgjCK,78
197,Billie Eilish,2017-03-30,Bored,04sN26COy28wTXYj3dMoiZ,76
198,Zara Larsson,2017-03-17,Never Forget You,6hmhG1b4LEyNuashVvuIAo,77
199,Sample Rain Library,2017-04-12,Cozy Rain,3lQu0W0vYlspohW9LNliYC,74
200,Ed Sheeran,2017-03-03,Castle on the Hill,6PCUP3dWmTjcTtXY02oFdT,80
201,Loren Allred,2017-12-08,Never Enough,0Gl5s8IhMmQE5YQwM8Qx1J,78
202,AJR,2017-06-09,Weak,5DZwnLxHjWTZaz9jOpRhxb,69
203,Brett Eldredge,2017-08-04,Love Someone,43CFDpciGFDm226POTLEXU,70
204,Khalid,2017-04-27,Another Sad Love Song,52Qu0no0NBho3zyRmjlsHn,73
205,6 Dogs,2017-07-03,Faygo Dreams,2BoeDIEzoS9diuyaqqVaDh,71
206,Kendrick Lamar,2017-04-14,ELEMENT.,1EaKU4dMbesXXd3BrLCtYG,73
207,Luke Bryan,2017-12-08,"Sunrise, Sunburn, Sunset",53yTYusPQJ1AApL1hi0Dnc,71
208,Trippie Redd,2017-12-05,Dark Knight Dummo (Feat. Travis Scott),3YeJXuRSNS5FYwOsDu44kD,72
209,Miley Cyrus,2017-09-29,Malibu,1UZOjK1BwmwWU14Erba9CZ,79
210,Niall Horan,2017-10-20,This Town,0qvzXomUDJVaUboy2wMfiS,77
211,khai dreams,2017-09-08,Lost in You,2itR8VHeTVKInnMPec8mj8,73
212,Thunderstorm Sound Bank,2017-01-09,Monsun Thunderstorm,63qps2UseM4TTaciTdeK59,74
213,Lil Skies,2017-12-12,Welcome to the Rodeo,5GpAhJpbHvUi6gY6RG15Ze,72
214,Khalid,2017-04-27,American Teen,312WNtMs3F28cUukaPY9bo,73
215,Aminé,2017-07-28,Spice Girl,4HW5kSQ8M2IQWZhSxERvla,73
216,SOB X RBE,2017-01-23,Calvin Cambridge,4HK9Ive4wK7426QXxQZS6L,70
217,Old Dominion,2017-08-25,Hotel Key,33471tzU1VghDg9zNgGRpz,70
218,blackbear,2017-04-21,chateau,13JyykwyYQ3T5QxxL34ukQ,73
219,DJ Khaled,2017-06-22,Wild Thoughts (feat. Rihanna & Bryson Tiller),45XhKYRRkyeqoW3teSOkCM,68
220,Hugh Jackman,2017-12-08,The Greatest Show,4ylWMuGbMXNDgDd8lErEle,77
221,Weather Factory,2017-01-09,Calm Rain & Thunder,5fkUSLLclp3LdXiMw3zTgR,73
222,Halsey,2017-06-02,Now Or Never,7i2DJ88J7jQ8K7zqFX2fW8,73
223,XXXTENTACION,2017-08-25,Depression & Obsession,2H3wWrnO758y0fPH7Ilerg,74
224,$uicideBoy$,2017-05-23,2nd Hand,4yORBk6ZyYsJpnJchyZevc,74
225,Maren Morris,2017-03-17,I Could Use a Love Song,09iyGiljLWRYXdRazFkdtJ,70
226,Thomas Rhett,2017-09-08,Unforgettable,30MM5jWpUmOxtTNd9Ey5LZ,70
227,Yo Gotti,2017-10-27,Rake It Up,4knL4iPxPOZjQzTUlELGSY,71
228,Hillsong UNITED,2017-06-09,So Will I (100 Billion X),1ed3wNCecRIp6SugyR0w2J,69
229,Lil Peep,2017-08-15,Awful Things,7Hr2XoaGpIMKbNXCZDZ3le,75
230,Billie Eilish,2017-01-13,Ocean Eyes - Blackbear Remix,4JuZQeSRYJfLCqBgBIxxrR,74
231,Mother Nature Sound FX,2017-01-09,Florida Rain Storm,41ngfIhPv1DkwHozVjH5Yc,72
232,Martin Garrix,2017-01-27,Scared to Be Lonely,3ebXMykcMXOcLeJ9xZ17XH,82
233,Macklemore,2017-09-22,Good Old Days (feat. Kesha),2Za1AlJNvksouPPWbXpR2X,74
234,SZA,2017-06-09,Garden (Say It Like Dat),19woxaSpjOefa2JnAOoqW5,71
235,potsu,2017-05-17,i'm closing my eyes (feat. shiloh),3NsuucK8qXpIJf7KPZX7vq,74
236,Big Sean,2017-02-03,Jump Out The Window,1jQsKN68yE94tMYml0wHMd,71
237,Joey Bada$$,2017-04-07,DEVASTATED,4ntsD33Pgsgk8rUyZLLiUV,72
238,2 Chainz,2017-06-16,4 AM,1nX9KhK3Fff27SnrIor2Yb,71
239,Frank Ocean,2017-04-10,Biking,2q0VexHJirnUPnEOhr2DxK,72
240,Yung Gravy,2017-06-21,Cheryl,18gNzobZV5YD8BhL8o3BTi,72
241,NAV,2017-02-24,Some Way,7zxRMhXxJMQCeDDg0rKAVo,72
242,Mac Ayres,2017-08-11,Easy,58dSdjfEYNSxte1aNVxuNf,74
243,H.E.R.,2017-10-20,Focus,3tZs3nVjySLbL320lP4mvs,70
244,Christian Nodal,2017-08-25,Adiós Amor,63bmZnBN1CiJ9sA4qTEe8y,76
245,Pentatonix,2017-12-06,Hallelujah,0HZk0QsXPhMNAWNDR3rYE8,68
246,HI-FI CAMP,2017-01-18,Cabin Sound,5jUXYkjrCkkhnMMJPTgSqN,73
247,Trippie Redd,2017-05-14,Romeo & Juliet,6jT3etAOkvMUw0zsEw5QnR,70
248,Rag'n'Bone Man,2017-02-10,Human,58zsLZPvfflaiIbNWoA22O,80
249,Quinn XCII,2017-09-15,Straightjacket,51LIqkda3pTeECZUhMnool,70
250,Migos,2017-01-27,T-Shirt,7KOlJ92bu51cltsD9KU5I7,72
251,Yoke Lore,2017-06-16,Beige,0FfZudphGgQTGeEV6AhmOs,71
252,Luke Bryan,2017-12-08,Most People Are Good,79LAFAkR1ATb4iIQvZuCL0,70
253,Chris Stapleton,2017-12-01,Millionaire,68JS5SFTnW5Yv9Vzw81Jf0,70
254,Ed Sheeran,2017-03-03,Dive,51ChrwmUPDJvedPQnIU8Ls,78
255,Natti Natasha,2017-09-01,Criminal,6Za3190Sbw39BBC77WSS1C,79
256,Russ,2017-05-05,What They Want,3pndPhlQWjuSoXhcIIdBjv,73
257,BROCKHAMPTON,2017-06-09,FACE,5bknBRjKJZ643DAN2w8Yoy,72
258,Green Day,2017-11-17,Boulevard of Broken Dreams,5GorCbAP4aL0EJ16frG2hd,75
259,Dylan Scott,2017-08-04,My Girl,3izNaTiYdotdPL0Bs76JqO,69
260,J Balvin,2017-06-30,Mi Gente,4ipnJyDU3Lq15qBAYNqlqK,74
261,Kenny Chesney,2017-04-28,All the Pretty Girls,66pxmg3Jhjm09tHoWR1wVR,70
262,Tyler Childers,2017-05-30,Nose On The Grindstone,4a2uqVlpRChHj32EjJLu7G,69
263,Timmies,2017-09-21,Tell Me Why I'm Waiting,1FBuBhNZ8dmjUBWR58UOQv,74
264,Chris Young,2017-10-20,Hangin' On,6CyJlVAEFlNdpggOLanytL,69
265,Dennis Lloyd,2017-06-30,Nevermind,63SevszngYpZOwf63o61K4,81
266,Thomas Rhett,2017-09-08,Life Changes,4Vxu50qVrQcycjRyJQaZLC,69
267,Axwell /\ Ingrosso,2017-07-28,More Than You Know,6h5PAsRni4IRlxWr6uDPTP,81
268,"Tyler, The Creator",2017-07-21,Glitter,0qtK3XwbuG153dmwB8iepL,71
269,Hippo Campus,2017-02-24,Buttercup,6iCJCZqDJjmBxt07Oid6FI,68
270,Michael Jackson,2017-09-27,Thriller,7azo4rpSUh8nXgtonC6Pkq,74
271,Wisin,2017-12-01,Escápate Conmigo (feat. Ozuna),1KSqYYJFyfTecXFk9M0prc,77
272,"Tyler, The Creator",2017-07-21,Who Dat Boy,21yRtB6B8EMounImAfHRCP,72
273,Hugh Jackman,2017-12-08,The Other Side,2cKovq3l6OJjhVVDbVKOsr,75
274,Matt Champion,2017-02-13,Fangs,6T7xC3rDjOCkMkvcFVdu6Z,70
275,khai dreams,2017-12-04,Through and Through,5lH3H5LMsBnWfec33fui3w,71
276,Drake,2017-03-18,Do Not Disturb,2KvHC9z14GSl4YpkNMX384,72
277,ZAYN,2017-11-09,I Don’t Wanna Live Forever (Fifty Shades Darker),55n9yjI6qqXh5F2mYvUc2y,70
278,Russ,2017-05-05,Ride Slow,6HK4YGOpZr1ost68QP3ul0,72
279,Cheat Codes,2017-03-31,No Promises (feat. Demi Lovato),5lNuqFVMca4vPupY10cH0J,68
280,Little Mix,2017-11-24,Shout Out to My Ex,1pwo8l3Ko7idwaz4LVUEC4,78
281,Noah Cyrus,2017-09-22,Again,2S2od3hT7ceytw7d1pTRuE,74
282,Lil Pump,2017-10-06,Gucci Gang,43ZyHQITOjhciSUUNPVRHc,76
