,artist_name,release_date,track_name,track_id,popularity
25,Fetty Wap,2015-09-25,Trap Queen,2d8JP84HNLKhmd6IYOoupQ,75
26,Wiz Khalifa,2015,See You Again (feat. Charlie Puth),2JzZzZUQj3Qff7wapcbKjc,81
27,Big Sean,2015-02-24,I Don't Fuck With You,7FYH5AW3bVfZHJIQpq3UOA,76
28,A$AP Rocky,2015-05-26,L$D,4S7YHmlWwfwArgd8LfSPud,76
29,The Weeknd,2015-08-28,Can't Feel My Face,22VdIZQfgXJea34mQxlt81,80
30,Billy Currington,2015-06-02,Do I Make You Wanna,3I7krC8kr0gFR7P6vInR1I,73
31,Meghan Trainor,2015-01-09,Like I'm Gonna Lose You (feat. John Legend),2YlZnw2ikdb837oKMKjBkW,80
32,Maroon 5,2015-05-15,Sugar,2iuZJX9X9P0GKaE93xcPjk,80
33,Drake,2015-09-20,Jumpman,27GmP9AWRs744SzKcpJsTZ,76
34,G-Eazy,2015-12-04,"Me, Myself & I",40YcuQysJ0KlGQTeGUosTC,78
35,Travis Scott,2015-09-04,90210 (feat. Kacy Hill),51EC3I1nQXpec4gDk0mQyP,75
36,Fetty Wap,2015-06-29,679 (feat. Remy Boyz),5NQbUaeTEOGdD6hHcre0dZ,76
37,Olivia O'Brien,2015-08-09,Complicated,0jllH0usRFD4LJkJnGK9Lf,79
38,Kodak Black,2015-11-13,No Flockin,34oWbFBfGEElvgO0a5c9V4,72
39,Jeremih,2015-12-04,Impatient,3WjyiSbfR74pjWXQ3IaFKJ,75
40,Sam Smith,2015-11-06,Lay Me Down,64GRDrL1efgXclrhVCeuA0,78
41,The Weeknd,2015-08-28,Often,4PhsKqMdgMEUSstTDAmMpg,76
42,Rae Sremmurd,2015-01-06,This Could Be Us,4jTiyLlOJVJj3mCr7yfPQD,75
43,Trey Songz,2015-06-23,Slow Motion,4NYwy0R3NdvORX2B6OZXBT,74
44,Cavetown,2015-08-03,This Is Home,2TI2fw9FWPeah6N4k1b4NU,75
45,Demi Lovato,2015-01-01,Stone Cold,56twMOlq9DJc3EgpVUVIrW,79
46,Shawn Mendes,2015-04-14,Stitches,5jsw9uXEGuKyJzs0boZ1bT,75
47,Bryson Tiller,2015-10-02,Right My Wrongs,5rgrBsAFYMun6yhtnLKRPz,73
48,Justin Bieber,2015-11-13,Sorry,09CtPGIpYB4BrO8qb1RGsF,81
49,Cody Jinks,2015-01-12,Loud and Heavy,0SF38KDlXNLJAxbYyOMnCy,71
50,Chris Young,2015-11-13,I'm Comin' Over,0H04yVa3DJxoXbLBpAb7iV,71
51,Flo Rida,2015-04-07,My House,6Knv6wdA0luoMUuuoYi2i1,77
52,$uicideBoy$,2015-11-20,Paris,4irYeuAi87yyGHcI4h9s0x,75
53,The Neighbourhood,2015-10-30,Daddy Issues,5E30LdtzQTGqRvNd7l6kG5,78
54,Jeremih,2015-12-04,Planez,08zJpaUQVi9FrKv2e32Bah,73
55,Major Lazer,2015-11-27,Lean On,1Lim1Py7xBgbAkAys3AGAG,74
56,Halsey,2015-08-28,Gasoline,2IO7yf562c1zLzpanal1DT,75
57,Leon Bridges,2015-06-15,River,0NeJjNlprGfZpeX2LQuN6c,75
58,Tame Impala,2015-07-17,Let It Happen,2X485T9Z5Ly0xyaghN73ed,76
59,Chrishan,2015-08-04,Sin City,0zor3Hre5d5bgHGpbZHNw4,74
60,Rae Sremmurd,2015-01-06,No Type,4scpF6J5uMBvoh6sFB7EL1,75
61,Lil Dicky,2015-07-31,Molly (feat. Brendon Urie of Panic at the Disco),0NBiC3zLXoBQXBjsbnbwJq,72
62,Ocean Waves For Sleep,2015-06-04,Rolling Ocean Waves,11Rm75lU5EmETsTR22C0gT,71
63,Sia,2015-05-01,Chandelier,2s1sdSqGcKxpPr5lCl7jAV,71
64,Meek Mill,2015-06-29,R.I.C.O. (feat. Drake),0Y0TOsE1q11qgbi7c5WZsG,72
65,Twenty One Pilots,2015-05-15,Tear in My Heart,3bnVBN67NBEzedqQuWrpP4,75
66,Ruth B.,2015-08-21,Lost Boy,4h0zU3O9R5xzuTmNO7dNDU,78
67,George Ezra,2015-01-20,Budapest,7q0aQpiLv5tIsupcgQ3Ny4,69
68,Roy Woods,2015-07-31,Drama (feat. Drake),0PXp9QxBfSKGGpWUNaws2X,72
69,Houndmouth,2015-03-17,Sedona,2kG5litgxXvx6ZRgwO1v7W,69
70,Petit Biscuit,2015,Sunset Lover,0hNduWmlWmEmuwEFcYvRu1,79
71,Chris Stapleton,2015-05-04,Parachute,5jROdl6MhcmP3O7h2sVgtw,71
72,Kendrick Lamar,2015-03-16,Alright,3iVcZ5G6tvkXZkZKlMpIUs,73
73,Rihanna,2015-03-26,Bitch Better Have My Money,0NTMtAO2BV4tnGvw9EgBVq,76
74,Demi Lovato,2015-01-01,Confident,0Mn3amMRMoabaoTf1Publ4,76
75,$uicideBoy$,2015-09-01,Runnin' Thru The 7th With My Woadies,70nmZhHZLNVYWP4NON41Zw,73
76,Kendrick Lamar,2015-03-16,King Kunta,0N3W5peJUQtI4eyR6GJT5O,75
77,Tim McGraw,2015-01-01,Humble And Kind,4Pn0JlCUusD2QHjADuOzuV,70
78,Cage The Elephant,2015-12-18,Trouble,5n0CTysih20NYdT2S0Wpe8,73
79,NF,2015-03-31,Paralyzed,5DHQKZCOZhGNTbYBCekWx0,75
80,Drake,2015-02-12,Jungle,7JXZq0JgG2zTrSOAgY8VMC,71
81,Jeremih,2015-12-04,Don't Tell 'Em,0Dc7J9VPV4eOInoxUiZrsL,74
82,Maroon 5,2015-05-15,Maps,4gbVRS8gloEluzf0GzDOFc,77
83,Snakehips,2015-10-21,All My Friends (feat. Tinashe & Chance the Rapper),6TaqooOXAEcijL6G1AWS2K,75
84,Justin Bieber,2015-11-13,What Do You Mean?,4B0JvthVoAAuygILe3n4Bs,79
85,Vince Staples,2015-06-30,Norf Norf,4uQ7wYsuL0DryknoDc11Hk,71
86,The Weeknd,2015-08-28,Earned It (Fifty Shades Of Grey),4frLb7nWtsz2ymBE6k2GRP,71
87,Daniel Caesar,2015-11-12,Streetcar,7Cu2COdH93MnuireuKNiS3,72
88,A$AP Rocky,2015-05-26,Everyday,2N3U8uTYhjX2KwGT0pf5x0,75
89,Donnie Trumpet & The Social Experiment,2015-06-30,Sunday Candy,6fTdcGsjxlAD9PSkoPaLMX,70
90,Fall Out Boy,2015-01-20,Immortals,3Te8uLyit6X3ncNW8Fp3K2,75
91,X Ambassadors,2015-06-30,Renegades,0fYVliAYKHuPmECRs1pbRf,75
92,Eric Church,2015-11-11,Record Year,5fSPbm5lcwtqwXkeQQswW8,69
93,Leslie Odom Jr.,2015-09-25,Alexander Hamilton,4TTV7EcfroSLWzXRY6gLv6,71
94,Disturbed,2015-08-21,The Sound of Silence,1Cj2vqUwlJVG27gJrun92y,75
95,Amber Run,2015-04-17,I Found,5zT5cMnMKoyruPj13TQXGx,74
96,G-Eazy,2015-12-04,Some Kind Of Drug,1Bqxj0aH5KewYHKUg1IdrF,71
97,Ellie Goulding,2015-11-13,"Love Me Like You Do - From ""Fifty Shades Of Grey""",2l8w0zZVn4AZNuzrht7MRT,68
98,The Weeknd,2015-08-28,Acquainted,7uJH0YdSZL6psjxI6Xy08b,72
99,Jack Ü,2015-02-24,Where Are Ü Now (with Justin Bieber),66hayvUbTotekKU3H4ta1f,76
100,Ruth B.,2015-11-27,Superficial Love,5hwh37sTi84MVhCBMWzhGE,74
101,The Revivalists,2015-07-15,Wish I Knew You,2EWpa5XnAuSn0sIkSSIhYk,70
102,Andra Day,2015-08-28,Rise Up,0tV8pOpiNsKqUys0ilUcXz,75
103,The Chainsmokers,2015-06-16,Roses,3vv9phIu6Y1vX3jcqaGz5Z,74
104,Zac Brown Band,2015-04-28,Homegrown,1qwnPVOIJjAFfCc40Etb1D,69
105,Beach House,2015-08-28,Space Song,0hNhlwnzMLzZSlKGDCuHOo,68
106,Joel Adams,2015-11-06,Please Don't Go,3cNjgVBKTJ1SvKhunrCdVy,78
107,blackbear,2015-06-02,Weak When Ur Around,3UWkbO4emEOu9YUeOGq3vU,72
108,Selena Gomez,2015-10-09,Hands To Myself,1LoriJC05IrHIDwj3q0KC1,70
109,Melanie Martinez,2015-08-14,Mad Hatter,5gWtkdgdyt5bZt9i6n3Kqd,72
110,Alan Walker,2015-12-04,Faded,7gHs73wELdeycvS48JfIos,78
111,Lil Dicky,2015-07-31,$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),6AoYWCzsDls6c61Zp5qTuU,71
112,Drake,2015-07-31,Back To Back,5lFDtgWsjRJu8fPOAyJIAK,71
113,Drake,2015-02-12,Energy,79XrkTOfV1AqySNjVlygpW,72
114,Pia Mia,2015-05-04,Do It Again,72Bz4ciRZPBcVSw0nrZDHi,76
115,Melanie Martinez,2015-08-14,Dollhouse,6wNeKPXF0RDKyvfKfri5hf,73
116,Fall Out Boy,2015-01-20,Uma Thurman,5PUawWFG1oIS2NwEcyHaCr,71
117,Maroon 5,2015-05-15,Animals,2bL2gyO6kBdLkNSkxXNh6x,76
118,Lin-Manuel Miranda,2015-09-25,My Shot,4cxvludVmQxryrnx1m9FqL,70
119,Travis Scott,2015-09-04,Maria I'm Drunk (feat. Justin Bieber & Young Thug),6Yqmv7XJLCrQEauMbPGZSw,70
120,Wes Walker,2015-08-26,Jordan Belfort,6qMXubogFdMrvVMJwqATzd,68
121,Lil Uzi Vert,2015-12-18,Top,55Q46o5adtSobImSKrrlqW,68
122,Alessia Cara,2015-11-13,Here,1wYZZtamWTQAoj8B812uKQ,68
123,Five Finger Death Punch,2015-09-04,Jekyll and Hyde,7qjbpdk0IYijcSuSYWlXO6,67
124,Imagine Dragons,2015-10-30,Warriors,1lgN0A2Vki2FTON5PYq42m,70
125,Little Mix,2015-11-06,Black Magic,5y6pj7OeBFF0CVgZKhRbOG,78
126,One Direction,2015-11-13,Drag Me Down,2K87XMYnUMqLcX3zvtAF4G,77
127,Fetty Wap,2015-09-25,Again,3ESSGgWzRf1xvP7G5hHMhB,68
128,Meek Mill,2015-06-29,All Eyes on You (feat. Chris Brown & Nicki Minaj),0hy1SOTEn9ifXTzOwnCwEr,71
129,Steve Lacy,2015-02-15,C U Girl,6FBzhcfgGacfXF3AmtfEaX,69
130,Drake,2015-02-12,Legend,1ID1QFSNNxi0hiZCNcwjUC,71
131,Galantis,2015-06-05,Runaway (U & I),46lFttIf5hnUZMGvjK0Wxo,75
132,Billy Currington,2015-06-02,It Don't Hurt Like It Used To,0iA1unTbTbDOWUSlbwJ1pS,68
133,Jason Derulo,2015-05-29,Want to Want Me,7oGZAicScQt96OAW4AruYy,76
134,Tame Impala,2015-07-17,"New Person, Same Old Mistakes",52ojopYMUzeNcudsoz7O9D,71
135,Future,2015-07-17,F*ck Up Some Commas,49zD0wr2S3d0lZPib0K4e1,70
136,Thomas Rhett,2015-01-01,T-Shirt,1zWZvrk13cL8Sl3VLeG57F,67
137,Twenty One Pilots,2015-05-15,Heavydirtysoul,7i9763l5SSfOnqZ35VOcfy,73
138,A$AP Rocky,2015-05-26,Lord Pretty Flacko Jodye 2 (LPFJ2),1j6kDJttn6wbVyMaM42Nxm,70
139,Renée Elise Goldsberry,2015-09-25,Satisfied,3dP0pLbg9OfVwssDjp9aT0,70
140,Arsenal Efectivo,2015-10-06,Lolo Felix,2JwztiYR35Y8Wvf8rwnQva,69
141,Tame Impala,2015-07-17,Eventually,5M4yti0QxgqJieUYaEXcpw,71
142,Wale,2015-03-31,The Need to Know (feat. SZA),6KacmqPPQ3LNoiGFuqGChs,68
143,Chris Stapleton,2015-05-04,Fire Away,5j4hSQH0KaAc8f6cimnXIT,68
144,Halsey,2015-08-28,Colors,1TnUURhehaoMWKAqQtirm6,73
145,Old Dominion,2015-11-06,Song for Another Time,7px4t7HGiuMUvFkEOpZEwp,68
146,Alessia Cara,2015-11-13,River Of Tears,5NRl32BO29q8xtWFvOlHZE,67
147,Renée Elise Goldsberry,2015-09-25,The Schuyler Sisters,71X7bPDljJHrmEGYCe7kQ8,69
148,Sia,2015-05-01,Elastic Heart,5S9lfZu1YF8xKkgSsqL2Bd,67
149,NF,2015-03-31,Mansion,3nKRYKbGxhzv4BbwlLOcWU,70
150,Lil Uzi Vert,2015-12-18,7AM,4v1P7JCjehbg5TmLQo2mFy,67
151,Tame Impala,2015-07-17,Yes I'm Changing,0xtIp0lgccN85GfGOekS5L,71
152,Troye Sivan,2015-12-04,YOUTH,1cOyWWUr3oXJIxY0AjJEx9,67
153,Coldplay,2015-12-04,Hymn for the Weekend,3RiPr603aXAoi4GHyXx0uy,79
154,Shawn Mendes,2015-04-14,Life Of The Party,14hJ5tc1VCFMWhVn9axRTC,73
155,$uicideBoy$,2015-08-01,My Flaws Burn Through My Skin Like Demonic Flames from Hell,09kvhnq2ONdNo4NRtHBSvv,70
156,Big Sean,2015-02-24,I Know,6rje9f1wRFJDO2iTORw0lH,68
157,Chris Brown,2015-02-24,Ayo,0k6DnZMLoEUH8NGD5zh2SE,74
158,Halsey,2015-08-28,Control,3SKzTIl9mW0DadTys9SFo3,71
159,Colter Wall,2015-06-02,Sleeping on the Blacktop,3Ozx6IrGdoQyAworJzvBDE,68
160,Jonathan Groff,2015-09-25,You'll Be Back,6OG1S805gIrH5nAQbEOPY3,69
161,Avicii,2015-10-02,Waiting For Love,2P4OICZRVAQcYAV2JReRfj,79
162,Fetty Wap,2015-09-25,My Way (feat. Monty),1WoOzgvz6CgH4pX6a1RKGp,68
163,Travis Scott,2015-09-04,3500 (feat. Future & 2 Chainz),1SGt65i9AnXYdDQt1AtDRH,70
164,Major Lazer,2015-11-27,Light It Up - Remix,500mvzh7TRZ0YdnVeHhj8b,70
165,Shinedown,2015-09-18,Cut The Cord,4LFBVDJV0xpayUvquQVzhS,69
166,Luke Bryan,2015-08-07,"Huntin', Fishin' And Lovin' Every Day",0dbzWSYpMcRtwjI1S7Pkql,68
167,OMI,2015-10-16,Cheerleader - Felix Jaehn Remix Radio Edit,023OVLNzXhX0j7CxswUt6D,65
168,Melanie Martinez,2015-08-14,Pity Party,3fo6DYGktjENCiagUeU9yH,71
169,Old Dominion,2015-11-06,Break Up with Him,5ZManJDV3CexO66nRCkdiV,67
170,Little Mix,2015-11-06,Secret Love Song (feat. Jason Derulo),4JIo8RztBbELr2gWJ5OGK6,79
171,Twenty One Pilots,2015-05-15,The Judge,1lguQJjlNrIOoOylYVZN3M,72
172,Selena Gomez,2015-10-09,Good For You,578Eooad7oUyn4stovZiPg,68
173,Twenty One Pilots,2015-05-15,Lane Boy,2P61EK6DMGyVyssLWS4fKy,73
174,Selena Gomez,2015-10-09,Same Old Love,1BZG99C7Co1r6QUC3zaS59,68
175,Lin-Manuel Miranda,2015-09-25,"Aaron Burr, Sir",6dr7ekfhlbquvsVY8D7gyk,69
176,Rainbow Kitten Surprise,2015-04-25,Cocaine Jesus,0ZAbupc7jAQpG9IxojQ3s3,67
177,Kehlani,2015-04-28,The Way (feat. Chance the Rapper),6mzaCRuLTRiz1caGOum3zT,68
178,Fifth Harmony,2015-01-30,Worth It,41Fflg7qHiVOD6dEPvsCzO,76
179,Melanie Martinez,2015-08-14,Mrs. Potato Head,3K1tdhoeE6koNnWgAxEK9Y,71
180,Lauren Daigle,2015-04-14,Trust In You,4908mwb34dqgcaxHeFjitw,68
181,Carrie Underwood,2015-10-23,Church Bells,67citk3uzWs5qbaIVKTeg8,67
182,Quinn XCII,2015-04-28,Another Day in Paradise,4gHSezW5CHZCvjAUjF2pd5,65
183,Phillipa Soo,2015-09-25,Helpless,54Sc7mZQ1RM03STpk4SfaA,68
184,Shawn Mendes,2015-04-14,I Know What You Did Last Summer,2GyA33q5rti5IxkMQemRDH,74
185,Melanie Martinez,2015-08-14,Play Date,4DpNNXFMMxQEKl7r0ykkWA,70
186,gnash,2015-12-25,feelings fade,4jnO4ztskhv3YkqgFnewtD,69
187,One Direction,2015-11-13,Perfect,3NLnwwAQbbFKcEcV8hDItk,75
188,Shinedown,2015-09-18,State Of My Head,1fnULsZuORnAgCFFbM8nTZ,67
189,$uicideBoy$,2015-06-15,$outh $ide $uicide,4VsMart0lkjUtyQnmxloK6,69
190,Future,2015-08-31,March Madness,6hVGw7yVUd2bpdHMPCWrtN,67
191,Luke Bryan,2015-08-07,Kick The Dust Up,5g15o2Sm55Hn9ShK5yEXgp,67
192,Leslie Odom Jr.,2015-09-25,Wait for It,7EqpEBPOohgk7NnKvBGFWo,68
193,Elle King,2015-02-13,Ex's & Oh's,70eDxAyAraNTiD6lx2ZEnH,73
194,Chris Janson,2015-10-30,Buy Me a Boat,2WKLUgklz0VDX5bKTZ3eYD,67
195,Travis Scott,2015-09-04,Oh My Dis Side (feat. Quavo),2rMFawCg4BW65jzbwztXAV,69
196,The Weeknd,2015-08-28,In The Night,25KybV9BOUlvcnv7nN3Pyo,71
197,Lil Dicky,2015-07-31,Professional Rapper (feat. Snoop Dogg),1Ysc1uDZtf430TGavoS1j4,69
198,Calvin Harris,2015-07-17,How Deep Is Your Love,22mek4IiqubGD9ctzxc69s,77
199,One Direction,2015-11-13,History,0HMjXBAZmSYOTTi33WpMso,75
200,Meghan Trainor,2015-01-09,Dear Future Husband,3cU2wBxuV6nFiuf6PJZNlC,72
201,Future,2015-07-17,Where Ya At,5nN8BwAQDJDguq7Dpd3JQQ,67
202,Big Sean,2015-02-24,Blessings,1bzM1cd6oqFozdr4wK6HdR,68
203,Old Dominion,2015-11-06,Snapback,7I5fYc4qKJddht8Ozhqqdx,66
204,Melanie Martinez,2015-08-14,Soap,03f7xZmt2wHCIDJBFPK8G4,70
205,Alessia Cara,2015-11-13,Wild Things,2ZyuwVvV6Z3XJaXIFbspeE,65
206,$uicideBoy$,2015-06-15,Mount Sinai,4owRIrDAJPqNWGf2SGC3H8,69
207,Twenty One Pilots,2015-05-15,We Don't Believe What's on TV,22OqansuvEMQu9W0EfiGTI,71
208,Cavetown,2015-11-09,Devil Town,5BJVxZaNRrqjHwYpGcH3Yq,68
209,Leslie Odom Jr.,2015-09-25,Guns and Ships,7m9XR7FquXLP1FewdAcNS9,67
210,Sara Bareilles,2015-11-06,She Used To Be Mine,2D4BSm5Z8Hq5zYbSgJwEOh,69
211,Sam Smith,2015-11-06,Make It To Me,2uCMaUojwuqr8CRGsLoPa6,70
212,"Tyler, The Creator",2015-04-13,FUCKING YOUNG / PERFECT,46CA1H0T1r7u5lDUtVveAh,67
213,Leslie Odom Jr.,2015-09-25,Non-Stop,7qfoq1JFKBUEIvhqOHzuqX,67
214,Nick Jonas,2015-11-20,Jealous - Remix,5NQJnRpJHRaupdegphntQT,70
215,Travis Scott,2015-09-04,Nightcrawler (feat. Swae Lee & Chief Keef),3xby7fOyqmeON8jsnom0AT,68
216,Coldplay,2015-12-04,Adventure of a Lifetime,69uxyAqqPIsUyTO8txoP2M,76
217,Drake,2015-02-12,Know Yourself,5InOp6q2vvx0fShv3bzFLZ,68
218,Meghan Trainor,2015-10-14,Better When I'm Dancin',5k5fWendNngd89O8JKoE8L,71
219,Breaking Benjamin,2015-06-23,Angels Fall,2D9BrlpeyjXF0vli2dYQ5V,68
220,White Noise Baby Sleep,2015-03-27,"White Noise Sleeping Aid to Help My Baby Fall Asleep, Sleep Through the Night",20GlDz2SYsXF8pzdxguxfe,72
221,Machine Gun Kelly,2015-10-16,Till I Die,7rq7HvZrCie7MmiGm8pUVC,68
222,Brett Eldredge,2015-09-11,Drunk on Your Love,1jNNHFZmRGXZFHlil5uhei,65
223,The Weeknd,2015-08-28,Dark Times,6J7PIkhtHwmFjPLq0SyuPj,69
224,Thomas Rhett,2015-01-01,Crash and Burn,2Fk0WwAqTBesLtKg97nojy,64
225,Ben Rector,2015-08-28,Brand New,3IpG4SvqxHmbZslvDSIIZP,66
226,Bryson Tiller,2015-10-02,Sorry Not Sorry,16bHRxM89ue0TiCKARYbRp,66
227,Melanie Martinez,2015-08-14,Pacify Her,360Wr96ywrCQq4kTAJ8Pq6,70
228,Rain Sounds,2015-06-06,Gentle Rain Fall,14NEgZFbFI38a0TsxaKNoV,68
229,Chris Stapleton,2015-05-04,Traveller,178OI1A3qjROeFeh8lmNwW,66
230,Rae Sremmurd,2015-01-06,Throw Sum Mo,5uqphUYsR45kPYplrYSAQh,67
231,Chase Atlantic,2015-02-21,Friends,2jQiSYrwJehQAcuaaQrXnS,70
232,Phillipa Soo,2015-09-25,Burn,4B3qvzOMzLQXLeYgPsG3KA,67
233,Leon Bridges,2015-06-15,Coming Home,5EA06TsQmqmQXZiEhr1AaM,68
234,Zedd,2015-05-18,Beautiful Now,2ISSQPb9LHHiV6ng2NXosL,72
235,Twenty One Pilots,2015-05-15,Fairly Local,1s9xuJxhYM0LdVqksjegcg,70
236,Rain Sounds,2015-12-14,Sleep Rain,3hs7Lh777aKJugwl0Zq1QF,68
237,Twenty One Pilots,2015-05-15,Polarize,6GmkJJMe9U1tEcrJ3Hq3A1,70
238,The Weeknd,2015-08-28,Tell Your Friends,1mhVXWduD8ReDwusfaHNwU,68
239,Twenty One Pilots,2015-05-15,Message Man,4Oyl6oYSNeeZZP0OAxPVaU,70
240,Halsey,2015-08-28,Castle,16w8ZGVSjI4TlTLV8VimBY,69
241,Three Days Grace,2015-03-27,I Am Machine,2UDumaw7osnyjH7RZ2DLpB,68
242,A$AP Rocky,2015-05-26,Canal St.,0rBMP6VVGRgwnzZCLpijyl,68
243,Ella Eyre,2015-01-12,We Don't Have To Take Our Clothes Off,48wSJ6NhMFYYB6LjdnPNjM,64
244,Kat Dahlia,2015-01-09,I Think I'm In Love,3U1TuSqHIubBA10cVP7Sk6,70
245,Highly Suspect,2015-07-17,Lydia,7yoBjKO6cCnK3zV8gr1k4e,65
246,Cage The Elephant,2015-12-18,Cold Cold Cold,1Q3t9fWvHUXKsMmpD2XpUu,70
247,Lin-Manuel Miranda,2015-09-25,Right Hand Man,3nJYcY9yvKP8Oi2Ml8brXt,67
248,Cam,2015-12-11,Burning House,2zhk0kypGeOPsaaZcjyc14,65
249,NEEDTOBREATHE,2015-02-02,Brother (feat. Gavin DeGraw),62M9yafZsSRzlsphzeJPGo,66
250,Belly,2015-11-20,Might Not,5e9aFSdnkQUrm5y8Dhw0qN,67
251,Chris Young,2015-11-13,Think of You,6W9W8dSswA8KNegvl3W97V,65
252,Matoma,2015-02-17,Old Thing Back (feat. Ja Rule and Ralph Tresvant),6HTJZ0TQJVMSKkUGzAOe2h,71
253,Lin-Manuel Miranda,2015-09-25,The Story of Tonight,0NJWhm3hUwIZSy5s0TGJ8q,67
254,Twenty One Pilots,2015-05-15,Doubt,57yL3161hUMuw06zzzUCHi,69
255,Tame Impala,2015-07-17,The Moment,1UYj8qTWjneZJDVjUMwMub,69
256,Leslie Odom Jr.,2015-09-25,Dear Theodosia,2sEq2rC3ynYsT49x7utWnd,66
257,5 Seconds of Summer,2015-10-23,She's Kinda Hot,5fsQSDifYpjfbCqvZKPVBj,68
258,Brothers Osborne,2015-03-10,Stay A Little Longer,6rqxivjFHp8K0yMiefG56g,65
259,Selena Gomez,2015-10-09,Kill Em With Kindness,1QNoKVgA758HFLu3TW2q7R,67
260,Justin Bieber,2015-11-13,Purpose,2IjyFRCRn8x1bEquOM3vxg,72
261,Nicki Minaj,2015-01-23,Truffle Butter,3keUgTGEoZJt0QkzTB6kHg,66
262,Zac Brown Band,2015-04-28,Loving You Easy,69XcvSymPaTke2Qb6f3W6P,65
263,Brantley Gilbert,2015-01-01,Bottoms Up,477pWnF7WFWb9Qs6g8rs4J,64
264,Shawn Mendes,2015-04-14,A Little Too Much,1T7AiFL9ruKKwlONN35Vh0,70
265,Luke Bryan,2015-08-07,Strip It Down,5XFu5S1vBY7sNHlheCapOz,64
266,Melanie Martinez,2015-08-14,"Tag, You're It",3u1FiuSpfsgVnekEMXgMwJ,69
267,Alina Baraz,2015-05-19,Fantasy,17YuXw2ScwLLL1sUrRKhoW,66
268,NF,2015-03-31,Can You Hold Me,1isXdpzFMO6EIkgdWjV2D8,68
269,Melanie Martinez,2015-08-14,Cake,5H3TCfiw0CQTX1XU7A9TXM,68
270,Tech N9ne,2015-05-04,Hood Go Crazy,0kIHfcHGFGm5xb0dSlKEdp,65
271,Drake,2015-02-12,10 Bands,12d5QFwzh60IIHlsSnAvps,66
272,Five Finger Death Punch,2015-09-04,Wash It All Away,6AKWOVOJ81OQfsgxZbJ6QN,64
273,Canaan Smith,2015-06-23,Love You Like That,2QVzUws1l5mzZ4v46tGHrC,64
274,Eric Church,2015-11-11,Round Here Buzz,52ioLaTnO2J7BWY8UN2n9D,64
275,Duke Dumont,2015-07-31,Ocean Drive,0b6wdul3A5sQNpIOv03OxP,77
276,G-Eazy,2015-12-04,Calm Down,7xq3uN2toVZ8IbNzfTucyJ,68
277,Alesso,2015-05-26,Heroes (we could be),3zU9rdflI65tK4dkkNSp77,73
278,Melanie Martinez,2015-08-14,Cry Baby,052vSBPxqdmYRDlkSPiavc,68
279,Young Thug,2015-04-16,Check,1jk9c0gZI0wbn5GvAj7PBV,67
280,Robin Schulz,2015-09-25,Sugar (feat. Francesco Yates),5tf1VVWniHgryyumXyJM7w,77
281,Disturbed,2015-08-15,The Sound of Silence,0eZBeB2xFIS65jQHerispi,72
