,artist_name,track_name,track_id,popularity
34,G-Eazy,"Me, Myself & I",40YcuQysJ0KlGQTeGUosTC,78
35,Travis Scott,90210 (feat. Kacy Hill),51EC3I1nQXpec4gDk0mQyP,75
36,Fetty Wap,679 (feat. Remy Boyz),5NQbUaeTEOGdD6hHcre0dZ,76
37,Olivia O'Brien,Complicated,0jllH0usRFD4LJkJnGK9Lf,79
38,Kodak Black,No Flockin,34oWbFBfGEElvgO0a5c9V4,72
39,Jeremih,Impatient,3WjyiSbfR74pjWXQ3IaFKJ,75
40,Sam Smith,Lay Me Down,64GRDrL1efgXclrhVCeuA0,78
41,The Weeknd,Often,4PhsKqMdgMEUSstTDAmMpg,76
42,Rae Sremmurd,This Could Be Us,4jTiyLlOJVJj3mCr7yfPQD,75
43,Trey Songz,Slow Motion,4NYwy0R3NdvORX2B6OZXBT,74
44,Cavetown,This Is Home,2TI2fw9FWPeah6N4k1b4NU,75
45,Demi Lovato,Stone Cold,56twMOlq9DJc3EgpVUVIrW,79
46,Shawn Mendes,Stitches,5jsw9uXEGuKyJzs0boZ1bT,75
47,Bryson Tiller,Right My Wrongs,5rgrBsAFYMun6yhtnLKRPz,73
48,Justin Bieber,Sorry,09CtPGIpYB4BrO8qb1RGsF,81
49,Cody Jinks,Loud and Heavy,0SF38KDlXNLJAxbYyOMnCy,71
50,Chris Young,I'm Comin' Over,0H04yVa3DJxoXbLBpAb7iV,71
51,Flo Rida,My House,6Knv6wdA0luoMUuuoYi2i1,77
52,$uicideBoy$,Paris,4irYeuAi87yyGHcI4h9s0x,75
53,The Neighbourhood,Daddy Issues,5E30LdtzQTGqRvNd7l6kG5,78
54,Jeremih,Planez,08zJpaUQVi9FrKv2e32Bah,73
55,Major Lazer,Lean On,1Lim1Py7xBgbAkAys3AGAG,74
56,Halsey,Gasoline,2IO7yf562c1zLzpanal1DT,75
57,Leon Bridges,River,0NeJjNlprGfZpeX2LQuN6c,75
58,Tame Impala,Let It Happen,2X485T9Z5Ly0xyaghN73ed,76
59,Chrishan,Sin City,0zor3Hre5d5bgHGpbZHNw4,74
60,Rae Sremmurd,No Type,4scpF6J5uMBvoh6sFB7EL1,75
61,Lil Dicky,Molly (feat. Brendon Urie of Panic at the Disco),0NBiC3zLXoBQXBjsbnbwJq,72
62,Ocean Waves For Sleep,Rolling Ocean Waves,11Rm75lU5EmETsTR22C0gT,71
63,Sia,Chandelier,2s1sdSqGcKxpPr5lCl7jAV,71
64,Meek Mill,R.I.C.O. (feat. Drake),0Y0TOsE1q11qgbi7c5WZsG,72
65,Twenty One Pilots,Tear in My Heart,3bnVBN67NBEzedqQuWrpP4,75
66,Ruth B.,Lost Boy,4h0zU3O9R5xzuTmNO7dNDU,78
67,George Ezra,Budapest,7q0aQpiLv5tIsupcgQ3Ny4,69
68,Roy Woods,Drama (feat. Drake),0PXp9QxBfSKGGpWUNaws2X,72
69,Houndmouth,Sedona,2kG5litgxXvx6ZRgwO1v7W,69
70,Petit Biscuit,Sunset Lover,0hNduWmlWmEmuwEFcYvRu1,79
71,Chris Stapleton,Parachute,5jROdl6MhcmP3O7h2sVgtw,71
72,Kendrick Lamar,Alright,3iVcZ5G6tvkXZkZKlMpIUs,73
73,Rihanna,Bitch Better Have My Money,0NTMtAO2BV4tnGvw9EgBVq,76
74,Demi Lovato,Confident,0Mn3amMRMoabaoTf1Publ4,76
75,$uicideBoy$,Runnin' Thru The 7th With My Woadies,70nmZhHZLNVYWP4NON41Zw,73
76,Kendrick Lamar,King Kunta,0N3W5peJUQtI4eyR6GJT5O,75
77,Tim McGraw,Humble And Kind,4Pn0JlCUusD2QHjADuOzuV,70
78,Cage The Elephant,Trouble,5n0CTysih20NYdT2S0Wpe8,73
79,NF,Paralyzed,5DHQKZCOZhGNTbYBCekWx0,75
80,Drake,Jungle,7JXZq0JgG2zTrSOAgY8VMC,71
81,Jeremih,Don't Tell 'Em,0Dc7J9VPV4eOInoxUiZrsL,74
82,Maroon 5,Maps,4gbVRS8gloEluzf0GzDOFc,77
83,Snakehips,All My Friends (feat. Tinashe & Chance the Rapper),6TaqooOXAEcijL6G1AWS2K,75
84,Justin Bieber,What Do You Mean?,4B0JvthVoAAuygILe3n4Bs,79
85,Vince Staples,Norf Norf,4uQ7wYsuL0DryknoDc11Hk,71
86,The Weeknd,Earned It (Fifty Shades Of Grey),4frLb7nWtsz2ymBE6k2GRP,71
87,Daniel Caesar,Streetcar,7Cu2COdH93MnuireuKNiS3,72
88,A$AP Rocky,Everyday,2N3U8uTYhjX2KwGT0pf5x0,75
89,Donnie Trumpet & The Social Experiment,Sunday Candy,6fTdcGsjxlAD9PSkoPaLMX,70
90,Fall Out Boy,Immortals,3Te8uLyit6X3ncNW8Fp3K2,75
91,X Ambassadors,Renegades,0fYVliAYKHuPmECRs1pbRf,75
92,Eric Church,Record Year,5fSPbm5lcwtqwXkeQQswW8,69
93,Leslie Odom Jr.,Alexander Hamilton,4TTV7EcfroSLWzXRY6gLv6,71
94,Disturbed,The Sound of Silence,1Cj2vqUwlJVG27gJrun92y,75
95,Amber Run,I Found,5zT5cMnMKoyruPj13TQXGx,74
96,G-Eazy,Some Kind Of Drug,1Bqxj0aH5KewYHKUg1IdrF,71
97,Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",2l8w0zZVn4AZNuzrht7MRT,68
98,The Weeknd,Acquainted,7uJH0YdSZL6psjxI6Xy08b,72
99,Jack Ü,Where Are Ü Now (with Justin Bieber),66hayvUbTotekKU3H4ta1f,76
100,Ruth B.,Superficial Love,5hwh37sTi84MVhCBMWzhGE,74
101,The Revivalists,Wish I Knew You,2EWpa5XnAuSn0sIkSSIhYk,70
102,Andra Day,Rise Up,0tV8pOpiNsKqUys0ilUcXz,75
103,The Chainsmokers,Roses,3vv9phIu6Y1vX3jcqaGz5Z,74
104,Zac Brown Band,Homegrown,1qwnPVOIJjAFfCc40Etb1D,69
105,Beach House,Space Song,0hNhlwnzMLzZSlKGDCuHOo,68
106,Joel Adams,Please Don't Go,3cNjgVBKTJ1SvKhunrCdVy,78
107,blackbear,Weak When Ur Around,3UWkbO4emEOu9YUeOGq3vU,72
108,Selena Gomez,Hands To Myself,1LoriJC05IrHIDwj3q0KC1,70
109,Melanie Martinez,Mad Hatter,5gWtkdgdyt5bZt9i6n3Kqd,72
110,Alan Walker,Faded,7gHs73wELdeycvS48JfIos,78
111,Lil Dicky,$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),6AoYWCzsDls6c61Zp5qTuU,71
112,Drake,Back To Back,5lFDtgWsjRJu8fPOAyJIAK,71
113,Drake,Energy,79XrkTOfV1AqySNjVlygpW,72
114,Pia Mia,Do It Again,72Bz4ciRZPBcVSw0nrZDHi,76
115,Melanie Martinez,Dollhouse,6wNeKPXF0RDKyvfKfri5hf,73
116,Fall Out Boy,Uma Thurman,5PUawWFG1oIS2NwEcyHaCr,71
117,Maroon 5,Animals,2bL2gyO6kBdLkNSkxXNh6x,76
118,Lin-Manuel Miranda,My Shot,4cxvludVmQxryrnx1m9FqL,70
119,Travis Scott,Maria I'm Drunk (feat. Justin Bieber & Young Thug),6Yqmv7XJLCrQEauMbPGZSw,70
120,Wes Walker,Jordan Belfort,6qMXubogFdMrvVMJwqATzd,68
121,Lil Uzi Vert,Top,55Q46o5adtSobImSKrrlqW,68
122,Alessia Cara,Here,1wYZZtamWTQAoj8B812uKQ,68
123,Five Finger Death Punch,Jekyll and Hyde,7qjbpdk0IYijcSuSYWlXO6,67
124,Imagine Dragons,Warriors,1lgN0A2Vki2FTON5PYq42m,70
125,Little Mix,Black Magic,5y6pj7OeBFF0CVgZKhRbOG,78
126,One Direction,Drag Me Down,2K87XMYnUMqLcX3zvtAF4G,77
127,Fetty Wap,Again,3ESSGgWzRf1xvP7G5hHMhB,68
128,Meek Mill,All Eyes on You (feat. Chris Brown & Nicki Minaj),0hy1SOTEn9ifXTzOwnCwEr,71
129,Steve Lacy,C U Girl,6FBzhcfgGacfXF3AmtfEaX,69
130,Drake,Legend,1ID1QFSNNxi0hiZCNcwjUC,71
131,Galantis,Runaway (U & I),46lFttIf5hnUZMGvjK0Wxo,75
132,Billy Currington,It Don't Hurt Like It Used To,0iA1unTbTbDOWUSlbwJ1pS,68
133,Jason Derulo,Want to Want Me,7oGZAicScQt96OAW4AruYy,76
134,Tame Impala,"New Person, Same Old Mistakes",52ojopYMUzeNcudsoz7O9D,71
135,Future,F*ck Up Some Commas,49zD0wr2S3d0lZPib0K4e1,70
136,Thomas Rhett,T-Shirt,1zWZvrk13cL8Sl3VLeG57F,67
137,Twenty One Pilots,Heavydirtysoul,7i9763l5SSfOnqZ35VOcfy,73
138,A$AP Rocky,Lord Pretty Flacko Jodye 2 (LPFJ2),1j6kDJttn6wbVyMaM42Nxm,70
139,Renée Elise Goldsberry,Satisfied,3dP0pLbg9OfVwssDjp9aT0,70
140,Arsenal Efectivo,Lolo Felix,2JwztiYR35Y8Wvf8rwnQva,69
141,Tame Impala,Eventually,5M4yti0QxgqJieUYaEXcpw,71
142,Wale,The Need to Know (feat. SZA),6KacmqPPQ3LNoiGFuqGChs,68
143,Chris Stapleton,Fire Away,5j4hSQH0KaAc8f6cimnXIT,68
144,Halsey,Colors,1TnUURhehaoMWKAqQtirm6,73
145,Old Dominion,Song for Another Time,7px4t7HGiuMUvFkEOpZEwp,68
146,Alessia Cara,River Of Tears,5NRl32BO29q8xtWFvOlHZE,67
147,Renée Elise Goldsberry,The Schuyler Sisters,71X7bPDljJHrmEGYCe7kQ8,69
148,Sia,Elastic Heart,5S9lfZu1YF8xKkgSsqL2Bd,67
149,NF,Mansion,3nKRYKbGxhzv4BbwlLOcWU,70
150,Lil Uzi Vert,7AM,4v1P7JCjehbg5TmLQo2mFy,67
151,Tame Impala,Yes I'm Changing,0xtIp0lgccN85GfGOekS5L,71
152,Troye Sivan,YOUTH,1cOyWWUr3oXJIxY0AjJEx9,67
153,Coldplay,Hymn for the Weekend,3RiPr603aXAoi4GHyXx0uy,79
154,Shawn Mendes,Life Of The Party,14hJ5tc1VCFMWhVn9axRTC,73
155,$uicideBoy$,My Flaws Burn Through My Skin Like Demonic Flames from Hell,09kvhnq2ONdNo4NRtHBSvv,70
156,Big Sean,I Know,6rje9f1wRFJDO2iTORw0lH,68
157,Chris Brown,Ayo,0k6DnZMLoEUH8NGD5zh2SE,74
158,Halsey,Control,3SKzTIl9mW0DadTys9SFo3,71
159,Colter Wall,Sleeping on the Blacktop,3Ozx6IrGdoQyAworJzvBDE,68
160,Jonathan Groff,You'll Be Back,6OG1S805gIrH5nAQbEOPY3,69
161,Avicii,Waiting For Love,2P4OICZRVAQcYAV2JReRfj,79
162,Fetty Wap,My Way (feat. Monty),1WoOzgvz6CgH4pX6a1RKGp,68
163,Travis Scott,3500 (feat. Future & 2 Chainz),1SGt65i9AnXYdDQt1AtDRH,70
164,Major Lazer,Light It Up - Remix,500mvzh7TRZ0YdnVeHhj8b,70
165,Shinedown,Cut The Cord,4LFBVDJV0xpayUvquQVzhS,69
166,Luke Bryan,"Huntin', Fishin' And Lovin' Every Day",0dbzWSYpMcRtwjI1S7Pkql,68
167,OMI,Cheerleader - Felix Jaehn Remix Radio Edit,023OVLNzXhX0j7CxswUt6D,65
168,Melanie Martinez,Pity Party,3fo6DYGktjENCiagUeU9yH,71
169,Old Dominion,Break Up with Him,5ZManJDV3CexO66nRCkdiV,67
170,Little Mix,Secret Love Song (feat. Jason Derulo),4JIo8RztBbELr2gWJ5OGK6,79
171,Twenty One Pilots,The Judge,1lguQJjlNrIOoOylYVZN3M,72
172,Selena Gomez,Good For You,578Eooad7oUyn4stovZiPg,68
173,Twenty One Pilots,Lane Boy,2P61EK6DMGyVyssLWS4fKy,73
174,Selena Gomez,Same Old Love,1BZG99C7Co1r6QUC3zaS59,68
175,Lin-Manuel Miranda,"Aaron Burr, Sir",6dr7ekfhlbquvsVY8D7gyk,69
176,Rainbow Kitten Surprise,Cocaine Jesus,0ZAbupc7jAQpG9IxojQ3s3,67
177,Kehlani,The Way (feat. Chance the Rapper),6mzaCRuLTRiz1caGOum3zT,68
178,Fifth Harmony,Worth It,41Fflg7qHiVOD6dEPvsCzO,76
179,Melanie Martinez,Mrs. Potato Head,3K1tdhoeE6koNnWgAxEK9Y,71
180,Lauren Daigle,Trust In You,4908mwb34dqgcaxHeFjitw,68
181,Carrie Underwood,Church Bells,67citk3uzWs5qbaIVKTeg8,67
182,Quinn XCII,Another Day in Paradise,4gHSezW5CHZCvjAUjF2pd5,65
183,Phillipa Soo,Helpless,54Sc7mZQ1RM03STpk4SfaA,68
184,Shawn Mendes,I Know What You Did Last Summer,2GyA33q5rti5IxkMQemRDH,74
185,Melanie Martinez,Play Date,4DpNNXFMMxQEKl7r0ykkWA,70
186,gnash,feelings fade,4jnO4ztskhv3YkqgFnewtD,69
187,One Direction,Perfect,3NLnwwAQbbFKcEcV8hDItk,75
188,Shinedown,State Of My Head,1fnULsZuORnAgCFFbM8nTZ,67
189,$uicideBoy$,$outh $ide $uicide,4VsMart0lkjUtyQnmxloK6,69
190,Future,March Madness,6hVGw7yVUd2bpdHMPCWrtN,67
191,Luke Bryan,Kick The Dust Up,5g15o2Sm55Hn9ShK5yEXgp,67
192,Leslie Odom Jr.,Wait for It,7EqpEBPOohgk7NnKvBGFWo,68
193,Elle King,Ex's & Oh's,70eDxAyAraNTiD6lx2ZEnH,73
194,Chris Janson,Buy Me a Boat,2WKLUgklz0VDX5bKTZ3eYD,67
195,Travis Scott,Oh My Dis Side (feat. Quavo),2rMFawCg4BW65jzbwztXAV,69
196,The Weeknd,In The Night,25KybV9BOUlvcnv7nN3Pyo,71
197,Lil Dicky,Professional Rapper (feat. Snoop Dogg),1Ysc1uDZtf430TGavoS1j4,69
198,Calvin Harris,How Deep Is Your Love,22mek4IiqubGD9ctzxc69s,77
199,One Direction,History,0HMjXBAZmSYOTTi33WpMso,75
200,Meghan Trainor,Dear Future Husband,3cU2wBxuV6nFiuf6PJZNlC,72
201,Future,Where Ya At,5nN8BwAQDJDguq7Dpd3JQQ,67
202,Big Sean,Blessings,1bzM1cd6oqFozdr4wK6HdR,68
203,Old Dominion,Snapback,7I5fYc4qKJddht8Ozhqqdx,66
204,Melanie Martinez,Soap,03f7xZmt2wHCIDJBFPK8G4,70
205,Alessia Cara,Wild Things,2ZyuwVvV6Z3XJaXIFbspeE,65
206,$uicideBoy$,Mount Sinai,4owRIrDAJPqNWGf2SGC3H8,69
207,Twenty One Pilots,We Don't Believe What's on TV,22OqansuvEMQu9W0EfiGTI,71
208,Cavetown,Devil Town,5BJVxZaNRrqjHwYpGcH3Yq,68
209,Leslie Odom Jr.,Guns and Ships,7m9XR7FquXLP1FewdAcNS9,67
210,Sara Bareilles,She Used To Be Mine,2D4BSm5Z8Hq5zYbSgJwEOh,69
211,Sam Smith,Make It To Me,2uCMaUojwuqr8CRGsLoPa6,70
212,"Tyler, The Creator",FUCKING YOUNG / PERFECT,46CA1H0T1r7u5lDUtVveAh,67
213,Leslie Odom Jr.,Non-Stop,7qfoq1JFKBUEIvhqOHzuqX,67
214,Nick Jonas,Jealous - Remix,5NQJnRpJHRaupdegphntQT,70
215,Travis Scott,Nightcrawler (feat. Swae Lee & Chief Keef),3xby7fOyqmeON8jsnom0AT,68
216,Coldplay,Adventure of a Lifetime,69uxyAqqPIsUyTO8txoP2M,76
217,Drake,Know Yourself,5InOp6q2vvx0fShv3bzFLZ,68
218,Meghan Trainor,Better When I'm Dancin',5k5fWendNngd89O8JKoE8L,71
219,Breaking Benjamin,Angels Fall,2D9BrlpeyjXF0vli2dYQ5V,68
220,White Noise Baby Sleep,"White Noise Sleeping Aid to Help My Baby Fall Asleep, Sleep Through the Night",20GlDz2SYsXF8pzdxguxfe,72
221,Machine Gun Kelly,Till I Die,7rq7HvZrCie7MmiGm8pUVC,68
222,Brett Eldredge,Drunk on Your Love,1jNNHFZmRGXZFHlil5uhei,65
223,The Weeknd,Dark Times,6J7PIkhtHwmFjPLq0SyuPj,69
224,Thomas Rhett,Crash and Burn,2Fk0WwAqTBesLtKg97nojy,64
225,Ben Rector,Brand New,3IpG4SvqxHmbZslvDSIIZP,66
226,Bryson Tiller,Sorry Not Sorry,16bHRxM89ue0TiCKARYbRp,66
227,Melanie Martinez,Pacify Her,360Wr96ywrCQq4kTAJ8Pq6,70
228,Rain Sounds,Gentle Rain Fall,14NEgZFbFI38a0TsxaKNoV,68
229,Chris Stapleton,Traveller,178OI1A3qjROeFeh8lmNwW,66
230,Rae Sremmurd,Throw Sum Mo,5uqphUYsR45kPYplrYSAQh,67
231,Chase Atlantic,Friends,2jQiSYrwJehQAcuaaQrXnS,70
232,Phillipa Soo,Burn,4B3qvzOMzLQXLeYgPsG3KA,67
233,Leon Bridges,Coming Home,5EA06TsQmqmQXZiEhr1AaM,68
234,Zedd,Beautiful Now,2ISSQPb9LHHiV6ng2NXosL,72
235,Twenty One Pilots,Fairly Local,1s9xuJxhYM0LdVqksjegcg,70
236,Rain Sounds,Sleep Rain,3hs7Lh777aKJugwl0Zq1QF,68
237,Twenty One Pilots,Polarize,6GmkJJMe9U1tEcrJ3Hq3A1,70
238,The Weeknd,Tell Your Friends,1mhVXWduD8ReDwusfaHNwU,68
239,Twenty One Pilots,Message Man,4Oyl6oYSNeeZZP0OAxPVaU,70
240,Halsey,Castle,16w8ZGVSjI4TlTLV8VimBY,69
241,Three Days Grace,I Am Machine,2UDumaw7osnyjH7RZ2DLpB,68
242,A$AP Rocky,Canal St.,0rBMP6VVGRgwnzZCLpijyl,68
243,Ella Eyre,We Don't Have To Take Our Clothes Off,48wSJ6NhMFYYB6LjdnPNjM,64
244,Kat Dahlia,I Think I'm In Love,3U1TuSqHIubBA10cVP7Sk6,70
245,Highly Suspect,Lydia,7yoBjKO6cCnK3zV8gr1k4e,65
246,Cage The Elephant,Cold Cold Cold,1Q3t9fWvHUXKsMmpD2XpUu,70
247,Lin-Manuel Miranda,Right Hand Man,3nJYcY9yvKP8Oi2Ml8brXt,67
248,Cam,Burning House,2zhk0kypGeOPsaaZcjyc14,65
249,NEEDTOBREATHE,Brother (feat. Gavin DeGraw),62M9yafZsSRzlsphzeJPGo,66
250,Belly,Might Not,5e9aFSdnkQUrm5y8Dhw0qN,67
251,Chris Young,Think of You,6W9W8dSswA8KNegvl3W97V,65
252,Matoma,Old Thing Back (feat. Ja Rule and Ralph Tresvant),6HTJZ0TQJVMSKkUGzAOe2h,71
253,Lin-Manuel Miranda,The Story of Tonight,0NJWhm3hUwIZSy5s0TGJ8q,67
254,Twenty One Pilots,Doubt,57yL3161hUMuw06zzzUCHi,69
255,Tame Impala,The Moment,1UYj8qTWjneZJDVjUMwMub,69
256,Leslie Odom Jr.,Dear Theodosia,2sEq2rC3ynYsT49x7utWnd,66
257,5 Seconds of Summer,She's Kinda Hot,5fsQSDifYpjfbCqvZKPVBj,68
258,Brothers Osborne,Stay A Little Longer,6rqxivjFHp8K0yMiefG56g,65
259,Selena Gomez,Kill Em With Kindness,1QNoKVgA758HFLu3TW2q7R,67
260,Justin Bieber,Purpose,2IjyFRCRn8x1bEquOM3vxg,72
261,Nicki Minaj,Truffle Butter,3keUgTGEoZJt0QkzTB6kHg,66
262,Zac Brown Band,Loving You Easy,69XcvSymPaTke2Qb6f3W6P,65
263,Brantley Gilbert,Bottoms Up,477pWnF7WFWb9Qs6g8rs4J,64
264,Shawn Mendes,A Little Too Much,1T7AiFL9ruKKwlONN35Vh0,70
265,Luke Bryan,Strip It Down,5XFu5S1vBY7sNHlheCapOz,64
266,Melanie Martinez,"Tag, You're It",3u1FiuSpfsgVnekEMXgMwJ,69
267,Alina Baraz,Fantasy,17YuXw2ScwLLL1sUrRKhoW,66
268,NF,Can You Hold Me,1isXdpzFMO6EIkgdWjV2D8,68
269,Melanie Martinez,Cake,5H3TCfiw0CQTX1XU7A9TXM,68
270,Tech N9ne,Hood Go Crazy,0kIHfcHGFGm5xb0dSlKEdp,65
271,Drake,10 Bands,12d5QFwzh60IIHlsSnAvps,66
272,Five Finger Death Punch,Wash It All Away,6AKWOVOJ81OQfsgxZbJ6QN,64
273,Canaan Smith,Love You Like That,2QVzUws1l5mzZ4v46tGHrC,64
274,Eric Church,Round Here Buzz,52ioLaTnO2J7BWY8UN2n9D,64
275,Duke Dumont,Ocean Drive,0b6wdul3A5sQNpIOv03OxP,77
276,G-Eazy,Calm Down,7xq3uN2toVZ8IbNzfTucyJ,68
277,Alesso,Heroes (we could be),3zU9rdflI65tK4dkkNSp77,73
278,Melanie Martinez,Cry Baby,052vSBPxqdmYRDlkSPiavc,68
279,Young Thug,Check,1jk9c0gZI0wbn5GvAj7PBV,67
280,Robin Schulz,Sugar (feat. Francesco Yates),5tf1VVWniHgryyumXyJM7w,77
281,Disturbed,The Sound of Silence,0eZBeB2xFIS65jQHerispi,72
282,Sleep Baby Sleep,Beach Waves and Soothing Brown Noise,0tIkLggEJ9QriD7KFz1GGA,64
283,$uicideBoy$,LTE,0kCfKToIFZFQQAaSQHcjRL,68
284,Thayne Jasperson,Farmer Refuted,2G9lekfCh83S0lt2yfffBz,66
285,Kelsea Ballerini,Peter Pan,2wqXQjOmQ9KoBm9Ssgt4Fo,64
286,Original Broadway Cast of Hamilton,Yorktown (The World Turned Upside Down),733tju3KUeatsbjcTRQ04i,66
287,Machine Gun Kelly,Bad Mother F*cker,2kjPvFgVIGki2BRlOHvQQr,66
288,Mac Miller,ROS,388jD8ko9cvFM9cd9TYDrl,65
289,Pentatonix,"Mary, Did You Know?",4z8sz6E4YyFuEkv5o7IJni,66
290,Demi Lovato,Cool for the Summer,2zFF6jG5hQArbzcXz3KUWk,71
291,Young Thug,Best Friend,33JcUj9qQDayKswunZP9ar,66
292,Denzel Curry,Ultimate,6R0GRYk2vs2XuBVemYK5YZ,69
293,A$AP Ferg,New Level,11BIoKDpTJHX5mZt6p566h,66
294,Shawn Mendes,Imagination,21TcDbGosp7w9YhTjOszgA,74
295,Charlie Puth,Marvin Gaye,6ukMqDxnOPOgoHdak7Kyp3,72
296,Jai Wolf,Indian Summer,42nkVBjWYVhiijbof5zySm,64
297,Leslie Odom Jr.,The Room Where It Happens,2TK2KSrzXD6W01qjXVjNGh,66
298,Nathaniel Rateliff & The Night Sweats,S.O.B.,1hWQvA6oGVJ2mAVsZ59AaV,67
299,Kid Ink,Promise (feat. Fetty Wap),5IZc3KIVFhjzJ0L2kiXzUl,68
300,Arsenal Efectivo,Vida Peligrosa,4UdC2swdiEBCsP5mLyESWG,64
301,Mac Miller,100 Grandkids,4z0PnuB07fxtVZZRWsCfxb,65
302,Chris Stapleton,Nobody To Blame,4WRRCuJYRq7gUKiupxVH9W,64
303,BØRNS,"10,000 Emerald Pools",2pA4ip3VIEVcIa3qE02oAX,65
304,Kodak Black,Institution,2G6PeWL4JanUge47LNdFtJ,63
305,Kelly Clarkson,Heartbeat Song,7FC9Lng8iXU081lbigu8m8,69
306,Sam Smith,Latch - Acoustic,5vUNRJsvEOUsz4sbKkJpFr,71
307,Morgan Wallen,Spin You Around,1yj1ZztSGITJ5Nf4mfH92c,63
308,Justin Bieber,Company,61uyGDPJ06MkxJtHgPmuyO,72
309,One Direction,If I Could Fly,5CRVwXGikmqzoRO6q7FeAg,70
310,Leslie Odom Jr.,A Winter's Ball,2yBMVrq96wb9OHbMdBs0lF,65
311,Billy Currington,Don't It,4iLPK8QnOvqm0Azbsk2GDn,64
312,Tame Impala,'Cause I'm A Man,2O99aywAVBhaPrsiJ6zbSS,68
313,Action Bronson,Baby Blue (feat. Chance the Rapper),7gDwRzJhLs0fFHaGtMDJVM,65
314,Nelly,The Fix,33QRsLBBdWDYgCZfWEZqR6,67
315,Melanie Martinez,Carousel,5nHTLEJ10zaqdnKqLriah4,67
316,Cody Jinks,Mamma Song,0v1U24PRkaqgPRq96mDE8k,62
317,Three Days Grace,Painkiller,6OMO6WdRhSfjMPAiPT94wH,68
318,Melanie Martinez,Sippy Cup,2e4jB31WcGsxKL1ByqdZCq,67
319,Sheppard,Geronimo,19cL3SOKpwnwoKkII7U3Wh,63
320,Shawn Mendes,Never Be Alone,4LWIp8HAFxpfg37mnxHqCS,67
321,A$AP Rocky,Excuse Me,3I8MbKRkS2IBDuslhCS3iT,65
322,Twenty One Pilots,Hometown,40sRwFjfrRnaTdYPJIg4CP,69
323,One Direction,Olivia,5dONhl6aXFuN86UBdayF6W,68
324,Lil Dicky,Lemme Freak,0egGmGkZ8maYdEYo4RrVsZ,64
325,Bea Miller,Fire N Gold,7xAdO0zdl7lGf0ecg4IGhQ,62
326,Twenty One Pilots,Goner,5P3yUXUC9rZPJPNmYGKEAz,69
327,Yo Gotti,Fuck You (feat. Meek Mill),15JDhPEDnXD0mJaZnTfKvl,63
328,BØRNS,American Money,4AewKenHXKBt643p473xCk,66
