,artist_name,release_date,track_name,track_id,popularity
85,Regard,2019-07-26,Ride It,2tnVG71enUj33Ic2nFN6kZ,95
86,Ariana Grande,2019-02-08,7 rings,6ocbgoVGwYJhOv1GgI9NsF,90
87,Dua Lipa,2019-10-31,Don't Start Now,6WrI0LAC5M1Rw2MnX2ZvEg,92
88,J Balvin,2019-06-28,LA CANCIÓN,0fea68AdmYNygeTGI4RC18,93
89,Saweetie,2019-03-29,My Type,5KBARWIxeMGkvUax9VtVC9,84
90,Megan Thee Stallion,2019-05-17,Cash Shit (feat. DaBaby),2rMAtCaTj16NptyVfEIeAC,82
91,Niall Horan,2019-10-04,Nice To Meet Ya,3cphb8kdsjElYR7r5icK3H,89
92,Mustard,2019-06-28,Pure Water (with Migos),3j84U36KvLeXNDPv4t5pI8,85
93,Tones and I,2019-08-29,Dance Monkey,5ZULALImTm80tzUbYQYM9d,97
94,Kanye West,2019-10-25,Water,454Epa1vrCGFddHXKyC1kb,85
95,21 Savage,2019-10-31,Immortal,4IO8X9W69dIQe0EC5ALXhq,83
96,Kanye West,2019-10-25,Every Hour,1WnqWQcWcuQbVzgE7ecfCY,85
97,Summer Walker,2019-10-04,Playing Games (with Bryson Tiller) - Extended Version,2xyx0o4xNOLLjBSbOOdcbA,85
98,Anuel AA,2019-07-19,China,2ksOAxtIxY8yElEWw8RhgK,96
99,YoungBoy Never Broke Again,2019-10-11,Self Control,4vSoyDfL0uZyUoWu5NNNsQ,81
100,Gunna,2019-02-22,Baby Birkin,0BOmhToQ03yOdpzYKMEnAg,82
101,Lil Tecca,2019-08-30,Love Me,4e0FYxSROat25pH16zMTZI,85
102,Camila Cabello,2019-10-11,Easy,46D0hYb1B7qiU33VtXt21W,87
103,Khalid,2019-04-05,Talk (feat. Disclosure),6TqXcAFInzjp0bODyvrWEq,85
104,Post Malone,2019-09-06,A Thousand Bad Times,2J0NXdHr6MYvKDSxB7k3V2,85
105,Diplo,2019-09-27,Lonely (with Jonas Brothers),4fwo6czG5nvOQMzhOto1ya,88
106,Lauv,2019-09-19,Feelings,0y675KDleCZEudjoeL1sQQ,88
107,Kanye West,2019-10-25,Hands On,7r6aR2f57resC5r93LwMfK,84
108,Lewis Capaldi,2019-05-17,Bruises,4Of7rzpRpV1mWRbhp5rAqG,88
109,Ariana Grande,2019-02-08,"thank u, next",3e9HZxeyfWwjeyPAMmWSSQ,88
110,Ed Sheeran,2019-05-10,I Don't Care (with Justin Bieber),3HVWdVOQ0ZA45FuZGSfvns,93
111,DaBaby,2019-09-27,TOES (feat. Lil Baby & Moneybagg Yo),2FvD20Z8aoWIePi7PoN8sG,81
112,DaBaby,2019-09-27,RAW SHIT (feat. Migos),1CCDIow4pPYyJYzhtTUYz2,82
113,DaBaby,2019-03-01,Goin Baby,3WyRgi8CzQnhzO0xw79tTS,82
114,Bazzi,2019-08-09,Paradise,0Rx0DJI556Ix5gBny6EWmn,85
115,DaBaby,2019-03-01,Baby Sitter (feat. Offset),7f1zjZG77S891Uv4O68yfk,82
116,Billie Eilish,2019-03-29,bury a friend,4SSnFejRGlZikf02HLewEF,87
117,Lauv,2019-08-02,"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",322tcqPhma7F6hfCeLisx0,90
118,Summer Walker,2019-10-04,Come Thru (with Usher),3TTMUI5dFcbeNSDTTDY9M8,83
119,Lil Skies,2019-03-01,I,4ZT9FnbFu1PaBfV3itxiqT,82
120,French Montana,2019-09-27,Writing on the Wall (feat. Post Malone & Cardi B),7x9nXsowok1JszkVztI5NI,87
121,Drake,2019-09-13,Behind Barz - Bonus,5r7WvQtyPfy1xch5zMgGRp,84
122,Sam Smith,2019-01-11,Dancing With A Stranger (with Normani),6Qs4SXO9dwPj5GKvVOv8Ki,89
123,BTS,2019-10-18,Make It Right (feat. Lauv),314ZkcV7oLWG8yWE7LABvH,89
124,NAV,2019-03-26,Tap (feat. Meek Mill),5rU6kDNXZLXIinFezpbWbO,82
125,Billie Eilish,2019-03-29,i love you,6CcJMwBtXByIz4zQLzFkKc,86
126,Kygo,2019-06-28,Higher Love,6oJ6le65B3SEqPwMRNXWjY,91
127,Major Lazer,2019-10-24,Trigger,0Z26mbSHJ1dkUu7g9DDgif,87
128,Roddy Ricch,2019-10-25,Start Wit Me (feat. Gunna),5ravc2aiNoYmu9m37diYXW,81
129,Luke Combs,2019-06-07,Beer Never Broke My Heart,7nfmK6oHPDlAd68A11d7AN,81
130,Post Malone,2019-09-06,I'm Gonna Be,1ckLp8lCl8LipXI0ypX72m,83
131,Quality Control,2019-08-16,Baby (Lil Baby feat. DaBaby),5MPPttjfGap2C6j6eKcO6J,81
132,Post Malone,2019-09-06,Allergic,1YscJ7yVTlFxW3eF6pv5ba,83
133,Jonas Brothers,2019-06-07,Only Human,0DiDStADDVh3SvAsoJAFMk,88
134,Taylor Swift,2019-08-23,ME! (feat. Brendon Urie of Panic! At The Disco),2Rk4JlNc2TPmZe2af99d45,87
135,Shawn Mendes,2019-05-03,If I Can't Have You,6LsAAHotRLMOHfCsSfYCsz,88
136,Kanye West,2019-10-25,Jesus Is Lord,7sBgFMWqDWQgrsNSpIBoe8,82
137,Noah Cyrus,2019-07-31,July,5a6pdCHlWS2ekOOQ70QnAr,85
138,Taylor Swift,2019-08-23,I Forgot That You Existed,43rA71bccXFGD4C8GOpIlN,83
139,Dreamville,2019-07-05,"Costa Rica (with Bas & JID feat. Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)",5WnfnSpuNEGXyEt78PBA6d,81
140,The Chainsmokers,2019-07-24,Call You Mine,1SNiXDwSilLujcYdvfqVpT,87
141,Doja Cat,2019-08-15,Juicy,7qvsl2pYzrsYgPeFBN5jxp,82
142,Post Malone,2019-09-06,Staring At The Sun (feat. SZA),5KE9b4x7Zj2A8XtbkqhqTe,83
143,Dreamville,2019-07-05,Under The Sun (with J. Cole & Lute feat. DaBaby),6MF4tRr5lU8qok8IKaFOBE,81
144,YoungBoy Never Broke Again,2019-10-11,Hot Now,3eeyKNIBrt5TH4y0y3QkOu,79
145,Billie Eilish,2019-03-29,wish you were gay,3Fj47GNK2kUF0uaEDgXLaD,86
146,Lizzo,2019-04-19,Juice,0k664IuFwVP557Gnx7RhIl,83
147,YNW Melly,2019-01-18,Mixed Personalities (feat. Kanye West),6vWEAOUSxohKxhp0K1BsxL,82
148,A Boogie Wit da Hoodie,2019-09-13,Mood Swings,2xE16muNCmhZwSOv3i1d1H,81
149,5 Seconds of Summer,2019-08-21,Teeth,1JRK7srBWUtAW7dPabKBwJ,87
150,Katy Perry,2019-05-31,Never Really Over,5PYQUBXc7NYeI1obMKSJK0,88
151,Miley Cyrus,2019-08-16,Slide Away,44ADyYoY5liaRa3EOAl4uf,87
152,Jonas Brothers,2019-03-01,Sucker,4y3OI86AEP6PQoDE6olYhO,87
153,Ariana Grande,2019-02-08,"break up with your girlfriend, i'm bored",4kV4N9D1iKVxx1KLvtTpjS,86
154,Blueface,2019-08-09,Daddy (feat. Rich The Kid),4hanO6Du5J7QEguNHYZHmw,82
155,Frank Ocean,2019-10-19,DHL,2INhKpUdzh7v0j041gZNsz,82
156,Maren Morris,2019-03-08,The Bones,3npzogdOEiVsieXmmhBepL,81
157,Taylor Swift,2019-08-23,The Man,3RauEVgRgj1IuWdJ9fDs70,84
158,benny blanco,2019-08-30,Graduation (with Juice WRLD),6cjSh516BbrNUs213jDAGm,82
159,Tainy,2019-08-22,Adicto (with Anuel AA & Ozuna),3jbT1Y5MoPwEIpZndDDwVq,93
160,Taylor Swift,2019-08-23,Cruel Summer,1BxfuPKGuaTgP7aM0Bbdwr,83
161,Young Thug,2019-08-16,The London (feat. J. Cole & Travis Scott),3s4mrPrEFFPF0LmAfutW0n,83
162,Russ,2019-10-18,BEST ON EARTH (feat. BIA),2Xo3rLHjXfdb4avN68aQyi,82
163,Ambjaay,2019-05-10,Uno,3AEgic4yp82NxMWUjHtxnO,80
164,Billie Eilish,2019-03-29,you should see me in a crown,3XF5xLJHOQQRbWya6hBp7d,85
165,Jeremy Zucker,2019-05-03,you were good to me,4CxFN5zON70B3VOPBYbd6P,83
166,Lil Tecca,2019-08-30,Shots,6eSU1exzDvBEXmBRxspeh5,81
167,Katy Perry,2019-10-16,Harleys In Hawaii,5nCthAh3jt4xKuLJAifAaR,87
168,Lunay,2019-05-10,Soltera - Remix,1c0hsvHLELX6y8qymnpLKL,90
169,Chris Brown,2019-06-08,No Guidance (feat. Drake),7FEwp8BavoEVE3AnxJDchc,83
170,Post Malone,2019-09-06,Myself,2cvOfKHOHgwQlLiuLKP2xR,82
171,Lil Nas X,2019-06-21,Rodeo,4ak7xjvBeBOcJGWFDX9w5n,82
172,iann dior,2019-07-04,gone girl,6G0FACzGN80Dj2v4ass5rq,81
173,Billie Eilish,2019-03-29,all the good girls go to hell,6IRdLKIyS4p7XNiP8r6rsx,86
174,Ashnikko,2019-07-12,STUPID (feat. Yung Baby Tate),6qNB2ChCVPepl5ZjVJJTUW,83
175,Frank Ocean,2019-11-02,In My Room,4S4Mfvv03M1cHgIOJcbUCL,80
176,Trippie Redd,2019-11-01,Love Me More,2NSWi83peog6gHerzlMCqU,78
177,Kehlani,2019-02-22,Nights Like This (feat. Ty Dolla $ign),6ZRuF2n1CQxyxxAAWsKJOy,81
178,Luke Combs,2019-06-07,Even Though I'm Leaving,3sVLgsSTHRu483w6QciloO,79
179,A$AP Rocky,2019-08-28,Babushka Boi,643PW82aBMUa1FiWi5VQY7,82
180,Khalid,2019-08-13,Right Back (feat. A Boogie Wit Da Hoodie),6PYnUsNEpYC7A4BS2sjw3L,83
181,NLE Choppa,2019-01-17,Shotta Flow,4dAMdQ6g4kGmnc1MDHsg77,79
182,Sech,2019-07-26,Otro Trago - Remix,4bTZeO72FwMa6wKOiqoynL,90
183,Why Don't We,2019-08-23,What Am I,1HimGOB6BjOaCQYMIF1xtU,85
184,Luh Kel,2019-04-05,Wrong,3EludUFeAoJAwSixWGG5Wg,82
185,Lauv,2019-01-24,i'm so tired...,7COXchtUOMd6uIT6HvmRaI,86
186,Blake Shelton,2019-03-29,God's Country,1dyxS3YzBbL0t8rEVwVQ1K,79
187,Lil Baby,2019-11-08,Woah,598yNsG1JFrGd4n2kMoz7F,73
188,Lil Nas X,2019-09-13,Panini,1000nHvUdawXuUHgBod4Wv,85
189,Big Sean,2019-08-26,Bezerk (feat. A$AP Ferg & Hit-Boy),2B9wgj9XzbJZLty03PRbVo,80
190,DJ Snake,2019-07-25,Loco Contigo (feat. J. Balvin & Tyga),6osaMSJh9NguagEDQcZaKx,93
191,YG,2019-05-03,Go Loko,3SZqA7rQvROJsCbUu2v0xa,82
192,YK Osiris,2019-02-08,Worth It,4XiGKQqbmnMVxDzUj6j3f2,80
193,J Balvin,2019-06-28,QUE PRETENDES,25ZAibhr3bdlMCLmubZDVt,90
194,Marshmello,2019-03-08,Here With Me,5icOoE6VgqFKohjWWNp0Ac,86
195,NLE Choppa,2019-07-19,Shotta Flow 3,0OsYwz3SCLD98IvWfdLeRQ,78
196,MAX,2019-04-05,Love Me Less (feat. Quinn XCII),2tOOcDDYkh0PSjr6GwPEAJ,80
197,Roddy Ricch,2019-10-11,Big Stepper,5MVdzbNmCVf9cWbkqFakkr,79
198,Polo G,2019-06-07,Through Da Storm,3NqCEpT8xsHdzpiRlM1kpS,79
199,Young Thug,2019-08-16,What's the Move (feat. Lil Uzi Vert),3pTScODwk9tggZzmuH6xDY,79
200,Post Malone,2019-09-06,I Know,6b2mfHMqWCA74XmUuVJm8r,81
201,Ant Saunders,2019-06-18,Yellow Hearts,20JtELGPfOAMq7FpUt8eSM,80
202,Sam Feldt,2019-05-24,Post Malone (feat. RANI),0qc4QlcCxVTGyShurEv1UU,88
203,The Black Eyed Peas,2019-10-12,RITMO (Bad Boys For Life),6cy3ki60hLwimwIje7tALf,93
204,The Chainsmokers,2019-07-24,Who Do You Love,4FAd2rB28SaWaJWmn30Xuy,84
205,ROSALÍA,2019-08-15,"Yo x Ti, Tu x Mi",7BlBVFwvbWvcwNcUarQmjk,92
206,iann dior,2019-05-22,emotions,5ls62WNKHUUrdF3r1cv83T,80
207,BTS,2019-04-12,Boy With Luv (feat. Halsey),5KawlOMHjWeUjQtnuRs22c,87
208,Offset,2019-02-22,Clout (feat. Cardi B),59ywHNwwchG4nZJMLyxSzd,81
209,Lil Tjay,2019-10-11,Hold On,5qDsijQM75KTdv3RtSPx91,78
210,Wale,2019-10-11,On Chill (feat. Jeremih),5z51HY4ei5QhTjcvwq5Msw,78
211,Machine Gun Kelly,2019-07-05,I Think I'm OKAY (with YUNGBLUD & Travis Barker),2gTdDMpNxIRFSiu7HutMCg,81
212,Dermot Kennedy,2019-06-13,Outnumbered,6UjZ2Yx2g2a52XxiA8ONxZ,87
213,Calboy,2019-05-31,Envy Me,7rvyVWja33WG9R97oeJAjx,79
214,Tee Grizzley,2019-09-20,Satish,4hbcs8vaamKTPevPIJsY7N,78
215,H.E.R.,2019-09-27,Slide,2rTnVB1bvwxHtaIl4uVu7f,80
216,DaniLeigh,2019-05-31,Easy - Remix,4CMrdHWqic0usIZfTrKoI3,80
217,YoungBoy Never Broke Again,2019-10-11,Carter Son,0QVvkAOstRG26pVYN95CeL,77
218,Summer Walker,2019-10-04,Stretch You Out (feat. A Boogie wit da Hoodie),4Qxn47gWPSucovKrMyRf1z,79
219,Summer Walker,2019-10-04,Playing Games,4hWgC5BV5M7EtTleKVXNxw,80
220,Jhay Cortez,2019-05-17,No Me Conoce - Remix,7rknFhrVDyxzTJkPSf7LoW,88
221,Young Thug,2019-10-31,Hot (Remix) [feat. Gunna and Travis Scott],3JEHTXTL3Ha4kOQB2e7Rq8,65
222,Joji,2019-06-14,Sanctuary,3xaugmCyXrVkrDTXbFkMW3,83
223,BROCKHAMPTON,2019-08-23,SUGAR,6U0FIYXCQ3TGrk4tFpLrEA,79
224,Luke Bryan,2019-03-29,Knockin' Boots,6ERR6e7h6wCqGoz1TjiUJb,78
225,Joyner Lucas,2019-05-23,Isis,36TO60sxDduIsO3xH8IcUh,80
226,5 Seconds of Summer,2019-05-23,Easier,4tNXntkAzQ5A2dfYRYGIIQ,84
227,Taylor Swift,2019-08-23,Paper Rings,4y5bvROuBDPr5fuwXbIBZR,81
228,Summer Walker,2019-10-04,I'll Kill You (feat. Jhené Aiko),7EkiMl81fUHVwpItgtzI4r,78
229,Thomas Rhett,2019-05-31,Look What God Gave Her,2KqJC0koTBUyDlsMt5ok1V,77
230,Lil Tjay,2019-10-11,Brothers (feat. Lil Durk) - Remix,2wUwC1gBJIC05JH87v2hgN,77
231,YoungBoy Never Broke Again,2019-10-11,Lonely Child,6xqZi5JTTk6XIMLvy7w5JJ,76
232,Ed Sheeran,2019-07-12,Beautiful People (feat. Khalid),70eFcWOvlMObDhURTqT4Fv,88
233,Lil Nas X,2019-06-21,Old Town Road,0F7FA14euOIX8KcbEturGH,87
234,Post Malone,2019-09-06,Internet,0KAzP1Rbp0Vz5pw8i1KDDI,80
235,OneRepublic,2019-05-17,Rescue Me,0mjAU3yKR1QnXnHtjGJqTM,87
236,Ariana Grande,2019-11-01,Bad To You (with Normani & Nicki Minaj),7vJS1DPc3FzBtqBs8n3mW5,85
237,DaBaby,2019-09-27,POP STAR (feat. Kevin Gates),2TsD9kSbgYx5fSNRsoNURE,77
238,Billie Eilish,2019-03-29,my strange addiction,3Tc57t9l2O8FwQZtQOvPXK,82
239,Bryce Vine,2019-07-26,La La Land (feat. YG),4oM9DGUTrRaXJDypxxHztZ,75
240,Wallows,2019-03-22,Are You Bored Yet? (feat. Clairo),57RA3JGafJm5zRtKJiKPIm,79
241,NLE Choppa,2019-11-01,Forever,3fx31TjnwvwZIyAGHhOhA1,76
242,Juice WRLD,2019-03-08,Feeling,2Jh3UqxnHJMyzMzku4uOtE,78
243,Jorja Smith,2019-08-16,Be Honest (feat. Burna Boy),5pAbCxt9e3f81lOmjIXwzd,86
244,Polo G,2019-09-20,Heartless (feat. Mustard),028JxheELfIvvY4zBXuMjw,78
245,Andy Grammer,2019-07-26,"Don't Give Up On Me - (From ""Five Feet Apart"")",5A3fPy30SN2wuzrahpcxvV,81
246,Cardi B,2019-02-15,Please Me,0PG9fbaaHFHfre2gUVo7AN,81
247,Dreamville,2019-07-05,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",36J0iaPDGbYGsHvYpaYs3k,78
248,Major Lazer,2019-09-11,Que Calor (feat. J Balvin & El Alfa),1RKZvaLj3UPhGjZkaIrFm7,79
249,Khalid,2019-02-07,Talk,0rTV5WefWd1J3OwIheTzxM,83
250,Billie Eilish,2019-03-29,listen before i go,0tMSssfxAL2oV8Vri0mFHE,81
251,Tyga,2019-10-25,MAMACITA,51wFQM8W0YfXTmHusXUr5i,81
252,Russ,2019-05-08,Civil War,5tmu5pAFHkUSl8Fo8ncyA4,81
253,NF,2019-07-26,Time,6MxMqCgqmekcr0VwSU7AVH,79
254,Taylor Swift,2019-08-23,I Think He Knows,2YWtcWi3a83pdEg3Gif4Pd,80
255,Young M.A,2019-09-27,BIG,7cyeGclH71MayOuQ7qtLFl,78
256,MEDUZA,2019-10-11,Lose Control,7CHi4DtfK4heMlQaudCuHK,89
257,Florida Georgia Line,2019-02-15,Talk You Out Of It,4qQwGRtGT7l6ckQtdPEFd4,76
258,Florida Georgia Line,2019-02-15,Simple,4L9Ds4mpD3SuYoWwFUlv16,77
259,YBN Cordae,2019-07-26,Broke As Fuck,1faIb3PPSzEifCHUOJ691R,78
260,YoungBoy Never Broke Again,2019-10-11,In Control,5IdAcHb4cwtexqMlOojWhR,75
261,Gucci Mane,2019-10-18,Big Boy Diamonds (feat. Kodak Black & London On Da Track),5FDCDBFDKpf7TLzDx6r2Lp,77
262,Lil Tjay,2019-10-11,One Take,4uu7gKd1PffC7QEMcMk0Ro,78
263,Rich The Kid,2019-03-22,Splashin,3KLo7ByvjCNyBrfz5DZ2mO,78
264,Shawn Mendes,2019-06-19,Señorita,6v3KW9xbzN5yKLt9YKDYA2,90
265,Polo G,2019-06-07,Finer Things,7oBW80497A8axagr4aC9U6,77
266,Billie Eilish,2019-03-29,xanny,4QIo4oxwzzafcBWkKjDpXY,81
267,Jhené Aiko,2019-05-08,Triggered (freestyle),3PAptX72PPmjj1Igms0zjo,77
268,Taylor Swift,2019-08-23,The Archer,3pHkh7d0lzM2AldUtz2x37,81
269,Lil Baby,2019-11-08,Woah,4MsxMuC4eDGYv8pT7snwsn,58
270,PnB Rock,2019-05-02,I Like Girls (feat. Lil Skies),7cWh3ScxjhvasLI0CBRoZk,77
271,DaBaby,2019-09-27,OFF THE RIP,3e39X4Q74yJzsYUEeyf4ws,76
272,JP Saxe,2019-10-17,If The World Was Ending (feat. Julia Michaels),2kJwzbxV2ppxnQoYw4GLBZ,80
273,Marshmello,2019-01-25,Project Dreams,6GSkLS2y4ZnnZsuRAj975K,80
