,Unnamed: 0,artist_name,release_date,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
31,31,Kanye West,2016-06-10,Father Stretch My Hands Pt. 1,4KW1lqgSr8TKrvBII0Brf8,76,0.142,0.714,135920,0.566,1.25e-06,7,0.57,-4.408,1,0.056,113.074,4,0.449
32,32,The 1975,2016-02-26,Somebody Else,5hc71nKsUgtwQ3z52KEKQk,75,0.202,0.611,347520,0.799,0.0277,0,0.123,-5.719,1,0.0641,101.038,4,0.51
33,33,Daniel Caesar,2016-10-21,Japanese Denim,1boXOL0ua7N2iCOUVI1p9F,77,0.0905,0.707,270847,0.238,2.42e-06,3,0.0842,-8.818,1,0.0379,124.156,3,0.345
34,34,Jon Pardi,2016-05-13,Head Over Boots,4ly1QBXEwYoDmje9rmEgC4,74,0.0661,0.557,202347,0.676,0.0,7,0.0871,-4.457,1,0.027,108.016,4,0.678
35,35,Panic! At The Disco,2016-01-15,Death of a Bachelor,1BECwm5qkaBwlbfo4kpYx8,76,0.0137,0.462,203507,0.538,0.0,0,0.429,-5.527,1,0.059,139.256,4,0.405
36,36,Rihanna,2016-01-28,Needed Me,4pAl7FkDMNBsjykPXo91B3,79,0.0947,0.699,191600,0.325,0.0,7,0.086,-8.112,0,0.228,110.786,4,0.273
37,37,Lil Uzi Vert,2016-08-10,Erase Your Social,4uhvMW7ly7tJil31YYscAN,74,0.694,0.705,199993,0.609,0.0,3,0.234,-5.728,1,0.0729,140.058,4,0.718
38,38,Hailee Steinfeld,2016-07-22,Starving,4Ce37cRWvM1vIGGynKcs22,79,0.378,0.729,181880,0.615,0.0,4,0.105,-4.238,1,0.0647,99.989,4,0.508
39,39,Frank Ocean,2016-08-20,Self Control,5GUYJTQap5F3RDQiCOJhrS,76,0.765,0.572,249668,0.209,0.0,8,0.356,-10.413,1,0.0313,80.069,4,0.446
40,40,Future,2016-04-13,Low Life,7EiZI6JVHllARrX9PUvAdX,76,0.337,0.722,313547,0.331,0.283,8,0.146,-7.789,1,0.0725,143.974,4,0.102
41,41,Lil Uzi Vert,2016-05-27,You Was Right,2ANLarE8yHVsLWW21nj79M,74,0.069,0.843,163944,0.359,0.0,0,0.12,-7.417,1,0.461,81.987,4,0.156
42,42,Rex Orange County,2016-11-07,Corduroy Dreams,02tvc9CFnTyHuSRlGeNv9w,76,0.653,0.61,206975,0.305,0.0,4,0.103,-14.037,1,0.053,113.818,4,0.222
43,43,Lukas Graham,2016-04-01,7 Years,5kqIPrATaCc2LqxVWzQGbk,80,0.287,0.765,237300,0.473,0.0,10,0.391,-5.829,1,0.0514,119.992,4,0.34
44,44,Billie Eilish,2016-11-17,Six Feet Under,2VlLbhGLVJgdOW7kKdWWFc,79,0.815,0.583,189613,0.301,0.000232,11,0.0799,-12.693,0,0.0391,67.448,4,0.176
45,45,A Boogie Wit da Hoodie,2016-09-16,Still Think About You,2FTeQQ5Rg9tBpgpTF5mnhE,73,0.219,0.946,246988,0.646,0.0,5,0.0643,-6.604,1,0.21,127.978,4,0.961
46,46,Bruno Mars,2016-11-17,24K Magic,6b8Be6ljOzmkOmFslEb23P,79,0.034,0.818,225983,0.803,0.0,1,0.153,-4.282,1,0.0797,106.97,4,0.632
47,47,Drake,2016-05-06,One Dance,1zi7xx7UVEFkmKfv06H8x0,82,0.00842,0.796,173987,0.61,0.00286,1,0.351,-5.857,1,0.0516,103.99,4,0.391
48,48,6LACK,2016-11-18,PRBLMS,4AtZRwSR8BOTTQg5ihSggt,75,0.0307,0.417,246773,0.58,1.45e-06,9,0.179,-4.574,1,0.207,68.58,5,0.139
49,49,Rachel Platten,2016-01-01,Fight Song,37f4ITSlgPX81ad2EvmVQr,80,0.0549,0.564,204013,0.714,0.0,7,0.155,-4.987,1,0.129,175.924,4,0.33
50,50,21 Savage,2016-07-15,X (feat. Future),6fwdbPMwP1zVStm8FybmkO,75,0.373,0.835,258880,0.413,0.00133,1,0.101,-9.81,1,0.396,149.004,4,0.111
51,51,Olivia O'Brien,2016-12-09,hate u love u,6ATgDc6e4sPn84hvJsAmPt,80,0.71,0.401,175467,0.398,0.0,6,0.0962,-8.993,0,0.183,180.293,4,0.265
52,52,Ella Mai,2016-02-28,She Don't (feat. Ty Dolla $Ign),01JPQ87UHeGysPVwTqMJHK,75,0.268,0.65,264098,0.478,0.0,7,0.177,-7.512,0,0.05,99.979,4,0.147
53,53,Cuco,2016-07-09,Lover Is a Day,76tGvMdmFKuiMew33ZNNA9,75,0.0427,0.406,456000,0.647,0.193,3,0.1,-10.453,1,0.0413,180.044,4,0.344
54,54,MAX,2016-04-08,Lights Down Low,5A6BJLZArq1MPjsnmcuk5f,71,0.0632,0.623,223847,0.493,0.0,5,0.104,-7.727,0,0.0338,81.019,4,0.594
55,55,A Boogie Wit da Hoodie,2016-09-16,Jungle,5uZm7EFtP5aoTJvx5gv9Xf,73,0.308,0.538,174192,0.52,0.0,7,0.214,-11.063,0,0.737,180.274,4,0.551
56,56,Auli'i Cravalho,2016-11-18,How Far I'll Go,6mb6lVLNrcUgLnEN8QnDJd,75,0.603,0.576,163387,0.319,0.0,4,0.173,-10.934,1,0.0518,83.632,4,0.0921
57,57,James Arthur,2016-10-28,Can I Be Him,0VhgEqMTNZwYL1ARDLLNCX,80,0.308,0.696,246880,0.543,0.0,11,0.0939,-6.164,1,0.0489,107.969,4,0.479
58,58,DNCE,2016-11-18,Cake By The Ocean,76hfruVvmfQbw0eYn1nmeC,81,0.156,0.774,219147,0.765,0.0,4,0.0373,-5.439,0,0.0502,119.001,4,0.917
59,59,Kanye West,2016-06-10,Waves,3nAq2hCr1oWsIU54tS98pL,75,0.0363,0.386,181573,0.587,3.71e-06,10,0.332,-4.454,1,0.0519,96.072,4,0.0565
60,60,Rae Sremmurd,2016-08-12,Black Beatles,6fujklziTHa8uoM5OQSfIo,77,0.142,0.794,291893,0.632,0.0,0,0.128,-6.163,1,0.0649,145.926,4,0.355
61,61,Rihanna,2016-01-28,Love On The Brain,5oO3drDxtziYU2H1X23ZIp,82,0.0777,0.503,224000,0.632,1.3e-05,4,0.0758,-4.854,0,0.0492,171.92,3,0.369
62,62,The Weeknd,2016-11-25,Die For You,2Ch7LmS7r2Gy2kc64wv3Bz,76,0.111,0.586,260253,0.525,0.0,1,0.134,-7.163,0,0.0615,133.629,4,0.508
63,63,Ariana Grande,2016-05-20,Into You,2meEiZKWkiN28gITzFwQo5,80,0.0162,0.623,244453,0.734,1.9e-06,9,0.145,-5.95,1,0.107,107.853,4,0.372
64,64,Ariana Grande,2016-05-20,Side To Side,1pKeFVVUOPjFsOABub0OaV,81,0.0513,0.65,226160,0.736,0.0,6,0.235,-5.84,0,0.229,159.174,4,0.612
65,65,Kanye West,2016-06-10,Ultralight Beam,1eQBEelI2NCy7AUTerX0KS,75,0.637,0.596,320680,0.393,0.0,8,0.539,-8.714,1,0.383,107.425,4,0.36
66,66,Martin Garrix,2016-07-29,In the Name of Love,23L5CiUhw2jV1OIMwthR3S,82,0.109,0.501,195707,0.519,0.0,4,0.454,-5.88,0,0.0409,133.99,4,0.168
67,67,Post Malone,2016-12-09,No Option,6M0IsaUX4GNyto4niSegfI,75,0.0757,0.575,179827,0.734,0.0,2,0.241,-4.949,1,0.057,83.986,4,0.494
68,68,The Lumineers,2016-04-08,Ophelia,3d8y0t70g7hw2FOWl9Z4Fm,71,0.613,0.664,160097,0.573,0.000363,5,0.0857,-6.519,1,0.0277,76.023,4,0.566
69,69,Charlie Puth,2016-01-29,We Don't Talk Anymore,37FXw5QGFN7uwwsLy8uAc0,72,0.621,0.728,217707,0.563,0.0,1,0.179,-8.053,0,0.134,100.017,4,0.352
70,70,Lil Wayne,2016-06-24,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",4dASQiO1Eoo3RJvt74FtXB,79,0.255,0.502,243491,0.786,0.0,9,0.65,-4.378,0,0.317,169.021,4,0.739
71,71,Beyoncé,2016-04-23,Formation,6g0Orsxv6glTJCt4cHsRsQ,77,0.00532,0.896,206080,0.621,0.0,5,0.196,-6.857,0,0.237,121.966,4,0.818
72,72,Rae Sremmurd,2016-08-12,Swang,6mapJIPnQ23RTAevUoE0DL,75,0.2,0.681,208120,0.314,9.82e-06,8,0.1,-9.319,1,0.0581,139.992,4,0.166
73,73,Jon Pardi,2016-05-13,Dirt On My Boots,7f08qp3HROTkfrtNpiYGGo,72,0.116,0.685,201893,0.783,0.0,11,0.194,-4.152,1,0.0276,90.008,4,0.525
74,74,Daya,2016-10-07,"Sit Still, Look Pretty",0EGuSSpuu9wmHCtvb4PdLO,71,0.141,0.657,202221,0.739,0.0,2,0.178,-4.081,1,0.274,181.994,4,0.543
75,75,Travis Scott,2016-09-16,beibs in the trap,0ESJlaM8CE1jRWaNtwSNj8,75,0.24,0.743,213863,0.571,0.0,7,0.291,-6.054,0,0.145,119.054,4,0.495
76,76,J. Cole,2016-12-09,Neighbors,0utlOiJy2weVl9WTkcEWHy,74,0.358,0.894,216520,0.284,0.000487,11,0.11,-13.002,0,0.33,138.944,4,0.413
77,77,Kanye West,2016-06-10,Wolves,432hUIl3ISDeytYW5XBQ5h,76,0.186,0.539,301587,0.399,0.00255,1,0.131,-8.016,1,0.045,78.248,4,0.118
78,78,Adele,2016-06-24,When We Were Young,7IWkJwX9C0J7tHurTD7ViL,74,0.348,0.381,290907,0.594,0.0,3,0.0925,-5.97,1,0.0486,143.86,4,0.273
79,79,Russ,2016-12-23,Ain't Nobody Takin My Baby,6VnqGxiMNexOe0kRmIsBw4,74,0.673,0.696,189231,0.57,3.02e-06,0,0.098,-9.084,1,0.557,76.976,4,0.329
80,80,Nebu Kiniza,2016-08-26,Gassed Up,6JjEVlMkfHWMeYavkEYzNO,72,0.0213,0.798,193911,0.568,0.0,5,0.0586,-9.072,0,0.135,148.88,3,0.45
81,81,Dwayne Johnson,2016-11-18,You're Welcome,6U4VqEHy4n5VeiH4pQPL24,74,0.278,0.782,163893,0.751,0.0,5,0.0367,-7.023,1,0.28,135.277,4,0.688
82,82,Kevin Gates,2016-01-29,Really Really,10I3CmmwT0BkOVhduDy53o,72,0.00427,0.762,232093,0.666,0.0,0,0.127,-6.055,1,0.0916,118.97,4,0.278
83,83,The Chainsmokers,2016-02-05,Don't Let Me Down,1i1fxkWeaMmKEB4T7zqbzK,81,0.157,0.532,208373,0.869,0.00508,11,0.136,-5.094,1,0.172,159.803,4,0.422
84,84,Chance the Rapper,2016-05-27,Juke Jam (feat. Justin Bieber & Towkio),3eze1OsZ1rqeXkKStNfTmi,72,0.716,0.505,219683,0.397,0.0,5,0.0853,-9.349,1,0.324,95.063,1,0.558
85,85,Frank Ocean,2016-08-20,Nikes,19YKaevk2bce4odJkP5L22,74,0.695,0.543,314075,0.394,0.000239,8,0.108,-9.637,1,0.0864,137.811,4,0.118
86,86,Calvin Harris,2016-04-29,This Is What You Came For,0azC730Exh71aQlOt9Zj3y,80,0.199,0.63,222160,0.928,0.124,9,0.148,-2.787,0,0.0331,123.963,4,0.465
87,87,Fifth Harmony,2016-05-27,Work from Home (feat. Ty Dolla $ign),4tCtwWceOPWzenK2HAIJSb,79,0.103,0.803,214480,0.585,3.94e-06,8,0.0644,-5.861,1,0.0432,105.017,4,0.593
88,88,Ariana Grande,2016-05-20,Dangerous Woman,7l94dyN2hX9c6wWcZQuOGJ,79,0.0529,0.662,235947,0.602,0.0,4,0.356,-5.369,0,0.0401,133.969,3,0.29
89,89,Marc E. Bassy,2016-08-05,Morning,54Yappwod1fELR5zb2gDBn,72,0.563,0.468,206080,0.438,0.0,10,0.181,-8.227,1,0.0697,108.367,3,0.344
90,90,Mike Posner,2016-05-06,I Took A Pill In Ibiza - Seeb Remix,1MtUq6Wp1eQ8PC6BbPCj8P,74,0.0353,0.663,197933,0.713,7.68e-06,7,0.0843,-6.647,0,0.112,101.965,4,0.69
91,91,Flume,2016-05-27,Never Be Like You (feat. Kai),5WI2ltQIdwgzf1SNE76JyR,71,0.453,0.444,234910,0.557,0.0,0,0.152,-5.476,1,0.0602,115.058,4,0.296
92,92,A Boogie Wit da Hoodie,2016-09-16,My Shit,5uQOauh47VFt3B2kV9kRXw,71,0.244,0.812,128157,0.621,0.0,5,0.099,-8.3,1,0.0515,77.998,4,0.847
93,93,Post Malone,2016-12-09,Too Young,4SYUUlkScpNR1QvPscXf8t,75,0.271,0.602,237147,0.635,3.2e-05,4,0.0829,-6.526,0,0.052,123.05,4,0.225
94,94,Tory Lanez,2016-08-19,Say It,2Gyc6e2cLxA5hoX1NOvYnU,73,0.0862,0.546,237787,0.529,6.5e-06,11,0.124,-10.511,0,0.0583,107.331,4,0.247
95,95,Beyoncé,2016-04-23,Hold Up,0rzNMzZsubFcXSEh7dnem7,76,0.745,0.524,221093,0.397,0.0,0,0.521,-11.936,1,0.405,80.744,4,0.552
96,96,Kanye West,2016-06-10,Famous,19a3JfW8BQwqHWUMbcqSx8,75,0.0602,0.474,196040,0.741,0.0,6,0.115,-3.69,1,0.111,174.1,4,0.402
97,97,ZAYN,2016-03-25,PILLOWTALK,0PDUDa38GO8lMxLCRc4lL1,78,0.117,0.584,202747,0.7,0.0,11,0.0939,-4.275,1,0.0456,124.944,4,0.438
98,98,Mac Miller,2016-09-16,Dang! (feat. Anderson .Paak),5iUQMwxUPdJBFeGkePtM66,75,0.00826,0.836,305350,0.67,0.000355,5,0.0837,-6.907,0,0.23,107.018,4,0.556
99,99,Keith Urban,2016-05-06,Blue Ain't Your Color,6wycnu8FWXsj68ig7BEot9,70,0.606,0.686,230600,0.417,1.79e-06,7,0.0844,-7.787,1,0.0363,82.407,3,0.451
100,100,Florida Georgia Line,2016-08-26,May We All,498ZVInMGDkmmNVpSWqHiZ,71,0.0406,0.488,226173,0.915,0.0,7,0.351,-4.255,1,0.0389,75.019,4,0.646
101,101,Marshmello,2016-05-13,Alone,3MEYFivt6bilQ9q9mFWZ4g,79,0.0241,0.631,273803,0.953,0.0155,2,0.108,-3.739,1,0.0343,141.99,4,0.422
102,102,DJ Snake,2016-08-05,Let Me Love You,0lYBSQXN6rCTvUZvg9S0lU,82,0.0771,0.652,205947,0.713,1.02e-05,8,0.144,-5.311,1,0.0368,100.023,4,0.152
103,103,Hailee Steinfeld,2016-02-26,Love Myself,36phXHOKx8rO7CMp2vNX4x,75,0.0026,0.617,218773,0.759,0.0,0,0.419,-6.785,0,0.0677,122.925,4,0.324
104,104,Young Thug,2016-09-16,pick up the phone,20dP2DaMHIAmwWAbp7peSr,75,0.114,0.711,252256,0.739,0.0,7,0.226,-3.804,0,0.129,136.919,4,0.43
105,105,DRAM,2016-04-06,Broccoli,0qy5D3OJre7SPJNMOL9I71,69,0.236,0.886,225205,0.525,0.0,8,0.057,-7.39,1,0.132,145.99,4,0.708
106,106,Lil Uzi Vert,2016-05-27,Ps & Qs,1gGsNNUfvVMOv4llVMg8Vg,71,0.235,0.522,221538,0.428,2.35e-06,11,0.278,-11.332,0,0.143,129.829,4,0.399
107,107,Eric Bellinger,2016-09-09,G.O.A.T.,0hUepWE4GoMwtKgU8vE617,72,0.0232,0.467,184905,0.636,0.0,7,0.138,-6.96,1,0.201,135.014,4,0.419
108,108,Kevin Gates,2016-01-29,2 Phones,0wdKiSBUT7aZkXUIdJWcwC,72,0.157,0.895,240000,0.681,0.0,7,0.189,-5.267,0,0.358,121.918,4,0.554
109,109,Frank Ocean,2016-08-20,White Ferrari,2LMkwUfqC6S6s6qDVlEuzV,73,0.784,0.444,248808,0.0924,0.0,0,0.304,-15.605,1,0.0366,108.917,4,0.219
110,110,Mac Miller,2016-09-16,My Favorite Part,66wkCYWlXzSTQAfnsPBptt,75,0.627,0.861,216000,0.33,1.93e-06,6,0.14,-7.194,1,0.0526,95.016,4,0.718
111,111,Alessia Cara,2016-11-18,How Far I'll Go - Alessia Cara Version,1ehPJRt49h6N0LoryqKZXq,71,0.124,0.317,175507,0.562,0.000144,9,0.0667,-9.609,1,0.395,181.1,4,0.132
112,112,Lil Yachty,2016-07-05,One Night,40yJGQyEaBbIkXpwMFkXip,72,0.366,0.762,243270,0.476,0.0,0,0.103,-12.686,1,0.114,130.007,4,0.375
113,113,Beyoncé,2016-04-23,Sorry,0lnIJmgcUpEpe4AZACjayW,74,0.00175,0.775,232560,0.598,4.44e-06,2,0.253,-7.274,1,0.0535,129.988,4,0.356
114,114,Dan + Shay,2016-06-03,From the Ground Up,0lQJBl9YEsoMtE8D4yTE9g,71,0.333,0.281,253933,0.58,0.0,9,0.122,-5.967,1,0.0323,151.568,3,0.282
115,115,Travis Scott,2016-09-16,through the late night,1Ci4wASMY4xtKVMeHA6Sd5,73,0.36,0.744,286236,0.589,0.0,5,0.119,-1.218,0,0.0359,127.051,4,0.242
116,116,Florida Georgia Line,2016-08-26,H.O.L.Y.,0BCy325UZyR9z0t0uxwn2N,71,0.385,0.525,194187,0.685,0.0,7,0.0731,-3.954,0,0.0351,78.003,4,0.54
117,117,21 Savage,2016-07-15,No Heart,4gmmRb6bZJffOOiww1JGTO,73,0.136,0.906,235040,0.444,6.44e-05,4,0.173,-8.692,0,0.384,140.063,4,0.678
118,118,Post Malone,2016-12-09,Money Made Me Do It,1ysAvOdJgUjc6CqOQxepaz,72,0.305,0.734,224960,0.429,0.0,7,0.0659,-6.511,1,0.16,83.022,4,0.372
119,119,Haley Reinhart,2016-04-29,Can't Help Falling in Love,6yIHGmQLJxWAUZ1ZkENemN,76,0.947,0.41,173175,0.0485,0.0,0,0.108,-13.918,1,0.038,137.97,4,0.247
120,120,Elevation Worship,2016-02-05,O Come to the Altar (Live),1lEk3U3MzbDeL5MNHkE9JU,72,0.00274,0.256,349587,0.564,0.0,11,0.743,-6.496,1,0.0366,139.914,3,0.152
121,121,Drake,2016-05-06,Hotline Bling,0wwPcA6wtMf6HUMpIRdeP7,77,0.00302,0.903,267067,0.621,0.000186,2,0.0504,-8.132,1,0.0578,134.969,4,0.553
122,122,Sia,2016-10-21,Cheap Thrills,3S4px9f4lceWdKf0gWciFu,73,0.0472,0.628,211667,0.698,0.00143,6,0.0907,-5.608,0,0.105,89.976,4,0.732
123,123,Lady Gaga,2016-10-21,Million Reasons,7dZ1Odmx9jWIweQSatnRqo,80,0.437,0.665,205280,0.424,0.0,0,0.107,-7.838,1,0.0444,129.911,4,0.134
124,124,Gucci Mane,2016-12-16,Both (feat. Drake),5tFep7dXGd7vEJ668wTPux,72,0.119,0.85,190312,0.405,0.000118,7,0.0707,-7.509,0,0.225,139.976,4,0.344
125,125,Billie Eilish,2016-11-18,ocean eyes,2uIX8YMNjGMD7441kqyyNU,69,0.819,0.475,200560,0.37,0.0577,4,0.0841,-7.725,0,0.0361,144.828,4,0.157
126,126,The Weeknd,2016-11-25,I Feel It Coming,3dhjNA0jGA8vHBQ1VdD6vV,80,0.426,0.773,269187,0.819,0.0,0,0.0679,-5.946,0,0.118,92.99,4,0.585
127,127,Two Feet,2016-07-29,Go Fuck Yourself,4NZrZgrRoR4GwR7flWOXRI,80,0.571,0.765,129600,0.327,0.0479,6,0.0787,-8.029,1,0.277,74.931,4,0.292
128,128,KALEO,2016-06-10,Way Down We Go,0y1QJc3SJVPKJ1OvFmFqe6,77,0.579,0.489,213707,0.505,0.000333,10,0.104,-8.022,0,0.117,163.255,4,0.337
129,129,Bruno Mars,2016-11-17,Versace on the Floor,0kN8xEmgMW9mh7UmDYHlJP,77,0.196,0.578,261240,0.574,0.0,2,0.083,-6.209,1,0.0454,174.152,4,0.301
130,130,Lil Uzi Vert,2016-08-10,Do What I Want,4IWGnyOHDrVZEtPWfs4s7q,70,0.106,0.681,175203,0.701,0.0,9,0.208,-6.336,1,0.0767,139.952,4,0.398
131,131,EDEN,2016-08-19,XO,0ZAiqymvbQUZAh9y6ZT3Rm,74,0.625,0.611,159512,0.39,0.0,2,0.118,-5.861,0,0.116,163.897,4,0.617
132,132,Post Malone,2016-12-09,Big Lie,02opp1cycqiFNDpLd2o1J3,73,0.191,0.442,207680,0.684,0.0,6,0.0725,-4.888,0,0.168,170.862,4,0.218
133,133,Saba,2016-10-27,Photosynthesis,3DlgDXIYtnWtJKiB8bZQMv,71,0.536,0.777,201733,0.662,4.61e-06,7,0.593,-8.393,1,0.27,111.13,4,0.634
134,134,Desiigner,2016-07-22,Tiimmy Turner,3NJG6vMH1ZsectZkocMEm0,73,0.174,0.602,239853,0.725,0.0,6,0.0786,-3.054,1,0.0393,122.803,4,0.304
135,135,Post Malone,2016-12-09,Deja Vu,0H8XeaJunhvpBdBFIYi6Sh,73,0.0931,0.62,234213,0.69,0.0,7,0.131,-6.508,1,0.0493,133.935,4,0.331
136,136,Charlie Puth,2016-01-29,One Call Away,7soJgKhQTO8hLP2JPRkL5O,69,0.403,0.667,194453,0.613,0.0,1,0.115,-5.353,1,0.0344,91.024,4,0.47
137,137,Panic! At The Disco,2016-01-15,Don't Threaten Me with a Good Time,2fh3bZ8jZhMxOcfESE9nQY,72,0.0154,0.559,213093,0.895,0.0,1,0.175,-4.476,0,0.0832,183.825,4,0.59
138,138,Panic! At The Disco,2016-01-15,Emperor's New Clothes,3px2rAPu74ltbkf9eZsZ8h,73,0.00302,0.562,158667,0.904,0.0,1,0.0433,-4.947,1,0.0807,94.481,4,0.651
