,artist_name,release_date,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
3930,Gerard Way,2014-08-22,No Shows,7dtGJHOBbVDwIWDQU38WhJ,46,0.000109,0.518,252320,0.957,0.282,1,0.425,-4.359,0,0.0453,120.007,4,0.678
3931,Cro,2014-06-06,Traum,7s3VxmIizcDgDTRCA4kDzd,63,0.0527,0.706,195549,0.772,0.0,0,0.0636,-6.312,1,0.0652,119.976,4,0.964
3932,Steven Price,2014-01-01,Norman,027EHYg4QyKzJsl7XyaUH9,42,0.0584,0.293,170845,0.47,0.877,10,0.143,-16.454,1,0.0512,120.341,4,0.0757
3933,Prince Royce,2014-11-24,Nada,07TBJfxoHF9wNG37YxBfIL,49,0.0155,0.654,242053,0.883,5.26e-06,9,0.106,-5.686,1,0.0428,127.986,4,0.627
3934,Sam Lachow,2014-08-01,Treehouse,0iyo3pKaaRXdLHXcLejmsO,43,0.644,0.717,208907,0.523,0.0,8,0.108,-8.157,1,0.205,80.169,4,0.631
3935,Baby Lullaby,2014-10-23,Baby Lullaby,2QC48EWwB7tcA3o20XaXsm,50,0.994,0.74,93936,0.103,0.931,8,0.147,-23.034,1,0.0554,100.025,3,0.394
3936,Vogel,2014-02-17,Night City,2wRfmI3v2REarKJFzuzO46,47,0.0403,0.516,343141,0.96,0.898,7,0.377,-5.702,0,0.0991,94.97,4,0.161
3937,The Unicorns,2014-07-29,Tuff Ghost,4lFcLnUlDbz87CjEiTU4e9,44,0.15,0.542,176993,0.624,0.0319,4,0.0863,-7.147,0,0.123,144.435,4,0.367
3938,Cobra Starship,2014-08-25,Never Been In Love (feat. Icona Pop),5JvD469hg7VQu2qobOAnuy,47,0.00602,0.631,222714,0.929,0.0,7,0.261,-3.844,1,0.0316,121.08,4,0.695
3939,Jason Aldean,2014-10-07,Too Fast,7GiNDSdH9xpCctG6FSZ55A,42,0.358,0.597,202307,0.702,5.1e-06,9,0.191,-4.575,1,0.032,141.959,4,0.469
3940,Charli XCX,2014-12-15,Doing It (feat. Rita Ora),0TkwJ7TLLnnckRL3PkdPsU,42,0.0282,0.611,228520,0.947,0.0,4,0.303,-1.538,0,0.0558,105.94,4,0.564
3941,Ed Sheeran,2014-06-23,Sunburn,0Z0GZkW8QCohqGChLmWixd,49,0.842,0.533,266053,0.17,5.03e-06,7,0.113,-11.342,1,0.0668,116.852,5,0.33
3942,Michael Salvatori,2014-09-26,The Traveler,2MB6eZBk3vaEFZXyx1MmdX,47,0.879,0.163,150493,0.133,0.872,0,0.121,-18.363,1,0.0388,68.662,4,0.0358
3943,The Kite String Tangle,2014-08-12,Arcadia,30AeH6saju8WPJo73cKZyH,45,0.607,0.574,213937,0.547,2.09e-06,0,0.0762,-8.134,1,0.0435,118.14,4,0.236
3944,The Lacs,2014-10-28,Nothing in Particular,583f3ZvsGP7bCw3ueG4H8O,42,0.0618,0.681,225360,0.582,0.0,7,0.193,-7.449,1,0.0734,86.982,4,0.501
3945,Kidz Bop Kids,2014-07-15,Dark Horse,73nhDoRhc5cvHD9r9JKaj6,42,0.0247,0.581,170827,0.634,3.04e-06,6,0.19,-2.142,1,0.0336,131.895,4,0.345
3946,Lecrae,2014-09-09,Outsiders,7xh8mc3MaxBntzGhygg7bu,43,0.481,0.473,287353,0.657,0.0,7,0.252,-6.011,0,0.0432,140.035,4,0.0392
3947,Colony House,2014-07-22,Second Guessing Games,1Cfo60p06ZClLxnsZEp7D1,43,0.00583,0.473,172453,0.752,0.0,10,0.252,-5.92,1,0.0452,104.046,4,0.345
3948,Skrillex,2014-03-14,Stranger,1Ft6KgjMR7TSVkryV7gq8n,50,0.0119,0.485,289973,0.835,0.00129,2,0.0504,-4.092,1,0.111,127.954,4,0.118
3949,Damien Rice,2014-11-10,Colour Me In,2FajXgzYMrbQZJ0qLNxhc8,43,0.817,0.48,318023,0.125,0.000109,3,0.453,-14.061,1,0.0333,116.391,3,0.233
3950,La Fiera de Ojinaga,2014-06-17,Mi Razon de Ser,1BygCrSpNFYdKPtDJWxRdO,43,0.0261,0.683,233216,0.668,3.19e-06,5,0.455,-6.15,1,0.0357,113.79,4,0.807
3951,Skrillex,2014-03-14,Coast Is Clear,1c35oVynBuaFs99MNGUOUj,49,0.212,0.618,243547,0.802,0.0,1,0.293,-3.609,1,0.143,79.991,4,0.134
3952,Ed Sheeran,2014-06-23,Little Bird,5DizlXTwJjjwxxqGNChcvO,49,0.569,0.826,226067,0.485,0.0,8,0.107,-7.424,1,0.0354,104.011,4,0.278
3953,Magic Man,2014-07-07,Out of Mind,5MqPxEqgmrKBXHN4J78rjb,43,0.000871,0.609,211373,0.944,0.00664,0,0.0595,-4.715,1,0.0306,116.035,4,0.69
3954,Dean Martin,2014-10-10,C'est si bon,5uaXmGMYspzg3RYh6jeHld,47,0.929,0.392,172533,0.192,0.0,4,0.268,-15.225,0,0.0703,179.134,3,0.33
3955,Ben Fankhauser,2014-06-17,"Gone (feat. Shauna Goodgold, Bruce Landry & Lindsay Rider)",18vaNCtYqO7WCX53BZVeYv,45,0.298,0.408,206627,0.537,0.0,3,0.0998,-11.445,1,0.0745,83.385,4,0.358
3956,Darius,2014-02-24,Espoir,3hGc6zv9LgSxGrIlhFdfT6,52,0.0955,0.6,242243,0.617,0.913,3,0.108,-7.0,0,0.0555,106.892,4,0.037
3957,Vicetone,2014-12-08,What I've Waited For,5k3WiFcuOQ8htHIh5QnMT5,51,0.0143,0.533,221902,0.78,1.4e-06,2,0.303,-3.299,1,0.0487,127.95,4,0.343
3958,Jerry Paper,2014-08-12,Chameleon World,6R1qYGx8abmNGz0yPNQQpL,44,0.26,0.851,159907,0.458,0.0883,1,0.0453,-12.52,0,0.0559,138.723,4,0.927
3959,Moonshine Bandits,2014-02-04,On the Run (feat. Durwood Black),260i98SdVIMrpYYMTDKGAW,43,0.0484,0.677,233840,0.598,0.0,1,0.0947,-5.317,1,0.0452,90.047,4,0.0764
3960,Future,2014-04-22,Look Ahead,2W10vndZ7uSOKVineVfjOa,43,0.232,0.652,213373,0.658,0.0,9,0.641,-3.975,1,0.168,163.126,4,0.481
3961,Bethel Music,2014-02-25,Give Me Jesus,2u0HEkbKBa5bJ2OiV0rFuM,45,0.495,0.29,371713,0.448,0.00829,4,0.075,-8.395,1,0.0319,137.902,4,0.0627
3962,Andy Mineo,2014-01-28,Never Land,4BRRmUlQEf4JeGRmffVsQC,42,0.175,0.773,291030,0.812,0.0,4,0.0367,-4.952,0,0.0672,129.967,4,0.113
3963,Flosstradamus,2014-05-20,Mosh Pit (feat. Casino),4T7aCLHutfA22BKNgmWdaJ,45,0.00558,0.652,198720,0.892,2.72e-06,2,0.355,-4.653,1,0.0465,140.038,4,0.251
3964,Bonobo,2014-12-01,Flashlight,0CPEvRFKdvpK0veEeY56T6,51,0.0707,0.679,330089,0.95,0.948,0,0.114,-6.76,1,0.0614,119.905,4,0.0495
3965,De Hofnar,2014-01-06,Zonnestraal,4kdjHU5lzooUP7kkzQqX0Q,56,0.031,0.756,256990,0.739,0.776,8,0.0811,-6.794,1,0.0358,124.973,4,0.276
3966,Dirk Maassen,2014-11-30,La Mer,6iOMES4Hz0Xf7ExmyCGf5D,50,0.993,0.428,270485,0.128,0.898,9,0.0902,-21.204,0,0.0586,110.401,5,0.0782
3967,Los Alegres Del Barranco,2014-09-15,Por Los Rumbos Del Dorado,15DxY3TImJQW1M0Q4dB4FD,44,0.441,0.561,216427,0.765,4.03e-06,9,0.0836,-5.927,1,0.252,155.024,3,0.817
3968,SOJA,2014-08-12,Easier - feat. Anuhea and J Boog,2pmhCyJqNiF2IEE0ATRNaM,44,0.04,0.659,195439,0.758,0.0,0,0.348,-4.503,1,0.0456,75.999,4,0.778
3969,From Indian Lakes,2014-10-07,Am I Alive,5dvHlfjmu4AaxlTbUYQabN,43,0.351,0.553,193568,0.533,1.31e-06,9,0.245,-10.57,1,0.0304,77.509,4,0.231
3970,Octave Minds,2014-09-15,Tap Dance (feat. Chance the Rapper & The Social Experiment),5lvOPh9NXRCIqvDuORC3Hn,42,0.441,0.675,229763,0.802,0.036,3,0.117,-5.67,1,0.04,137.988,3,0.366
3971,New Medicine,2014-08-22,Heart With Your Name On It,6PYZDIePwF5SM7A0XoOvEY,44,0.018,0.482,172520,0.864,0.0,8,0.0743,-4.04,1,0.0948,185.736,4,0.771
3972,The Murlocs,2014-04-17,Space Cadet,3LzZ8BZm3BdiSRiT3HqeXy,48,0.0885,0.526,190284,0.912,0.00314,4,0.486,-4.434,1,0.0303,112.901,4,0.845
3973,The Polish Ambassador,2014-06-10,Vision Fiberoptics,4PLBbEQjyBdmOqzdMWbwdH,44,0.0654,0.648,341077,0.879,0.102,1,0.062,-6.45,1,0.039,97.996,4,0.925
3974,Ingrid Michaelson,2014-04-15,Afterlife,27RpK4R1y388Z3IiilCQG3,44,0.0364,0.67,244627,0.752,0.0,0,0.0825,-5.775,1,0.0288,97.006,4,0.764
3975,Perturbator,2014-06-17,"She Is Young, She Is Beautiful, She Is Next",2MBJZgztmtwcIsKXXwLxZI,49,0.00961,0.448,304880,0.985,0.825,0,0.0896,-1.28,0,0.0446,135.023,4,0.102
3976,Migos,2014-06-03,"New Atlanta (feat. Rich Homie Quan, Young Thug, Jermaine Dupri)",3rUwtkurKC7i2oXNM7XmR8,42,0.134,0.664,280787,0.688,0.0,10,0.15,-5.333,0,0.254,137.974,4,0.373
3977,Alex Zurdo,2014-08-01,Tengo Victoria,7JIUI9bHyaifT8EAyNWqBU,52,0.0724,0.711,187933,0.947,0.0,9,0.0725,-4.752,0,0.0484,120.044,4,0.84
3978,The Black Keys,2014-05-09,Waiting on Words,7ctca1Hz43SyMcI4qUrpY7,48,0.262,0.427,217120,0.576,0.000482,9,0.241,-7.282,1,0.0288,151.937,4,0.401
3979,Adriel Favela,2014-07-29,Es Tiempo de Guerra,3dPvvtXDyyJekXM8V5BDCO,47,0.154,0.777,154280,0.713,0.0,7,0.146,-7.518,0,0.0371,111.016,3,0.895
3980,Judah & the Lion,2014-09-09,Hold On,3npM3F7hhAez8o1AwhhF0X,42,7.68e-05,0.385,227880,0.735,0.000222,2,0.189,-8.908,1,0.0333,147.709,4,0.424
3981,Fifth Harmony,2014-11-17,All I Want for Christmas Is You,71wZ1KJdXSa5hC51kvGBL2,50,0.156,0.607,228933,0.807,0.0,7,0.241,-5.593,1,0.0472,151.02,4,0.53
3982,Snow Tha Product,2014-03-11,Doing Fine,74Ny68YBUVmQ5wNMbSOxVn,42,0.42,0.613,206120,0.834,0.0,7,0.0917,-3.593,0,0.198,75.063,4,0.257
3983,DeVotchKa,2014-12-09,The Winner Is - from Little Miss Sunshine,127dZoLOYo7zA2bXXs8hav,42,0.56,0.654,185804,0.499,0.907,4,0.169,-9.084,0,0.0428,103.966,4,0.151
3984,Coldplay,2014-12-12,Miracles,1byIZa6CFerX5WXShwqAvf,54,0.0222,0.35,235343,0.572,0.0214,5,0.146,-8.399,1,0.0253,93.013,4,0.109
3985,Jason Gray,2014-01-01,With Every Act Of Love,3hSzCNU37Yfauxrdup4sxi,44,0.0178,0.57,216453,0.818,0.0,0,0.272,-5.784,1,0.0361,90.016,4,0.313
3986,Yogi,2014-07-15,Burial - Skrillex & Trollphace Remix,43iMSSpAQ9fYvKdvjf3ca2,47,0.0746,0.738,208000,0.988,1.31e-05,9,0.46,-1.319,0,0.327,150.015,4,0.402
3987,Jim Gaffigan,2014-04-29,Bars,54AUicKnldS6FM1ZPdMGd3,43,0.886,0.476,346347,0.965,0.0,1,0.566,-5.483,1,0.926,74.653,3,0.301
3988,Dierks Bentley,2014-01-01,Bourbon In Kentucky,21kVLskPuIBHUyfJKYYwFQ,43,0.0197,0.614,225667,0.698,2.32e-06,10,0.111,-6.15,1,0.0328,102.051,4,0.285
3989,Bassnectar,2014-06-24,Now (feat. Rye Rye),2khhFANlFfpuC4MgV2Dbwc,44,0.0246,0.533,246429,0.952,0.00137,7,0.898,-3.468,1,0.059,140.035,4,0.497
3990,Camila,2014-06-03,De Venus,4TMUz1cGSMEJm9z2XOOo15,56,0.468,0.457,220413,0.605,0.0,7,0.103,-5.767,1,0.0432,134.642,4,0.173
3991,Cole Swindell,2014-02-18,Swayin',4f0F00ALzEMFh7tCvscXss,42,0.0664,0.425,206453,0.689,0.0,8,0.102,-3.153,1,0.0335,145.868,4,0.384
3992,The Brian Jonestown Massacre,2014-05-19,Vad Hände Med Dem?,1hTXo2iVw4fMyAwt9nzA51,51,0.000198,0.412,281293,0.94,0.454,4,0.128,-4.566,1,0.0405,79.891,4,0.847
3993,Slipknot,2014-10-15,The Burden,1y2Eef8fVUIaqTrPPmIowD,47,0.000138,0.542,323293,0.991,0.000721,11,0.109,-3.244,0,0.0738,115.037,4,0.0523
3994,Jamie Foxx,2014-11-14,The City's Yours,3aLbDGVIbZHUDjQXjfrvBP,49,0.0827,0.531,192133,0.808,0.0,1,0.124,-4.282,1,0.0529,166.935,4,0.339
3995,Michael Jackson,2014-05-09,Loving You,4T1JlEsHdrxGxBltSFe5yA,50,0.0997,0.711,195480,0.744,1.91e-05,7,0.147,-4.007,0,0.068,94.523,4,0.676
3996,OK Go,2014-10-14,Obsession,4wOMCd0BNGbafudqSZ70it,46,0.000987,0.757,188058,0.567,0.00565,9,0.119,-5.171,1,0.0612,104.011,4,0.498
3997,Young Thug,2014-05-20,Danny Glover,0VL32DjEZZiOj2dYo9a0NX,44,0.21,0.864,197528,0.578,0.00301,9,0.211,-11.12,1,0.0783,117.002,4,0.198
3998,Mike Ryan,2014-08-19,Bad Reputation,0icfvcZgDWltdFtgBZNUB2,41,0.0302,0.645,219613,0.799,2.43e-06,11,0.351,-5.085,0,0.0293,105.018,4,0.558
3999,Jordan Rakei,2014-08-15,Add the Bassline,1oQbDSv5togt85za7IsTsc,53,0.176,0.741,158145,0.349,0.000114,11,0.118,-9.593,1,0.213,89.953,4,0.511
4000,Fox Academy,2014-01-20,And Also I'm Really Scared,1xJpwbmRA4V2quPjStjpeU,44,0.941,0.565,130095,0.232,0.000185,3,0.1,-16.905,1,0.029,109.026,4,0.218
4001,MC Magic,2014-05-05,Without You (feat. Nichole),4e0SLDU1gDDyJSscUmA8hm,42,0.467,0.748,255034,0.545,0.0,0,0.111,-8.574,0,0.174,74.032,4,0.251
4002,Eric Bellinger,2014-02-11,The 1st Lady,4xYZSV9X6dZJrLpeGlOONQ,42,0.688,0.593,164539,0.404,4.96e-06,5,0.191,-12.002,0,0.39,88.515,4,0.661
4003,The Amity Affliction,2014-07-10,Death's Hand,5Vu5lIGzOO2oU2vliYb5FR,46,0.000338,0.35,254907,0.971,0.0,0,0.192,-3.515,0,0.243,155.852,4,0.168
4004,$uicideBoy$,2014-09-24,nm jc,7cyBGE1p6xTLTN773t0sul,45,0.764,0.932,98899,0.705,0.024,11,0.108,-7.835,0,0.193,118.996,4,0.528
4005,Timeflies,2014-01-01,Swoon,1IIu1UD1LacE6RwgqyG0sv,42,0.0839,0.567,199547,0.786,0.0,5,0.16,-3.854,1,0.236,195.956,4,0.633
4006,Bleachers,2014-07-11,Reckless Love,1K8ZuQfhINJkswTTzTG036,44,0.0779,0.631,181320,0.705,0.0846,6,0.111,-8.612,0,0.0775,160.036,4,0.437
4007,First Aid Kit,2014-06-06,Master Pretender,1yUNP810gdYDu61k2izbLB,48,0.07,0.619,227507,0.836,0.00752,0,0.125,-6.14,1,0.0418,105.947,4,0.347
4008,Revancha Nortena,2014-03-04,Estoy Aprendiendo,3z6j6dlcix9Mr6sahM1hl4,41,0.473,0.757,173064,0.645,2.4e-06,0,0.293,-6.452,1,0.0305,108.843,4,0.851
4009,Cathedrals,2014-09-03,In the Dark,49gE0a0YPRMXRp43QhnHH8,47,0.00167,0.598,223759,0.847,0.00249,8,0.0831,-4.271,0,0.0541,133.01,4,0.554
4010,Ice Nine Kills,2014-01-21,Let's Bury The Hatchet...In Your Head,7zcLa7PhTUNBkaLczLsFbJ,44,1.38e-05,0.494,231587,0.995,0.000391,7,0.297,-2.534,1,0.18,109.867,4,0.12
4011,Lindsey Stirling,2014-04-29,Swag,0tgSfSdSQHCaHUVPKtZ0xX,42,0.00168,0.577,190187,0.912,0.000901,11,0.192,-5.134,0,0.0569,110.01,4,0.64
4012,Keys N Krates,2014-09-23,Hypnotik - Original Mix,1RrB3M2ut9F9p7sshJo278,44,0.00472,0.607,215172,0.766,0.304,11,0.156,-6.795,0,0.194,155.063,4,0.489
4013,Lalo Mora,2014-01-31,Si Llego a Viejo,1xGmunwJ2WDoZhq91ydrEx,41,0.2,0.523,244440,0.821,0.0,2,0.135,-3.37,1,0.139,180.174,3,0.698
4014,Susto,2014-04-01,Dream Girl,7C8WEAHgw8fP1FUnYupz8b,41,0.583,0.581,220725,0.569,0.000135,9,0.11,-7.377,1,0.0293,140.05,4,0.359
4015,Esperanza de Vida,2014-10-14,Toda la Gloria,108rn8fBtcwYFd7kQzdvRA,52,0.211,0.455,360387,0.582,4.06e-05,7,0.23,-5.834,1,0.0383,143.798,4,0.285
4016,The Fray,2014-02-21,Hold My Hand,3aJ8OhUeCybCDo2qdYfwDr,48,0.00124,0.468,221613,0.878,0.0,5,0.0734,-3.434,1,0.0522,156.049,4,0.186
4017,UGK,2014-03-14,The Game Belongs to Me,6pGAocXStllfLehgNWqC3b,42,0.00617,0.906,314213,0.745,0.0,1,0.0814,-6.189,1,0.064,130.025,4,0.936
4018,Luke,2014,Scarred,0NXA8wKGM6eRgLzpJXanGL,43,0.0272,0.846,206054,0.922,0.0,7,0.76,-5.185,1,0.242,146.726,4,0.908
4019,Pink Floyd,2014-11-07,"Side 3, Pt. 7: Talkin' Hawkin'",5zezxlbGoSr1q3GJ4PMRUW,47,0.293,0.173,209120,0.389,0.699,9,0.112,-14.244,1,0.0333,83.482,3,0.0654
4020,Ricky Dillard & New G,2014-06-10,Amazing,0esD1B4E47Ei4iYDVaEU3e,42,0.173,0.469,469571,0.81,0.0,1,0.0921,-3.194,1,0.0513,86.998,4,0.37
4021,La Adictiva Banda San José de Mesillas,2014-07-29,Dime Qué Prefieres,1vTpmooOwgFwnKIy0dyx6i,42,0.577,0.791,206840,0.584,0.0,7,0.0595,-2.706,0,0.0362,120.107,4,0.813
4022,Krewella,2014-11-24,Say Goodbye,2Hlfm48wmDNFHTZM7qqEWV,49,0.000175,0.475,233133,0.95,0.00378,7,0.876,-3.029,1,0.0842,179.98,4,0.316
4023,Jason Aldean,2014-10-07,Laid Back,4eJpURza5Bohp55WVquN07,42,0.0918,0.602,184093,0.827,1.37e-05,2,0.373,-4.282,1,0.0339,104.987,4,0.776
4024,Bonobo,2014-12-01,Return to Air,6CxfaUiVzPPjxtyDwjiH6q,49,0.213,0.731,302543,0.671,0.182,4,0.143,-9.307,0,0.0504,100.012,4,0.055
4025,John Murphy,2014-01-07,Adagio in D Minor,6zuQUtY40YRNZprLy96QGR,51,0.00414,0.174,249647,0.485,0.764,7,0.0994,-8.419,1,0.0361,119.049,4,0.0373
4026,Goldroom,2014-06-10,Fifteen - Oxford Remix,0QjKZp8duOJDN66nLRux5O,50,0.0575,0.683,318627,0.485,0.0631,2,0.25,-10.881,1,0.0398,123.001,4,0.194
4027,Trevor Hall,2014-06-17,Obsidian,4O4PkEJ4hescDZAH3eU3BT,44,0.376,0.476,355499,0.448,0.00015,8,0.129,-11.77,1,0.0263,80.001,4,0.337
4028,Tmsoft’s White Noise Sleep Sounds,2014-11-11,Babbling Brook,0RH4uuDcemNyOzs7LqiEhs,42,0.908,0.203,590000,0.994,0.631,7,0.971,-25.729,0,0.076,124.522,3,0.00458
4029,Jack & Jack,2014-09-02,Tides,1Bno7RwqMYsk49dtfSlYSf,47,0.34,0.645,224000,0.875,0.0,0,0.841,-2.811,0,0.0398,89.976,4,0.66
4030,R.E.M.,2014-04-19,Losing My Religion,1ZyBSeyX7ISulW1NARgWFS,64,0.804,0.692,293867,0.781,0.0,9,0.929,-6.257,0,0.0381,121.811,4,0.716
4031,Sonny Side Up,2014-07-17,I'm Alright,254NRuC2jeWrhfcd76Bp1R,45,0.0856,0.372,260000,0.928,0.0465,7,0.114,-1.84,1,0.0455,115.992,4,0.0869
4032,Fly Golden Eagle,2014-10-14,Tangible Intangible,4pKll77kfg4EUrzmOUC39S,41,0.154,0.466,312027,0.704,0.000656,2,0.148,-8.626,1,0.0274,104.074,4,0.59
4033,Tia,2014-10-15,The Glory Days,1XwrOMkzPExJHjSOfUaUy7,51,0.00504,0.498,253787,0.72,0.00256,6,0.0824,-5.286,1,0.0376,92.028,4,0.402
4034,P-Lo,2014-02-26,Going To Work,1iri2k9wVGJl2UQuHlNxrM,42,0.191,0.932,197188,0.533,0.0,6,0.121,-8.484,0,0.202,95.97,4,0.892
4035,Tritonal,2014-02-03,Now Or Never - Estiva Vs. Juventa Remix,3LQxo27aEIRGxAypPq9fFs,46,0.004,0.639,337500,0.775,0.000409,9,0.15,-5.771,1,0.224,128.007,4,0.265
4036,Chris Renzema,2014-08-06,There Came A Light,5GAC8ulpuvawmArIzKsRE6,43,0.505,0.405,282771,0.296,0.0,6,0.141,-12.634,1,0.0307,108.124,4,0.16
4037,Cloud Nothings,2014-04-01,I'm Not Part of Me,68rdZO4AcPakdi2zaS7kPI,42,0.0524,0.389,275309,0.955,0.652,1,0.0815,-4.962,1,0.0599,86.927,4,0.431
4038,Selena Gomez & The Scene,2014-11-24,Tell Me Something I Don't Know,0AbLBnxjPyqmBMW2slYukj,49,0.139,0.711,175333,0.933,0.0,7,0.0593,-3.339,0,0.192,145.059,4,0.917
4039,Sisterbrother,2014-11-18,Clothed My Skin,1RFtyOLXKhuBYklV3uoFLf,44,0.41,0.44,196160,0.407,0.00148,5,0.116,-11.606,1,0.0371,95.993,4,0.124
4040,Mitski,2014-11-11,Carry Me Out,0zXDEhxZ02tdfIyAYAf4QL,44,0.0199,0.154,233493,0.382,0.000725,7,0.162,-8.717,1,0.0312,75.495,4,0.113
4041,Alfredo Olivas,2014-04-09,Inicio del Final,4vppA9v4OCXvyXIy0pKR2O,53,0.523,0.661,257373,0.533,3.42e-06,7,0.0708,-7.982,1,0.084,154.876,4,0.679
4042,Wilo D New,2014-02-05,Menea Tu Chapa,7G6dxux3uUjSfQY7MP9J5W,54,0.0798,0.873,175334,0.924,0.44,0,0.0393,-1.781,1,0.0539,129.99,4,0.725
4043,The Brilliance,2014-12-02,Genevieve,0DFghZxn6K6F4df74vYacV,43,0.789,0.466,142827,0.315,0.0132,7,0.0604,-10.529,1,0.0414,137.457,4,0.294
4044,Florida Georgia Line,2014-09-23,Dirt - Acoustic Remix,2tGeKBHF2LezykN5E6zQah,42,0.134,0.648,228227,0.861,0.0,2,0.173,-4.771,1,0.0297,122.018,4,0.653
4045,D'Angelo,2014-12-15,Ain't That Easy,2yx7XX9v7M6yhm2fBG7K3E,47,0.137,0.545,289347,0.644,0.000402,6,0.185,-8.111,1,0.415,176.176,4,0.614
4046,Glass Animals,2014-06-06,Hazey - Stripped,3hNKgQkCSn8eGTfyfiGWN3,45,0.335,0.684,228853,0.49,0.0574,7,0.171,-16.223,1,0.111,97.878,4,0.658
4047,Dvicio,2014-09-08,Enamorate,4VRP8DfxO2qQOZrnbaj324,60,0.285,0.665,194893,0.843,0.0,0,0.422,-4.215,1,0.0355,93.993,4,0.78
4048,Alex Goot,2014-01-25,Counting Stars,59z6KzkGfy3XCBOQX45CU5,54,0.233,0.66,203000,0.728,0.0,1,0.331,-4.222,0,0.042,121.902,4,0.646
4049,Magic Man,2014-07-07,Texas,5K19S5sw856o8o12xMLlet,42,0.00434,0.559,217000,0.923,5.77e-06,4,0.115,-5.682,1,0.0603,144.978,4,0.448
4050,Fabolous,2014-12-25,We Good,11B2LpmjMH4BH1XwynLT9R,42,0.0847,0.761,256507,0.818,0.0,6,0.249,-2.705,0,0.0398,120.047,4,0.359
4051,Palace,2014-10-20,I Want What You Got,6wimdClggXbqamkhOsyRQ9,46,0.147,0.383,242430,0.393,0.00511,2,0.142,-9.357,1,0.0252,88.127,4,0.177
4052,Foster The People,2014-03-14,The Truth,78bu4n5qQrykz0OFKVOo48,47,0.0103,0.516,269520,0.804,0.0115,8,0.0981,-7.524,1,0.0478,134.998,4,0.263
4053,Night Lovell,2014-12-21,Forget About Me,2X2tfg4uv39KM3dJEAnFXg,50,0.107,0.575,170356,0.909,0.000535,7,0.272,-2.134,1,0.0749,114.803,4,0.177
4054,Death From Above 1979,2014-09-09,"Right On, Frankenstein!",32XH0vxdpKpcJ80NSpRbbz,41,0.000102,0.219,185387,0.986,0.0013,5,0.148,-3.141,1,0.175,102.707,4,0.323
4055,Luis Santiago,2014-09-26,Se Mueven las Aguas,3LtpWjUOqFGG4rFWGBn8MD,48,0.255,0.539,237558,0.826,1.33e-06,7,0.147,-4.449,1,0.0341,140.015,4,0.429
4056,Daniel Huttlestone,2014-01-01,Your Fault,3iQ9onZZFg0IfXoZUZne3q,46,0.884,0.877,117107,0.405,0.0,9,0.107,-10.995,1,0.232,104.473,4,0.854
4057,Aaron West and The Roaring Twenties,2014-07-08,Our Apartment,3uoQIZiEENqa7yEObOSakx,43,0.646,0.454,213627,0.66,0.0,7,0.188,-6.028,1,0.0406,140.715,4,0.314
4058,Syn Cole,2014-05-08,Miami 82 - Lucas Silow Remix,1hlSU2dSXytehUIWL16kao,50,0.00135,0.645,271875,0.912,0.679,5,0.287,-3.662,1,0.0615,128.017,4,0.379
4059,TheAtlanticCraft,2014-12-03,The Herobrine,2XAw9E2p1dsH4f3dfxxqr3,49,0.201,0.709,251347,0.81,0.0,1,0.0569,-5.983,0,0.0478,110.014,4,0.773
4060,This Wild Life,2014-05-27,History,52AtInlpQrAQ3KsMoGlxsv,45,0.606,0.56,232194,0.515,0.0,8,0.0801,-6.53,1,0.0269,140.132,4,0.145
4061,BTS,2014-02-12,Intro: Skool Luv Affair,6xLm5hdcUTmZPWUzPnQ9US,49,0.0601,0.587,178282,0.821,0.0,4,0.0599,-2.701,0,0.428,93.841,4,0.671
4062,Carrie Underwood,2014-12-09,Inside Your Heaven,25ry9EyyRsp1dDctlAclin,44,0.123,0.38,243267,0.596,1.46e-06,7,0.132,-3.469,1,0.0315,134.443,4,0.16
4063,Steffany Gretzinger,2014-08-25,Steady Heart (feat. Amanda Cook),25wZqgfoRziszEbWkzjd1g,44,0.615,0.416,329098,0.416,0.00562,2,0.0645,-13.666,1,0.0393,154.91,4,0.132
4064,Melendi,2014-11-25,La promesa,2GJyBJWPmnM7pK961cB6iV,63,0.0674,0.584,233040,0.73,0.00849,8,0.288,-5.095,1,0.0355,153.929,4,0.414
4065,Pitbull,2014-11-21,"Celebrate (From the Original Motion Picture ""Penguins of Madagascar"")",3hm9Df6fGtYVPicuJulXyN,50,0.0136,0.684,192827,0.853,1.45e-05,9,0.0566,-2.565,0,0.0616,126.952,4,0.933
4066,Modern Baseball,2014-02-11,The Old Gospel Choir,3pDyhLU2DKkyXoZCwDwu3W,43,0.0067,0.422,153082,0.634,0.0,10,0.0832,-7.065,1,0.0534,117.119,4,0.278
4067,Motionless In White,2014-01-01,Everybody Sells Cocaine,3urvLj0cPDgdX7PnPNVeG5,45,3.15e-05,0.313,235227,0.962,0.000146,7,0.137,-3.989,1,0.15,129.982,4,0.294
4068,The Script,2014-09-12,The Energy Never Dies,5W2FRXOq70ADDROFMvWky8,54,0.0794,0.547,255107,0.791,0.0,7,0.237,-5.222,1,0.0306,137.513,4,0.477
4069,Alan Silvestri,2014-04-28,"""All That Is or Ever Was or Ever Will Be""",1Ig5PYAhZaCiCVAdIEcdAC,48,0.981,0.292,95720,0.139,0.00538,5,0.32,-16.134,1,0.0354,73.37,4,0.0338
