,artist_name,release_date,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
0,J. Cole,2014-12-09,No Role Modelz,62vpWI1CHwFy7tMIcSStl8,83,0.302,0.696,292987,0.521,0.0,10,0.0565,-8.465,0,0.332,100.0,4,0.458
1,Vance Joy,2014-09-09,Riptide,3JvrhDOgAt6p7K8mDyZwRd,79,0.431,0.484,204280,0.731,0.0,1,0.151,-6.694,1,0.0379,101.654,4,0.51
2,Hozier,2014-09-19,Take Me to Church,1CS7Sd1u5tWkstBhpssyjP,77,0.634,0.566,241693,0.664,0.0,4,0.116,-5.303,0,0.0464,128.945,4,0.437
3,J. Cole,2014-12-09,Wet Dreamz,6Ius4TC0L3cN74HT7ENE6e,79,0.0752,0.504,239320,0.705,0.0,6,0.128,-8.205,0,0.364,175.483,4,0.584
4,Sam Smith,2014-01-01,Stay With Me,5Nm9ERjJZ5oyfXZTECKmRt,85,0.588,0.418,172724,0.42,6.39e-05,0,0.11,-6.444,1,0.0414,84.094,4,0.184
5,WALK THE MOON,2014-12-02,Shut Up and Dance,0kzw2tRyuL9rzipi5ntlIy,82,0.00701,0.578,199080,0.866,0.0,1,0.257,-3.804,1,0.0619,128.038,4,0.619
6,Ty Dolla $ign,2014-06-10,Or Nah - Remix,7t2bFihaDvhIrd2gn2CWJO,79,0.22,0.805,242983,0.33,0.0,1,0.105,-8.712,0,0.1,121.97,4,0.211
7,Alex & Sierra,2014-10-06,Little Do You Know,1almCHdsfikRPfVB9VrEdT,81,0.746,0.5,185200,0.292,0.0,0,0.188,-8.554,1,0.0323,145.879,4,0.37
8,James Bay,2014-12-15,Let It Go,13HVjjWUZFaWilh2QUJKsP,75,0.818,0.546,260533,0.311,1.65e-05,1,0.107,-10.396,1,0.0288,147.464,4,0.246
9,Sam Smith,2014-01-01,I'm Not The Only One,7795WJLVKJoAyVoOtCWqXN,84,0.529,0.677,239317,0.485,2.04e-05,5,0.0766,-5.795,1,0.0361,82.001,4,0.493
10,OneRepublic,2014-01-01,Counting Stars,6sy3LkhNFjJWlaeSMNwQ62,74,0.0654,0.664,257840,0.705,0.0,1,0.115,-4.972,0,0.0382,122.017,4,0.477
11,Ed Sheeran,2014-06-21,Thinking out Loud,34gCuhDGsG4bRPIf9bb02f,84,0.474,0.781,281560,0.445,0.0,2,0.184,-6.061,1,0.0295,78.998,4,0.591
12,Labrinth,2014-11-21,Jealous,4L2K7JKseFCBoHMZEAszW0,81,0.873,0.435,287693,0.155,0.0,1,0.107,-8.948,1,0.046,128.532,3,0.0935
13,Ariana Grande,2014-11-24,Santa Tell Me,0lizgQ7Qw35od7CYaoMBZb,79,0.0545,0.506,204093,0.628,0.0,7,0.301,-7.316,1,0.173,191.708,4,0.556
14,JAY Z,2014-12-09,Ni**as In Paris,2KpCpk6HjXXLb7nnXoXA5O,73,0.0763,0.757,219320,0.882,0.0,1,0.251,-6.125,1,0.248,140.047,4,0.684
15,Milky Chance,2014-06-20,Stolen Dance,6vECYJHxYmm3Ydt3fF01pE,73,0.41,0.887,313684,0.584,0.000314,11,0.101,-8.798,1,0.0381,114.016,4,0.677
16,J. Cole,2014-12-09,G.O.M.D.,16qYlQ6koFxYVbiJbGHblz,76,0.331,0.889,301133,0.393,8.67e-06,4,0.283,-10.821,0,0.267,128.065,4,0.304
17,Ariana Grande,2014-08-25,One Last Time,7xoUc6faLbCqZO6fQEYprd,82,0.093,0.628,197267,0.593,1.65e-06,8,0.096,-5.036,1,0.0323,125.026,4,0.104
18,Ed Sheeran,2014-06-21,Photograph,1HNkqx9Ahdgi1Ixy2xkKkL,85,0.607,0.614,258987,0.379,0.000464,4,0.0986,-10.48,1,0.0476,107.989,4,0.201
19,Aaron Smith,2014-11-07,Dancin (feat. Luvli) - Krono Remix,6WkJ2OK163XXS2oARUC9JM,85,0.101,0.72,198053,0.741,1.41e-05,10,0.289,-6.529,0,0.0287,119.896,4,0.357
20,Sam Hunt,2014-10-27,House Party,1TwLKNsCnhi1HxbIi4bAW0,73,0.113,0.747,190240,0.861,0.0,8,0.026,-5.251,1,0.0514,103.966,4,0.859
21,Childish Gambino,2014-10-03,Sober,5NhlpQ6BOIz3S5welptk1W,74,0.124,0.707,252026,0.562,1.58e-05,0,0.561,-7.621,1,0.0305,98.094,4,0.418
22,A Great Big World,2014-01-17,Say Something,6Vc5wAMmXdKIAM7WUoEb7N,79,0.857,0.407,229400,0.147,2.89e-06,2,0.0913,-8.822,1,0.0355,141.284,3,0.0765
23,G-Eazy,2014-06-20,I Mean It (feat. Remo),6jmTHeoWvBaSrwWttr8Xvu,75,0.125,0.712,236480,0.562,0.0,10,0.136,-6.008,1,0.129,140.0,4,0.142
24,Avicii,2014-01-01,The Nights,0ct6r3EGTcMLPtrXHDvVjc,82,0.0166,0.527,176658,0.835,0.0,6,0.249,-5.298,1,0.0433,125.983,4,0.654
25,Mac DeMarco,2014-04-01,Chamber Of Reflection,1MJ5f5EYBC92ADD6xcz7nb,74,0.263,0.537,231724,0.558,0.91,11,0.102,-8.678,1,0.0929,131.037,4,0.505
26,American Authors,2014-01-01,Best Day Of My Life,5Hroj5K7vLpIG4FNCRIjbP,77,0.0629,0.673,194240,0.902,0.000174,2,0.0552,-2.378,1,0.0347,100.016,4,0.521
27,Sage The Gemini,2014-03-25,Red Nose,1KIQ0RscHwxXPJUvhuO5Bl,74,0.414,0.681,193200,0.473,0.0,11,0.0794,-5.733,0,0.449,194.826,4,0.766
28,Rascal Flatts,2014-01-01,I Like The Sound Of That,5S5rw0WLVCAux5B5bWCehK,70,0.257,0.611,209280,0.8,0.0,0,0.194,-5.61,1,0.0377,89.974,4,0.527
29,5 Seconds of Summer,2014-06-27,She Looks So Perfect,1gugDOSMREb34Xo0c1PlxM,71,0.000668,0.493,202496,0.956,0.0,1,0.416,-4.221,0,0.138,160.006,4,0.47
30,Hozier,2014-09-19,Cherry Wine - Live,1C042FLYy7rP3MfnkOcnha,71,0.951,0.415,240147,0.11,0.00236,1,0.0962,-14.901,1,0.0388,81.876,4,0.234
31,Disclosure,2014-01-01,Latch,1DunhgeZSEgWiIYbHqXl0c,70,0.0178,0.729,255867,0.735,0.000193,1,0.089,-5.455,1,0.0919,121.986,4,0.544
32,Bobby Shmurda,2014-07-25,Hot N*gga,19gEmPjfqSZT0ulDRfjl0m,74,0.0505,0.794,194561,0.51,1.81e-06,9,0.0562,-7.314,1,0.42,167.879,4,0.18
33,ScHoolboy Q,2014-01-01,Collard Greens,0zO8ctW0UiuOefR87OeJOZ,73,0.025,0.825,299960,0.575,9.94e-06,11,0.205,-4.87,1,0.0633,153.954,4,0.65
34,Lee Brice,2014-09-09,I Don't Dance,5aj0xPGiEUN3aI2oOYu14S,70,0.399,0.587,221173,0.559,6.69e-06,1,0.0992,-7.742,1,0.0321,92.036,4,0.19
35,Jessie J,2014-10-14,Bang Bang,0puf9yIluy9W0vpMEUoAnN,78,0.26,0.706,199387,0.786,0.0,0,0.38,-3.417,0,0.0909,150.035,4,0.749
36,Pitbull,2014-11-21,Time of Our Lives,2bJvI42r8EF3wxjOuDav4r,77,0.0921,0.72,229360,0.802,0.0,1,0.694,-5.797,1,0.0582,124.043,4,0.723
37,Sam Hunt,2014-10-27,Break Up In A Small Town,7aftSOGSOpSoIlVAQVBb71,71,0.0749,0.579,229880,0.776,0.0,8,0.239,-5.365,1,0.173,136.044,4,0.434
38,5 Seconds of Summer,2014-06-27,Amnesia,1JCCdiru7fhstOIF4N7WJC,70,0.0283,0.572,237248,0.499,0.0,2,0.213,-5.237,1,0.0311,101.593,4,0.108
39,Migos,2014-06-03,Fight Night,2n5gVJ9fzeX2SSWlLQuyS9,71,0.182,0.874,216248,0.706,0.0,1,0.334,-5.132,1,0.207,89.968,4,0.895
40,Kenny Chesney,2014-09-22,American Kids,1dgWTMoHwTUnQhOQ8SR5fV,70,0.0476,0.733,182960,0.589,5.85e-06,7,0.0366,-7.37,1,0.1,170.097,4,0.867
41,Calvin Harris,2014-10-31,Summer,6YUTL4dYpB9xZO5qExPf05,80,0.0211,0.596,222533,0.856,0.0178,4,0.141,-3.556,0,0.0346,127.949,4,0.743
42,Nicki Minaj,2014-12-15,Only,4MRT0dDbhqFKl67WzhUbSw,69,0.405,0.573,312027,0.495,0.0,8,0.0969,-7.245,0,0.592,179.196,3,0.255
43,One Direction,2014-11-17,Night Changes,5O2P9iiztwhomNh8xkR9lJ,77,0.859,0.672,226600,0.52,0.0,8,0.115,-7.747,1,0.0353,120.001,4,0.37
44,Vance Joy,2014-09-09,Georgia,429EttO8gs0bDo2SQfUNSm,71,0.312,0.388,230507,0.66,0.000307,11,0.0943,-7.372,1,0.0308,143.554,4,0.401
45,Ariana Grande,2014-08-25,Love Me Harder,5J4ZkQpzMUFojo1CtAZYpn,76,0.00937,0.472,236133,0.714,0.0,1,0.0764,-4.389,0,0.0334,98.992,4,0.24
46,Sam Hunt,2014-10-27,Make You Miss Me,0xwPzLmBAYro8BUz7MrtAo,70,0.158,0.614,225693,0.472,0.0,7,0.111,-6.626,1,0.0297,146.005,4,0.168
47,Usher,2014-11-21,I Don't Mind (feat. Juicy J),7aXuop4Qambx5Oi3ynsKQr,73,0.205,0.87,251989,0.464,0.0,4,0.0902,-8.337,1,0.178,112.974,4,0.457
48,J. Cole,2014-12-09,Love Yourz,4gkl7QbQvBd3TM9PhlWFkI,71,0.609,0.502,211680,0.623,0.0,8,0.119,-8.812,1,0.441,75.555,1,0.399
49,Dierks Bentley,2014-01-01,Drunk On A Plane,1soxUgYIZb1qx1c7o1Lc7z,69,0.00512,0.439,254467,0.754,7.45e-06,9,0.186,-5.566,1,0.0323,205.958,4,0.668
50,Young Money,2014-01-01,Trophies,6HfOzLLjsaXsehIFEsrxTk,72,0.158,0.741,188320,0.699,0.0,1,0.137,-7.467,1,0.441,143.936,4,0.268
51,Chris Brown,2014-09-16,Loyal (feat. Lil Wayne & Tyga),5BrTUo0xP1wKXLJWUaGFtk,75,0.0168,0.841,264947,0.522,1.37e-06,10,0.188,-5.963,0,0.049,99.059,4,0.616
52,ScHoolboy Q,2014-01-01,Man Of The Year,5SsR3wtCOafDmZgvIdRhSm,72,0.00536,0.749,216013,0.865,0.0,3,0.198,-5.228,1,0.0413,111.914,4,0.371
53,Andy Grammer,2014-08-05,"Honey, I'm Good.",4MflGTO2ZTcSQ12bWcyRgI,72,0.0324,0.752,199263,0.775,0.0,9,0.351,-7.289,1,0.0546,122.014,4,0.595
54,Hozier,2014-09-19,Someone New,2DNXgvkyv35vTWvdgjs7qn,69,0.429,0.443,222813,0.533,3.66e-06,7,0.332,-5.956,1,0.0473,183.791,4,0.596
55,Romeo Santos,2014-02-25,Propuesta Indecente,5PycBIeabfvX3n9ILG7Vrv,77,0.499,0.757,235133,0.632,0.0,2,0.0723,-6.83,1,0.0549,122.936,4,0.742
56,J. Cole,2014-12-09,A Tale of 2 Citiez,7lL3MvFWFFSD25pBz72Agj,70,0.553,0.559,269787,0.556,0.0,6,0.251,-7.844,1,0.531,189.861,4,0.362
57,Hozier,2014-09-19,Work Song,5TgEJ62DOzBpGxZ7WRsrqb,69,0.749,0.531,229720,0.363,0.0,10,0.112,-7.672,1,0.0608,121.412,4,0.259
58,Vance Joy,2014-09-09,Mess Is Mine,29jtZGdgpE2lWm2mkIt6HS,70,0.047,0.595,223640,0.723,0.0286,7,0.0995,-8.256,1,0.0349,108.043,1,0.272
59,Glass Animals,2014-06-03,Gooey,1gk3FhAV07q9Jg77UxnVjX,71,0.736,0.487,289307,0.369,3.75e-05,11,0.0925,-13.424,0,0.0406,183.114,4,0.106
60,J. Cole,2014-12-09,Apparently,1HNs07uZxZniPNmniw2GTa,70,0.564,0.801,293040,0.543,0.0,5,0.116,-9.236,1,0.091,133.982,4,0.534
61,The Walters,2014-11-28,I Love You So,1175r6ZmkUjX8dRJLz9Ohk,71,0.65,0.578,160254,0.669,0.0,10,0.13,-4.898,1,0.0377,75.995,4,0.503
62,Little Big Town,2014-10-21,Girl Crush,11qh54D0PKkBwelpDxxiEU,69,0.842,0.5,193320,0.225,0.0,0,0.112,-10.22,1,0.0302,173.788,3,0.355
63,Becky G,2014-04-23,Shower,3DmW6y7wTEYHJZlLo1r6XJ,76,0.0317,0.699,206167,0.529,3.59e-05,2,0.285,-7.548,1,0.0487,119.987,4,0.121
64,Birdy,2014-04-13,Not About Angels,5sF7hdYvhrcgNq8NZjfK8L,76,0.964,0.405,189475,0.111,4.37e-05,0,0.0872,-11.879,1,0.0369,116.86,4,0.219
65,Cherub,2014,Doses & Mimosas,44CZRkOxv7UItaAUmh8PgN,68,0.114,0.775,323253,0.655,0.00016,5,0.035,-7.333,1,0.102,114.503,4,0.346
66,SALES,2014-06-06,Chinese New Year,0SIAFU49FFHwR3QnT5Jx0k,71,0.759,0.744,160000,0.845,0.232,4,0.1,-7.422,0,0.253,75.221,4,0.749
67,The Weeknd,2014-12-23,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",2PIvq1pGrUjY007X5y1UpM,78,0.391,0.66,252227,0.382,0.0,2,0.0972,-5.919,0,0.0304,119.875,3,0.436
68,K CAMP,2014-09-04,Comfortable,2BqQQXuBOuhaWeUP7okEx0,68,0.72,0.775,211573,0.417,0.0,7,0.125,-8.895,0,0.0974,109.956,4,0.608
69,Coldplay,2014-05-19,A Sky Full of Stars,0FDzzruyVECATHXKHFs9eJ,78,0.00713,0.551,268467,0.636,0.00203,6,0.217,-7.125,1,0.0281,124.996,4,0.153
70,Tink,2014,Treat Me Like Somebody,2mx4wF6IW1mfZmWtENDBUU,69,0.474,0.529,238355,0.36,0.0,4,0.0446,-10.84,1,0.113,129.387,4,0.553
71,Taylor Swift,2014-10-27,Shake It Off,5xTtaWoae3wi06K5WfVUUH,67,0.0561,0.648,219200,0.785,0.0,7,0.148,-5.414,1,0.165,160.02,4,0.943
72,SoMo,2014-01-01,Ride,1CI6YgwwNq3VfhgxPuEpE6,67,0.398,0.696,289133,0.53,0.0,11,0.0823,-7.554,1,0.0487,114.943,4,0.307
73,Taylor Swift,2014-10-26,Blank Space,1kHEuJRasudLhjvnbfc4yS,68,0.103,0.76,231827,0.703,0.0,5,0.0913,-5.412,1,0.054,95.997,4,0.57
74,Ariana Grande,2014-08-25,Break Free,12KUFSHFgT0XCoiSlvdQi4,76,0.0064,0.687,214840,0.702,4.35e-05,7,0.204,-5.324,0,0.0455,129.956,4,0.284
75,Dan + Shay,2014-04-01,Nothin' Like You,4W38RXuQNuoTSwVsQA1OGC,68,0.151,0.589,186253,0.704,0.0,4,0.067,-4.772,1,0.0303,84.956,4,0.437
76,Hozier,2014-09-19,Like Real People Do,57V4uc2b2diZ4RPHXWecb9,67,0.921,0.539,198027,0.179,0.393,7,0.106,-14.33,1,0.0309,140.01,3,0.145
77,Rich Gang,2014-06-05,Lifestyle,7DTlsMOQjGysXHpwwpHuPl,69,0.0144,0.718,269693,0.67,0.0,1,0.0851,-5.236,1,0.227,88.764,4,0.517
78,Ariana Grande,2014-08-25,Problem,7vS3Y0IKjde7Xg85LWIEdP,75,0.0192,0.66,193920,0.805,8.83e-06,1,0.159,-5.352,0,0.153,103.009,4,0.625
79,ScHoolboy Q,2014-01-01,Studio,29gsi1zZrZxdStACmTQB0Z,69,0.0507,0.709,278067,0.589,0.0,8,0.0585,-7.776,0,0.0433,133.922,3,0.58
80,Rixton,2014-01-01,Me And My Broken Heart,1oew3nFNY3vMacJAsvry0S,75,0.00682,0.544,193733,0.774,0.0,5,0.135,-4.21,0,0.0339,174.121,4,0.522
81,Sam Hunt,2014-10-27,Take Your Time,6DEaND0SHv3sC11xobZLiy,70,0.101,0.558,243707,0.719,0.0,11,0.212,-5.603,1,0.0419,158.031,4,0.483
82,Iggy Azalea,2014-01-01,Fancy,3oiMJQAWVaxSubJ7b2VUtX,69,0.0904,0.912,199938,0.716,0.0,10,0.0491,-4.141,0,0.0697,94.981,4,0.377
83,Romeo Santos,2014-02-25,Eres Mía,6I86RF3odBlcuZA9Vfjzeq,75,0.401,0.843,250640,0.729,1.2e-06,6,0.206,-3.634,0,0.0374,123.046,4,0.903
84,Travis Scott,2014-08-18,Mamacita,3SEd8nPd8MpGwk6ZZ8tk2j,71,0.0146,0.823,274320,0.768,1.03e-06,11,0.127,-6.21,1,0.0819,115.021,4,0.216
85,Speaker Knockerz,2014-09-02,Lonely,0dbZ2iUuKvsm3FupBw6M9N,68,0.126,0.802,186613,0.582,0.0,1,0.161,-7.296,0,0.235,150.002,4,0.338
86,Omarion,2014-12-02,Post to Be (feat. Chris Brown & Jhene Aiko),0fgZUSa7D7aVvv3GfO0A1n,71,0.0697,0.733,226581,0.676,0.0,10,0.208,-5.655,0,0.0432,97.448,4,0.701
87,Beyoncé,2014-11-24,Drunk in Love,6jG2YzhxptolDzLHTGLt7S,73,0.00969,0.589,323480,0.621,0.00104,5,0.181,-6.902,0,0.0468,140.03,4,0.401
88,Banda Sinaloense MS de Sergio Lizárraga,2014-06-24,Háblame De Ti,1O18MtSAMUk7JfAVB8gGzs,73,0.622,0.781,190773,0.553,1.61e-06,5,0.0832,-4.598,1,0.0454,145.06,3,0.832
89,Saint Motel,2014-08-16,My Type,2Iq6HhIquO7JKr0KfTNLzU,69,0.0641,0.596,206394,0.897,5.24e-05,10,0.0628,-2.94,1,0.0462,118.0,4,0.578
90,Romeo Santos,2014-02-25,Odio,1iLv1ieT9BZ3qsti9yTCnG,73,0.574,0.802,225000,0.725,0.0,0,0.0821,-5.965,0,0.0676,128.04,4,0.598
91,Nicki Minaj,2014-12-15,Feeling Myself,5fyIGoaaKelzdyW8ELhYJZ,67,0.437,0.564,237840,0.703,0.00927,2,0.358,-5.459,1,0.269,139.045,4,0.477
92,Tove Lo,2014-01-01,Habits (Stay High),14OxJlLdcHNpgsm4DRwDOB,68,0.0703,0.733,209160,0.65,6.59e-05,5,0.0829,-3.539,1,0.0315,110.003,4,0.348
93,MAGIC!,2014-06-25,Rude,6RtPijgfPKROxEzTHNRiDp,78,0.0423,0.774,224840,0.756,0.0,1,0.305,-4.995,1,0.0389,144.032,4,0.931
94,Chase Rice,2014-08-19,Ride (feat. Macy Maloy),1CoOHJAHtKEDnUBrp3nKAB,67,0.0374,0.666,241240,0.694,0.0,10,0.124,-7.184,1,0.0333,115.07,4,0.354
95,Cold War Kids,2014-10-31,First,3omXshBamrREltcf24gYDC,68,0.0243,0.464,200360,0.713,6.24e-06,2,0.566,-4.046,1,0.0305,78.008,4,0.537
96,Hozier,2014-09-19,Jackie and Wilson,4JpazKcfOhbwqZrsYhzHee,67,0.0579,0.555,223120,0.727,7.52e-06,6,0.0937,-4.202,1,0.0388,82.142,4,0.739
97,Slipknot,2014-10-15,The Devil In I,5hheGdf1cb4rK0FNiedCfK,72,0.00591,0.398,342821,0.939,0.000881,9,0.357,-2.865,0,0.0648,92.027,4,0.235
98,Colt Ford,2014-07-01,Workin' on,5kSPD3rOo2hGYVwheIxpv8,68,0.0658,0.521,224700,0.804,0.0,0,0.0521,-4.395,1,0.0569,143.952,4,0.553
99,Sam Smith,2014-12-05,Have Yourself A Merry Little Christmas,1Qi2wh8fFgDV7tl4Sj3f2K,72,0.953,0.399,170964,0.181,0.0,5,0.317,-9.409,1,0.0416,145.512,4,0.318
100,Set It Off,2014-10-14,Wolf in Sheep's Clothing (feat. William Beckett),4WXFDVe299Po8ih6Np54n2,68,0.00161,0.445,187880,0.907,0.0,11,0.403,-3.894,0,0.0773,165.069,4,0.71
101,STARSET,2014,My Demons,3Xfg7AegXaDLoD5GOUMf2e,72,0.00768,0.274,288036,0.652,6.42e-05,5,0.108,-6.196,0,0.0625,173.009,4,0.1
102,Chief Keef,2014-11-18,Faneto,6l4qV9VNeCOesvcLPJMO9y,67,0.346,0.849,206655,0.755,0.0,1,0.0564,-7.399,0,0.363,144.186,4,0.393
103,John Mayer,2014-05-27,XO,7cpCU3Denug5NGZsSpQl8v,74,0.749,0.431,213627,0.377,0.0,2,0.211,-9.753,1,0.0288,173.67,4,0.353
104,Beyoncé,2014-11-24,Partition,5hgnY0mVcVetszbb85qeDg,71,0.0296,0.412,319467,0.441,0.0726,11,0.306,-11.523,0,0.291,185.571,4,0.174
105,Kevin Gates,2014-12-15,I Don't Get Tired (#IDGT) (feat. August Alsina),6HMHgBHdLBQ0QYIaOp2gse,66,0.0524,0.492,209707,0.698,0.0,1,0.428,-5.606,1,0.171,139.953,4,0.288
106,Tove Lo,2014-09-24,Talking Body,2tpfxAXiI52znho4WE3XFA,66,0.0966,0.736,238427,0.761,0.0,4,0.0823,-5.449,0,0.0338,119.999,4,0.114
107,Frankie Ballard,2014-04-03,Sunshine & Whiskey,6aNwDe5YH5YUPlpHkku52w,67,0.223,0.67,182400,0.737,0.0,9,0.325,-6.794,1,0.0434,92.983,4,0.754
108,Enrique Iglesias,2014-01-01,Bailando - Spanish Version,32lm3769IRfcnrQV11LO4E,69,0.0426,0.723,243413,0.777,3.68e-06,7,0.0451,-3.503,1,0.108,91.017,4,0.961
109,OneRepublic,2014-01-01,I Lived,7D49Iig0avHre9RFSUMkd2,66,0.0746,0.599,234547,0.854,0.0,9,0.278,-5.429,1,0.0436,119.986,4,0.311
110,One Direction,2014-11-17,Steal My Girl,2Bs4jQEGMycglOfWPBqrVG,74,0.00433,0.536,228133,0.768,0.0,10,0.114,-5.948,0,0.0347,77.217,4,0.545
111,Eric Church,2014-01-01,Talladega,1TKlBK9cSrM5u4CiL4SETS,67,0.0538,0.584,262280,0.672,0.0481,1,0.0885,-8.309,1,0.0294,144.0,4,0.556
112,Chris Brown,2014-09-16,New Flame (feat. Usher & Rick Ross),3fBbfrWZUuWWrMQXFISr7N,71,0.0506,0.702,244227,0.629,0.0,1,0.0963,-4.292,1,0.041,141.967,4,0.446
113,Clean Bandit,2014-01-17,Rather Be (feat. Jess Glynne),3s4U7OHV7gnj42VV72eSZ6,73,0.162,0.799,227833,0.586,2.03e-06,11,0.193,-6.735,1,0.0377,120.97,4,0.549
114,Hozier,2014-09-19,From Eden,5aRZk9oWIYUB5alrTs8TTV,66,0.584,0.399,283467,0.673,2.44e-05,0,0.118,-5.506,1,0.0509,142.255,5,0.285
115,Austin Mahone,2014,All I Ever Need,0YEsfwQpG7ofdIiHWA0dHi,73,0.117,0.708,213747,0.647,0.0,11,0.111,-6.128,1,0.0298,129.95,4,0.654
116,Bush,2014-10-14,Glycerine,7wpYSigAhQeZp3cdsMQ3Af,66,0.0371,0.437,266493,0.337,0.000946,5,0.0981,-11.439,1,0.0326,114.239,4,0.0784
117,Beyoncé,2014-11-24,7/11,02M6vucOvmRfMxTXDUwRXu,73,0.0128,0.747,213507,0.705,0.0,9,0.126,-5.137,0,0.126,136.024,4,0.56
118,PARTYNEXTDOOR,2014-07-29,Recognize (feat. Drake),5wUUWVRvrciJqFitZF8R0P,68,0.0102,0.643,311197,0.541,0.0,2,0.102,-5.801,1,0.0426,119.501,4,0.165
119,Sage The Gemini,2014-03-25,Gas Pedal,1UMKquW1olreYO1LlLmTqi,68,0.0273,0.843,208160,0.538,0.0,1,0.124,-8.028,1,0.0833,97.49,4,0.428
120,Theory of a Deadman,2014-07-08,Angel,2qJkesdHu9sMMVFgkRkqhQ,69,0.00251,0.443,202213,0.844,0.0,11,0.085,-5.414,0,0.0425,76.001,4,0.452
121,Tove Lo,2014-01-01,Habits (Stay High) - Hippie Sabotage Remix,62N2JSA0jHmSH7Va9t7hIf,67,0.00108,0.735,258933,0.686,0.871,4,0.0933,-7.562,0,0.0366,121.011,4,0.0656
122,Blake Shelton,2014-09-30,Sangria,0p1HtkrNYxv0iDfEKwXSTp,67,0.017,0.646,233480,0.724,1.39e-06,9,0.153,-6.96,1,0.0265,115.984,4,0.54
123,Bryce Vine,2014-04-22,Sour Patch Kids,5DJNyvuMmZfsfvdTpMMmUq,66,0.0144,0.523,252547,0.783,1.71e-05,9,0.219,-5.084,1,0.0545,76.588,4,0.581
124,Taylor Swift,2014-10-27,Wildest Dreams,59HjlYCeBsxdI0fcm3zglw,65,0.0709,0.553,220440,0.664,0.0056,8,0.106,-7.417,1,0.0741,140.06,4,0.467
125,Ed Sheeran,2014-06-21,Don't,1huvTbEYtgltjQRXzrNKGi,74,0.0113,0.806,219840,0.608,0.0,1,0.635,-7.008,1,0.0659,95.049,4,0.849
126,J. Cole,2014-12-09,Fire Squad,4Tjh34RS4ACZ6f6srlDBg8,68,0.279,0.516,288200,0.738,0.0,11,0.621,-7.21,1,0.415,175.432,4,0.595
127,Wiz Khalifa,2014-08-19,So High (feat. Ghost Loft),0odHj0qIf86vHBsXB30IkZ,70,0.118,0.628,249288,0.629,0.0,6,0.102,-4.829,0,0.0485,157.99,4,0.3
128,Vance Joy,2014-09-09,Fire and the Flood,6liNJDyWJjyHAgDnAX95bw,68,0.0242,0.596,249382,0.827,0.0,5,0.0958,-4.402,1,0.0372,115.034,4,0.329
129,Sam Hunt,2014-10-27,Leave The Night On,3wx2kQWPn9p5UppQbNhPAk,66,0.0951,0.514,192160,0.951,0.0,9,0.349,-3.813,1,0.0603,171.96,4,0.838
130,ODESZA,2014-09-08,Say My Name (feat. Zyra),1LeItUMezKA1HdCHxYICed,68,0.0041,0.749,262957,0.745,0.395,6,0.0748,-7.367,0,0.0479,115.048,4,0.347
131,Jason Aldean,2014-10-07,Burnin' It Down,5HJqpDspKDKwQpLjvkcIsD,65,0.305,0.681,219160,0.795,9.41e-06,6,0.109,-6.652,1,0.049,135.939,4,0.64
132,Bahamas,2014-08-19,All The Time,0qI1W6chJgvrSAzAkX9JBa,67,0.648,0.711,234973,0.464,0.00373,4,0.0846,-4.816,0,0.0488,127.274,4,0.507
133,Kid Ink,2014-01-06,Show Me (feat. Chris Brown),4q6dqyGM25sKFU8nYAGRe4,72,0.0354,0.711,217800,0.508,0.0,7,0.141,-7.299,1,0.0494,98.098,4,0.665
134,Jacquees,2014-03-25,Come Thru,3BFrR2hemusNSuiuNWXUqO,67,0.15,0.725,291500,0.552,0.0,11,0.214,-7.369,0,0.0475,111.996,4,0.582
135,Christina Perri,2014-03-27,human,1x80xTzSL7pok3M5JC3oJz,66,0.132,0.439,250707,0.489,0.000643,8,0.114,-6.286,1,0.0368,143.808,4,0.253
136,Ty Dolla $ign,2014-01-21,Paranoid (feat. B.o.B),0Yp3wCUpjrG7NWWPDpmQXm,66,0.00888,0.858,216520,0.398,0.0,1,0.112,-11.306,1,0.0598,97.476,4,0.258
137,One Direction,2014-11-17,18,3JjnGLK8IxkNLvo8Lb3KOM,73,0.22,0.681,248360,0.582,0.0,6,0.119,-7.76,0,0.0313,124.038,4,0.221
138,Trey Songz,2014-07-01,Na Na,5maiP9UMnTSgoxPX8X3bdz,65,0.328,0.67,231907,0.476,0.0,9,0.104,-6.253,0,0.0406,96.975,4,0.235
139,Mr. Probz,2014-02-07,Waves - Robin Schulz Radio Edit,5Sf3GyLEAzJXxZ5mbCPXTu,76,0.00821,0.829,208133,0.51,0.0014,5,0.0829,-9.334,0,0.0369,119.993,4,0.45
140,The Script,2014-09-12,Superheroes,37sINbJZcFdHFAsVNsPq1i,76,0.00219,0.491,245467,0.885,0.0,3,0.0741,-4.121,1,0.0395,166.992,4,0.641
141,G-Eazy,2014-06-20,Let's Get Lost (feat. Devon Baldwin),5DSr1NMci58MEgS20vivSL,67,0.103,0.671,240680,0.672,3.98e-05,4,0.074,-9.188,0,0.12,117.96,4,0.186
142,Florida Georgia Line,2014-10-14,Anything Goes,46ZfPS5VpSQVU5gb82hg3K,66,0.00172,0.462,218867,0.977,0.0,0,0.352,-3.805,1,0.045,154.038,4,0.746
