,artist_name,track_name,track_id,popularity
56,Aminé,Caroline,5hTpBe8h35rJ67eAWHQsJx,78
57,Daniel Caesar,Get You (feat. Kali Uchis),7zFXmv6vqI4qOt4yGf3jYZ,79
58,Khalid,Coaster,39KG4kom3enSx4GTThuDGt,78
59,Marshmello,Silence,7vGuf3Y35N4wmASOKLUVVU,83
60,Kodak Black,Roll In Peace (feat. XXXTENTACION),40oKW22ZNNkEdZLJTScaQI,78
61,Halsey,Bad At Love,7y9iMe8SOB6z3NoHE2OfXl,78
62,Drake,Passionfruit,5mCPDVBb16L4XQwDdbRUpz,81
63,Ed Sheeran,Shape of You,7qiZfU4dY1lWllzX7mPBI3,87
64,Lil Skies,Red Roses (feat. Landon Cube),3ZhTT6yjZwpPph5MIJ53XY,77
65,Selena Gomez,Wolves,0tBbt8CrmxbjRP0pueQkyU,84
66,A$AP Ferg,Plain Jane,4dVpf9jZjcORqGTLUaeYj9,80
67,Lil Skies,Nowadays (feat. Landon Cube),2u7mxWSeoqTXndK5e08jMp,78
68,Daniel Caesar,Best Part (feat. H.E.R.),1RMJOxR6GRPsBHL8qeC2ux,81
69,SZA,The Weekend,6gU9OKjOE7ghfEd55oRO57,77
70,Tee Grizzley,First Day Out,3muBQDekYAg7jm6hDu6R0Z,75
71,Playboi Carti,Magnolia,1e1JKLEDKP7hEQzJfNAgPl,78
72,Billie Eilish,bellyache,51NFxnQvaosfDDutk0tams,81
73,Playboi Carti,wokeuplikethis*,59J5nzL1KniFHnU120dQzt,76
74,Dustin Lynch,Small Town Boy,2YMhrXQYKkm4kXLcXKKd5z,75
75,Portugal. The Man,Feel It Still,6QgjcU0zLnzq5OrUoSZ3OK,81
76,H.E.R.,Best Part (feat. Daniel Caesar),4OBZT9EnhYIV17t4pGw7ig,79
77,Shawn Mendes,Treat You Better,3QGsuHI8jO1Rx4JWLUh9jd,85
78,Big Sean,Bounce Back,0SGkqnVQo9KPytSri1H6cF,78
79,Lil Peep,Save That Shit,0S0vWvyZ6Rc79TXkWxT9QA,81
80,Imagine Dragons,Whatever It Takes,6Qn5zhYkTa37e91HC1D7lb,83
81,Cuco,Lo Que Siento,3oyf4dalm17kzTE8LJDbgR,77
82,Ed Sheeran,Happier,2RttW7RAu5nOAfq6YFvApB,84
83,Clairo,Pretty Girl,0KyAGiNGUytG5JLxJu4F6l,77
84,Future,Mask Off,0VgkVdmE4gld66l8iyGjgx,81
85,Lil Baby,Freestyle,5BbdKBZO0TH0GhfxUfyhL9,75
86,Billie Eilish,COPYCAT,5w7wuzMzsDer96KqxafeRK,80
87,Trippie Redd,Love Scars,0AICBlLzFCTpUqmAbtzB2z,76
88,Clairo,Flaming Hot Cheetos,1F6IbA7di42uPc3cff8PXV,77
89,PnB Rock,Selfish,2xbI8Vmyv3TkpTdywpPyNw,75
90,Billie Eilish,my boy,1RGasjWLZ4qMN7wbtkLa3u,80
91,Shawn Mendes,There's Nothing Holdin' Me Back,7JJmb5XwzOO8jgpou264Ml,84
92,G-Eazy,No Limit,2DQ1ITjI0YoLFzuADN1ZBW,78
93,Old Dominion,Written in the Sand,2A69wys3S9uiPSmn6UZWJn,75
94,The Chainsmokers,Something Just Like This,6RUKPb4LETWmmr3iAEQktW,84
95,2 Chainz,It's A Vibe,6H0AwSQ20mo62jGlPGB8S6,76
96,Jhené Aiko,Sativa,2pg2TiYo9Rb8KeB5JjP7jS,75
97,Ella Mai,Boo'd Up,0At2qAoaVjIwWNAqrscXli,76
98,Russell Dickerson,Blue Tacoma,2oPCR02nduYVpj7CTfsA0d,74
99,Bryce Vine,Drew Barrymore,0OgGn1ofaj55l2PcihQQGV,74
100,Charlie Heat,Sunshine,5aJU3H46Gn1EvaF3iMWWXN,76
101,Gucci Mane,I Get The Bag (feat. Migos),1XRgIKC5TPwo7nWGyKqgG0,76
102,Migos,Bad and Boujee (feat. Lil Uzi Vert),4Km5HrUvYTaSUfiSGPJeQR,77
103,Hailee Steinfeld,Most Girls,10GJQkjRJcZhGTLagFOC62,78
104,BROCKHAMPTON,BLEACH,0dWOFwdXrbBUYqD9DLsoyK,76
105,Tee Grizzley,From The D To The A (feat. Lil Yachty),2NyrXRn4tancYPW6JwtTl2,74
106,Dua Lipa,IDGAF,76cy1WJvNGJTj78UqeA5zr,83
107,Absofacto,Dissolve,7pBrj5rt4SSxXwFKOyZfHR,77
108,SZA,The Weekend - Funk Wav Remix,0P6AWOA4LG1XOctzaVu5tt,78
109,Tyler Childers,Feathered Indians,2tgQaL85WoRfgEa4hFQgrE,72
110,Tay-K,The Race,3wGXyJGsCf1myH5MooQIqE,75
111,blackbear,i miss the old u,1nMYtxDrONcoGnKRvxTwPv,76
112,Liam Payne,Strip That Down,4Ro98RCK90oHqqSZUnTFq5,80
113,Kodak Black,Tunnel Vision,4Q3N4Ct4zCuIHuZ65E3BD4,75
114,Khalid,Saved,248OFOZef6ShXv6DGgbnxU,77
115,Billie Eilish,hostage,1WsEgieHsWWndAzLkmV105,78
116,Kesha,Praying,0jdny0dhgjUwoIp5GkqEaA,77
117,Migos,Slippery (feat. Gucci Mane),6p8NuHm8uCGnn2Dtbtf7zE,76
118,Chord Overstreet,Hold On,5vjLSffimiIP26QG5WcN2K,79
119,Dua Lipa,New Rules,2ekn2ttSfGqwhhate0LSR0,83
120,Shawn Mendes,Mercy,0AS63m1wHv9n4VVRizK6Hc,82
121,Brett Young,In Case You Didn't Know,1DA7FEKgQeyRPtU44L5DOf,74
122,XXXTENTACION,Look At Me!,7floNISpH8VF4z4459Qo18,79
123,Zedd,Stay,6uBhi9gBXWjanegOb2Phh0,80
124,XXXTENTACION,Carry On,2yZax79pOrYuyIFVW2cZY2,77
125,PnB Rock,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",5de7ci7TFqbQ1PFgKAD7MR,72
126,NAV,Myself,05nbZ1xxVNwUTcGwLbp7CN,74
127,Foster The People,Sit Next to Me,4BdGO1CaObRD4La9l5Zanz,75
128,XXXTENTACION,I Don't Wanna Do This Anymore,5de9Ho64dovuQI8Uhn5gPD,76
129,Julia Michaels,Issues,7vu0JkJh0ldukEYbTVcqd0,73
130,SZA,Broken Clocks,2fXwCWkh6YG5zU1IyvQrbs,74
131,Billie Eilish,watch,7eB1V5LvAdxCc7brfGhRRo,78
132,DJ Khaled,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",1jYiIOC5d6soxkJP81fxq2,71
133,G-Eazy,Him & I (with Halsey),5k38wzpLb15YgncyWdTZE4,79
134,"Tyler, The Creator",Boredom,5WNYg3usc6H8N3MBEp4zVk,75
135,Maggie Lindemann,Pretty Girl - Cheat Codes X CADE Remix,1NDxZ7cFAo481dtYWdrUnR,78
136,Thomas Rhett,Marry Me,0OWZFobGSIW9GrSlQ9C5pc,73
137,Lil Uzi Vert,Dark Queen,2ZdCrBA52bb4pIG3tOOZiQ,73
138,Drake,Fake Love,343YBumqHu19cGoGARUTsd,77
139,Russell Dickerson,Yours,6RSNKGdv3nDTHqgw4bdzyF,73
140,Brett Young,In Case You Didn't Know,10M2Ex445zw585Ducldzkw,73
141,Kehlani,Honey,5QTdOvIF2ehBMZpSIIGzIo,75
142,Jeremy Zucker,talk is overrated,7cflqPPi3zWfLFRRBTWeh6,76
143,Pinkfong,Baby Shark,5ygDXis42ncn6kYG14lEVG,78
144,Niall Horan,Slow Hands,2cOUlop2ZakjOKe4WinesN,79
145,Kygo,It Ain’t Me (with Selena Gomez),12GEpg2XOPyqk03JZEZnJs,71
146,Gryffin,Feel Good (feat. Daya),0Ev562zA4pmUsBqjxsxxdx,75
147,Miguel,Come Through and Chill (feat. J. Cole & Salaam Remi),1m8WpLYXEiNVZchsWEcCSy,74
148,Famous Dex,PICK IT UP (feat. A$AP Rocky),3ncgNpxLoBQ65ABk4djDyd,74
149,Kodak Black,Codeine Dreaming (feat. Lil Wayne),4DTpngLjoHj5gFxEZFeD3J,73
150,Jaden,Icon,22nyEAEM29tcBRhukR089b,77
151,XXXTENTACION,Revenge,5TXDeTFVRVY7Cvt0Dw4vWW,77
152,Drake,Teenage Fever,6n3HGiq4v35D6eFOSwqYuo,74
153,Drake,Portland,2bjwRfXMk4uRgOD9IBYl9h,76
154,Taylor Swift,Delicate,6NFyWDv5CjfwuzoCkw47Xf,76
155,Bruno Mars,Finesse - Remix; feat. Cardi B,3Vo4wInECJQuz9BIBMOu8i,78
156,Dbangz,Thick Niggas and Anime Tiddies,33kB5gz4gzOEZVkuWKHylS,73
157,Bruno Major,Easily,2k9N4caeCIJLOWwWwssrEM,75
158,Jhené Aiko,While We're Young,4mL59LVbKgOpEACxraGYdr,73
159,"Tyler, The Creator",911 / Mr. Lonely,4bEcoz1OcfMgUbp2ft8ieQ,74
160,Quinn XCII,Flare Guns,7cM9Kqto11iJpY2RwgVJSq,73
161,Weather Factory,Deep Thunderstorm,4xyiM6KWF90l9wQh07GJvN,74
162,Chris Stapleton,Broken Halos,06gD2ZtK3Dzc1BYqWExQJJ,72
163,Lil Peep,Beamer Boy,7hf89cT5FEmLV5E9fjrjG7,76
164,Theory of a Deadman,Rx (Medicate),2UZtI2HUyLRzqBjodvcUmY,72
165,Zac Efron,Rewrite The Stars,65fpYBrI8o2cfrwf2US4gq,79
166,Brett Young,Mercy,2VIPU72L6tIR4w8J8ap6Kp,72
167,Harry Styles,Sign of the Times,5Ohxk2dO5COHF1krpoPigN,79
168,YoungBoy Never Broke Again,No Smoke,57IRaiAB4hBZu3gnNVZC0v,71
169,Ed Sheeran,Supermarket Flowers,4VuS959DSpr82t3qBqCrWG,80
170,BANNERS,Someone To You,14BH4qO7pgCmIe6mgLKOK3,76
171,Young Thug,Relationship (feat. Future),25oOaleife6E2MIKmFkPvg,73
172,Kendrick Lamar,LOYALTY. FEAT. RIHANNA.,6SwRhMLwNqEi6alNPVG00n,75
173,Calvin Harris,Slide (feat. Frank Ocean & Migos),6gpcs5eMhJwax4mIfKDYQk,75
174,Aminé,Heebiejeebies - Bonus,32xx0fAv3CIeGmNaWTHvEF,72
175,ZAYN,Dusk Till Dawn - Radio Edit,1j4kHkkpqZRBwE0A4CN4Yv,83
176,XXXTENTACION,YuNg BrAtZ,2ooF4088y5L72c4YTEJQoB,74
177,Kodak Black,Transportin',1WIZiOuNO3woKfdlSK2gNn,72
178,Trippie Redd,It Takes Time,7022xokeCJFSeZxw2npVkn,71
179,Lil Uzi Vert,Sauce It Up,1uL78kFWxhz3umTMWJu8n5,72
180,Luis Fonsi,Despacito - Remix,6rPO02ozF3bM7NnOV4h6s2,76
181,Josh Turner,Hometown Girl,5C6uh95eAL0RBTSGXKQwvk,71
182,Rockwell,Somebody's Watching Me - Single Version,6A4Jc8npNo79BOgsrPptLA,74
183,hooligan chase,Asshole,0EKbMWOt2ZwdEcqgRpLHaC,74
184,Keala Settle,This Is Me,45aBsnKRWUzhwbcqOJLwfe,79
185,Tate McRae,One Day,27r2uANqwK7XbsiAZnzf9e,76
186,Halsey,Walls Could Talk,5ln5yQdUywVbf8HhFsOcd6,75
187,21 Savage,Ghostface Killers,5u6vkDnOyaf8LsteDAj2ub,74
188,Still Woozy,Goodie Bag,4vHNeBWDQpVCmGbaccrRzi,73
189,Macklemore,Glorious (feat. Skylar Grey),0CokSRCu5hZgPxcZBaEzVE,78
190,Eminem,River (feat. Ed Sheeran),1cS0TgbR263ey9jn0MwD2s,80
191,Machine Gun Kelly,Bad Things (with Camila Cabello),1PSBzsahR2AKwLJgx8ehBj,75
192,Billie Eilish,party favor,3WxmlTZ85sCYFnuIXmUAEe,76
193,Ed Sheeran,Galway Girl,0afhq8XCExXpqazXczTSve,81
194,Harry Styles,Sweet Creature,5kRPPEWFJIMox5qIkQkiz5,76
195,Ziv Zaifman,A Million Dreams,0RoA7ObU6phWpqhlC9zH4Z,78
196,Halsey,Sorry,44n97yHySt0Z9rqPaXgjCK,78
197,Billie Eilish,Bored,04sN26COy28wTXYj3dMoiZ,76
198,Zara Larsson,Never Forget You,6hmhG1b4LEyNuashVvuIAo,77
199,Sample Rain Library,Cozy Rain,3lQu0W0vYlspohW9LNliYC,74
200,Ed Sheeran,Castle on the Hill,6PCUP3dWmTjcTtXY02oFdT,80
201,Loren Allred,Never Enough,0Gl5s8IhMmQE5YQwM8Qx1J,78
202,AJR,Weak,5DZwnLxHjWTZaz9jOpRhxb,69
203,Brett Eldredge,Love Someone,43CFDpciGFDm226POTLEXU,70
204,Khalid,Another Sad Love Song,52Qu0no0NBho3zyRmjlsHn,73
205,6 Dogs,Faygo Dreams,2BoeDIEzoS9diuyaqqVaDh,71
206,Kendrick Lamar,ELEMENT.,1EaKU4dMbesXXd3BrLCtYG,73
207,Luke Bryan,"Sunrise, Sunburn, Sunset",53yTYusPQJ1AApL1hi0Dnc,71
208,Trippie Redd,Dark Knight Dummo (Feat. Travis Scott),3YeJXuRSNS5FYwOsDu44kD,72
209,Miley Cyrus,Malibu,1UZOjK1BwmwWU14Erba9CZ,79
210,Niall Horan,This Town,0qvzXomUDJVaUboy2wMfiS,77
211,khai dreams,Lost in You,2itR8VHeTVKInnMPec8mj8,73
212,Thunderstorm Sound Bank,Monsun Thunderstorm,63qps2UseM4TTaciTdeK59,74
213,Lil Skies,Welcome to the Rodeo,5GpAhJpbHvUi6gY6RG15Ze,72
214,Khalid,American Teen,312WNtMs3F28cUukaPY9bo,73
215,Aminé,Spice Girl,4HW5kSQ8M2IQWZhSxERvla,73
216,SOB X RBE,Calvin Cambridge,4HK9Ive4wK7426QXxQZS6L,70
217,Old Dominion,Hotel Key,33471tzU1VghDg9zNgGRpz,70
218,blackbear,chateau,13JyykwyYQ3T5QxxL34ukQ,73
219,DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller),45XhKYRRkyeqoW3teSOkCM,68
220,Hugh Jackman,The Greatest Show,4ylWMuGbMXNDgDd8lErEle,77
221,Weather Factory,Calm Rain & Thunder,5fkUSLLclp3LdXiMw3zTgR,73
222,Halsey,Now Or Never,7i2DJ88J7jQ8K7zqFX2fW8,73
223,XXXTENTACION,Depression & Obsession,2H3wWrnO758y0fPH7Ilerg,74
224,$uicideBoy$,2nd Hand,4yORBk6ZyYsJpnJchyZevc,74
225,Maren Morris,I Could Use a Love Song,09iyGiljLWRYXdRazFkdtJ,70
226,Thomas Rhett,Unforgettable,30MM5jWpUmOxtTNd9Ey5LZ,70
227,Yo Gotti,Rake It Up,4knL4iPxPOZjQzTUlELGSY,71
228,Hillsong UNITED,So Will I (100 Billion X),1ed3wNCecRIp6SugyR0w2J,69
229,Lil Peep,Awful Things,7Hr2XoaGpIMKbNXCZDZ3le,75
230,Billie Eilish,Ocean Eyes - Blackbear Remix,4JuZQeSRYJfLCqBgBIxxrR,74
231,Mother Nature Sound FX,Florida Rain Storm,41ngfIhPv1DkwHozVjH5Yc,72
232,Martin Garrix,Scared to Be Lonely,3ebXMykcMXOcLeJ9xZ17XH,82
233,Macklemore,Good Old Days (feat. Kesha),2Za1AlJNvksouPPWbXpR2X,74
234,SZA,Garden (Say It Like Dat),19woxaSpjOefa2JnAOoqW5,71
235,potsu,i'm closing my eyes (feat. shiloh),3NsuucK8qXpIJf7KPZX7vq,74
236,Big Sean,Jump Out The Window,1jQsKN68yE94tMYml0wHMd,71
237,Joey Bada$$,DEVASTATED,4ntsD33Pgsgk8rUyZLLiUV,72
238,2 Chainz,4 AM,1nX9KhK3Fff27SnrIor2Yb,71
239,Frank Ocean,Biking,2q0VexHJirnUPnEOhr2DxK,72
240,Yung Gravy,Cheryl,18gNzobZV5YD8BhL8o3BTi,72
241,NAV,Some Way,7zxRMhXxJMQCeDDg0rKAVo,72
242,Mac Ayres,Easy,58dSdjfEYNSxte1aNVxuNf,74
243,H.E.R.,Focus,3tZs3nVjySLbL320lP4mvs,70
244,Christian Nodal,Adiós Amor,63bmZnBN1CiJ9sA4qTEe8y,76
245,Pentatonix,Hallelujah,0HZk0QsXPhMNAWNDR3rYE8,68
246,HI-FI CAMP,Cabin Sound,5jUXYkjrCkkhnMMJPTgSqN,73
247,Trippie Redd,Romeo & Juliet,6jT3etAOkvMUw0zsEw5QnR,70
248,Rag'n'Bone Man,Human,58zsLZPvfflaiIbNWoA22O,80
249,Quinn XCII,Straightjacket,51LIqkda3pTeECZUhMnool,70
250,Migos,T-Shirt,7KOlJ92bu51cltsD9KU5I7,72
251,Yoke Lore,Beige,0FfZudphGgQTGeEV6AhmOs,71
252,Luke Bryan,Most People Are Good,79LAFAkR1ATb4iIQvZuCL0,70
253,Chris Stapleton,Millionaire,68JS5SFTnW5Yv9Vzw81Jf0,70
254,Ed Sheeran,Dive,51ChrwmUPDJvedPQnIU8Ls,78
255,Natti Natasha,Criminal,6Za3190Sbw39BBC77WSS1C,79
256,Russ,What They Want,3pndPhlQWjuSoXhcIIdBjv,73
257,BROCKHAMPTON,FACE,5bknBRjKJZ643DAN2w8Yoy,72
258,Green Day,Boulevard of Broken Dreams,5GorCbAP4aL0EJ16frG2hd,75
259,Dylan Scott,My Girl,3izNaTiYdotdPL0Bs76JqO,69
260,J Balvin,Mi Gente,4ipnJyDU3Lq15qBAYNqlqK,74
261,Kenny Chesney,All the Pretty Girls,66pxmg3Jhjm09tHoWR1wVR,70
262,Tyler Childers,Nose On The Grindstone,4a2uqVlpRChHj32EjJLu7G,69
263,Timmies,Tell Me Why I'm Waiting,1FBuBhNZ8dmjUBWR58UOQv,74
264,Chris Young,Hangin' On,6CyJlVAEFlNdpggOLanytL,69
265,Dennis Lloyd,Nevermind,63SevszngYpZOwf63o61K4,81
266,Thomas Rhett,Life Changes,4Vxu50qVrQcycjRyJQaZLC,69
267,Axwell /\ Ingrosso,More Than You Know,6h5PAsRni4IRlxWr6uDPTP,81
268,"Tyler, The Creator",Glitter,0qtK3XwbuG153dmwB8iepL,71
269,Hippo Campus,Buttercup,6iCJCZqDJjmBxt07Oid6FI,68
270,Michael Jackson,Thriller,7azo4rpSUh8nXgtonC6Pkq,74
271,Wisin,Escápate Conmigo (feat. Ozuna),1KSqYYJFyfTecXFk9M0prc,77
272,"Tyler, The Creator",Who Dat Boy,21yRtB6B8EMounImAfHRCP,72
273,Hugh Jackman,The Other Side,2cKovq3l6OJjhVVDbVKOsr,75
274,Matt Champion,Fangs,6T7xC3rDjOCkMkvcFVdu6Z,70
275,khai dreams,Through and Through,5lH3H5LMsBnWfec33fui3w,71
276,Drake,Do Not Disturb,2KvHC9z14GSl4YpkNMX384,72
277,ZAYN,I Don’t Wanna Live Forever (Fifty Shades Darker),55n9yjI6qqXh5F2mYvUc2y,70
278,Russ,Ride Slow,6HK4YGOpZr1ost68QP3ul0,72
279,Cheat Codes,No Promises (feat. Demi Lovato),5lNuqFVMca4vPupY10cH0J,68
280,Little Mix,Shout Out to My Ex,1pwo8l3Ko7idwaz4LVUEC4,78
281,Noah Cyrus,Again,2S2od3hT7ceytw7d1pTRuE,74
282,Lil Pump,Gucci Gang,43ZyHQITOjhciSUUNPVRHc,76
283,Lil Peep,Better Off (Dying),1tlrTC3x7viJ1U30oOFGdF,74
284,Banda Sinaloense MS de Sergio Lizárraga,El Color de Tus Ojos,1l77YWrGUp3qX3NS1rz7lq,76
285,mansionz,Gorgeous,75Q69chmd8CEZbVsA4CDMm,71
286,Thomas Rhett,Marry Me,2mNunIwTYWrNEYgWYrj97p,69
287,Machine Gun Kelly,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",0OI7AFifLSoGzpb8bdBLLV,75
288,XXXTENTACION,Look At Me!,6eYxmK9fdL4hwLnXG2zY3s,74
289,Harry Styles,"Girl Crush - Recorded at Metropolis Studios, London",4YutJsNwBBInE8vemufpQ8,75
290,Thomas Rhett,Sixteen,3pJkBPHadRAxBBo484RipI,69
291,Tyler Childers,Whitehouse Road,0fbR95FEaJUxiQYaqZZukv,68
292,Alina Baraz,Electric (feat. Khalid),20TYNq9o5sdBAbkCWE9ih7,72
293,Paramore,Hard Times,0w5Bdu51Ka25Pf3hojsKHh,72
294,Yung Gravy,Rotisserie,4zDMybUdMSewKNxmGffD7v,71
295,Christian French,By Myself,6iRTYLWbxXtUz00KQIWiTN,70
296,Selena Gomez,Bad Liar,2fZQIJew3nkNe99s2PKzul,76
297,Dylan Scott,Hooked,3DV49ruvI5Sl6iisPZAc2c,69
298,Gunna,Drip or Drown,6ZthdsKjWtiCxnxbhs74vF,68
299,Ozuna,Se Preparó,1m69ELEgE6k5ZWsap40ozt,77
300,Lil Peep,Benz Truck (гелик),3kBD2xHIqKWXjLAGidDTSz,75
301,Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),6kex4EBAj0WHXDKZMEJaaF,78
302,Trippie Redd,Poles 1469,4fC5jw1TI59GH1emfN1wtk,71
303,COIN,Talk Too Much,4djIFfof5TpbSGRZUpsTXq,69
304,Demi Lovato,Tell Me You Love Me,1MKZaAEx8RrzoQjHhVuvgs,73
305,Steve Lacy,Dark Red,37y7iDayfwm3WXn5BiAoRk,70
306,GoldLink,Herside Story,564oa00vY05d1uYnTEAAmE,72
307,Fitz and The Tantrums,HandClap,4qRaZYiaOsSvWC7VgcxrI0,68
308,Rex Orange County,Television / So Far So Good,5OUTFH5acycdnf8OVo21Gv,72
309,Kendrick Lamar,PRIDE.,6IZvVAP7VPPnsGX6bvgkqg,71
310,The Chainsmokers,Paris,15vzANxN8G9wWfwAJLLMCg,77
311,Old Dominion,No Such Thing as a Broken Heart,0OlS52TmtK2gPaEtdmr7DN,68
312,Logic,Everybody,7cGFbx7MP0H23iHZTZpqMM,71
313,Khalid,Shot Down,1Ob94QesoxHSBrypyBbdfd,71
314,Zac Efron,Rewrite The Stars,630sXRhIcfwr2e4RdNtjKN,76
315,Jessie Reyez,Figures,3U3J5v3rkx89WnFEQvAJD5,72
316,Zara Larsson,I Can't Fall in Love Without You,4VPXFi4vFTtS9wHe6oMQaT,76
317,Ozuna,Dile Que Tu Me Quieres,5u5MvmVtitax9R1Mxh3reC,74
318,NAV,Held Me Down,0jiW3PNiHJxOhWh9oPBJ7m,69
319,Smokepurpp,Audi.,2INqEk4ko5AsGVLBsiKiQe,71
320,Ayo & Teo,Rolex,0pSBuHjILhNEo55xK1zrRt,75
321,The Noise Project,Big Fan Dulled,4GVIKZW6a4q0we4Ebc1FdP,71
322,Meek Mill,"That's My N**** (with Meek Mill, YG & Snoop Dogg)",3i1B1PnsfnOQPGVIzhf1lr,74
323,Brett Young,Like I Loved You,3T6MAweakkNrMYs8jZIWtg,68
324,P!nk,What About Us,0Qh38w01QRXK6KHIv0e3hb,77
325,Bass Santana,Curse,5BYCMWNQqz4nqErN1ReRGL,71
326,Playboi Carti,Location,3yk7PJnryiJ8mAPqsrujzf,69
327,Dylan Schneider,How Does It Sound,5tMViyamkwQmHjMm1OajDi,69
328,boy pablo,Everytime,4zvHZWOGyL7WcmqHOgtGCW,72
329,HRVY,Personal,33KJ2xFYONOlIYDBg6wPx8,74
